G,Date,Location,Opp,W/L,Tm Score,Opp Score,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF, ,Opp FG,Opp FGA,Opp FG%,Opp 3P,Opp 3PA,Opp 3P%,Opp FT,Opp FTA,Opp FT%,Opp ORB,Opp TRB,Opp AST,Opp STL,Opp BLK,Opp TOV,Opp PF,Tm
22,2024-02-07,,UMass,W,79,73,27,53,0.509,6,17,0.353,19,28,0.679,8,28,12,7,5,11,15,,28,58,0.483,6,18,0.333,11,16,0.688,8,29,16,6,1,12,24,St. Bonaventure
23,2024-02-10,,Duquesne,L,69,75,22,55,0.4,5,15,0.333,20,26,0.769,7,34,8,4,3,9,19,,27,59,0.458,6,21,0.286,15,21,0.714,8,34,16,3,2,8,19,St. Bonaventure
24,2024-02-14,@,Fordham,W,85,67,30,50,0.6,12,18,0.667,13,20,0.65,6,26,18,6,4,16,15,,23,54,0.426,8,25,0.32,13,18,0.722,7,23,13,10,4,12,19,St. Bonaventure
25,2024-02-17,,Davidson,W (1 OT),81,80,26,46,0.565,6,15,0.4,23,30,0.767,4,25,14,9,3,12,18,,29,59,0.492,9,24,0.375,13,18,0.722,9,28,14,6,1,13,21,St. Bonaventure
26,2024-02-21,@,La Salle,L,59,72,21,48,0.438,6,17,0.353,11,16,0.688,3,20,15,3,1,9,14,,26,51,0.51,10,24,0.417,10,14,0.714,3,27,20,7,2,8,13,St. Bonaventure
27,2024-02-24,@,UMass,W,75,67,27,57,0.474,6,16,0.375,15,19,0.789,11,33,16,7,2,10,18,,23,57,0.404,7,25,0.28,14,22,0.636,12,29,14,6,2,14,17,St. Bonaventure
28,2024-02-27,,Loyola (IL),W,79,64,23,51,0.451,7,17,0.412,26,29,0.897,5,35,10,8,7,14,19,,21,55,0.382,10,31,0.323,12,21,0.571,7,31,17,7,2,18,22,St. Bonaventure
29,2024-03-06,@,George Washington,L,75,86,27,56,0.482,11,24,0.458,10,12,0.833,4,21,11,7,1,7,21,,27,46,0.587,15,29,0.517,17,23,0.739,4,26,19,6,3,12,10,St. Bonaventure
30,2024-03-09,,Saint Louis,L,65,73,22,55,0.4,8,25,0.32,13,21,0.619,5,23,8,8,7,9,13,,27,58,0.466,9,25,0.36,10,12,0.833,12,41,14,6,1,12,17,St. Bonaventure
31,2024-03-13,N,La Salle,W,75,73,25,58,0.431,6,15,0.4,19,24,0.792,11,29,12,6,5,5,14,,26,53,0.491,7,16,0.438,14,17,0.824,6,26,14,3,3,9,19,St. Bonaventure
32,2024-03-14,N,Loyola (IL),W (2 OT),75,74,22,60,0.367,4,18,0.222,27,31,0.871,12,42,8,9,6,16,23,,25,75,0.333,6,23,0.261,18,27,0.667,20,44,18,8,8,12,24,St. Bonaventure
33,2024-03-16,N,Duquesne,L,60,70,23,57,0.404,6,24,0.25,8,11,0.727,8,29,11,7,4,9,11,,27,53,0.509,10,21,0.476,6,7,0.857,3,27,17,4,6,10,9,St. Bonaventure
1,2023-11-06,,Lafayette,W,81,60,29,63,0.46,12,34,0.353,11,21,0.524,8,30,21,8,0,8,18,,20,54,0.37,8,28,0.286,12,19,0.632,10,32,11,6,4,15,19,Saint Joseph's
2,2023-11-10,,Penn,W,69,61,24,60,0.4,7,25,0.28,14,18,0.778,6,30,17,7,2,9,13,,23,62,0.371,9,24,0.375,6,11,0.545,9,35,13,5,5,16,17,Saint Joseph's
3,2023-11-14,,Stonehill,W,100,56,39,66,0.591,15,36,0.417,7,9,0.778,7,43,26,6,9,14,17,,17,62,0.274,7,31,0.226,15,20,0.75,5,20,8,7,2,15,13,Saint Joseph's
4,2023-11-17,,East Texas A&M,L,54,57,18,66,0.273,6,30,0.2,12,16,0.75,14,42,7,7,3,11,18,,21,58,0.362,7,26,0.269,8,17,0.471,8,37,11,8,6,12,17,Saint Joseph's
5,2023-11-20,@,Kentucky,L (1 OT),88,96,32,75,0.427,15,37,0.405,9,12,0.75,12,39,20,5,3,14,21,,33,64,0.516,12,25,0.48,18,27,0.667,5,32,24,12,8,9,10,Saint Joseph's
6,2023-11-26,,Sacred Heart,W,64,55,23,52,0.442,11,33,0.333,7,13,0.538,4,32,17,10,4,20,16,,19,55,0.345,4,20,0.2,13,22,0.591,7,30,8,17,3,18,11,Saint Joseph's
7,2023-11-29,@,Villanova,W,78,65,29,51,0.569,14,27,0.519,6,10,0.6,5,25,19,9,3,9,15,,22,56,0.393,10,37,0.27,11,14,0.786,10,27,15,5,2,16,16,Saint Joseph's
8,2023-12-02,N,Temple,W,74,65,24,52,0.462,8,21,0.381,18,20,0.9,6,37,16,7,5,12,13,,23,65,0.354,7,26,0.269,12,20,0.6,12,33,13,9,5,9,14,Saint Joseph's
9,2023-12-06,,American,W,69,53,26,55,0.473,12,31,0.387,5,6,0.833,11,35,14,3,2,9,13,,19,51,0.373,3,24,0.125,12,17,0.706,11,22,8,5,2,7,10,Saint Joseph's
10,2023-12-10,,Princeton,W,74,70,27,59,0.458,7,26,0.269,13,16,0.813,11,28,9,8,5,8,11,,26,55,0.473,16,38,0.421,2,6,0.333,10,27,13,1,1,12,16,Saint Joseph's
11,2023-12-16,N,Iona,W,83,58,26,50,0.52,15,30,0.5,16,24,0.667,8,38,15,5,3,16,18,,18,65,0.277,7,30,0.233,15,23,0.652,16,33,13,13,1,8,17,Saint Joseph's
12,2023-12-21,@,College of Charleston,L,82,89,29,71,0.408,11,33,0.333,13,16,0.813,8,33,15,7,3,10,20,,28,65,0.431,13,36,0.361,20,24,0.833,12,42,17,5,7,14,15,Saint Joseph's
13,2023-12-29,,Loyola (MD),W,97,56,33,69,0.478,15,36,0.417,16,19,0.842,11,38,20,12,4,7,16,,21,62,0.339,7,28,0.25,7,15,0.467,14,35,9,2,2,17,14,Saint Joseph's
14,2024-01-03,@,Rhode Island,L,74,78,25,63,0.397,8,30,0.267,16,26,0.615,12,38,12,8,3,11,25,,25,61,0.41,6,25,0.24,22,35,0.629,11,38,18,7,4,9,20,Saint Joseph's
15,2024-01-10,@,Saint Louis,L,85,88,25,66,0.379,12,35,0.343,23,28,0.821,12,33,13,5,5,5,17,,26,56,0.464,14,26,0.538,22,27,0.815,8,30,16,3,6,7,19,Saint Joseph's
16,2024-01-13,,Loyola (IL),L,75,78,24,57,0.421,9,25,0.36,18,24,0.75,5,27,12,10,4,11,16,,28,64,0.438,10,27,0.37,12,20,0.6,9,34,13,7,4,16,23,Saint Joseph's
17,2024-01-15,,La Salle,W,82,62,29,57,0.509,9,23,0.391,15,18,0.833,13,44,16,2,3,8,11,,22,61,0.361,8,32,0.25,10,12,0.833,4,21,12,4,0,2,14,Saint Joseph's
18,2024-01-20,,Duquesne,W,71,69,26,55,0.473,7,17,0.412,12,19,0.632,8,31,11,7,3,10,16,,24,58,0.414,9,24,0.375,12,14,0.857,8,31,10,6,5,11,18,Saint Joseph's
19,2024-01-23,@,UMass,W,78,77,29,61,0.475,9,19,0.474,11,17,0.647,7,33,14,11,6,13,15,,29,65,0.446,5,16,0.313,14,17,0.824,10,38,19,9,4,17,16,Saint Joseph's
20,2024-01-26,@,St. Bonaventure,L,72,91,30,58,0.517,10,24,0.417,2,2,1.0,8,28,16,4,2,15,8,,36,62,0.581,12,27,0.444,7,8,0.875,6,24,23,11,6,6,7,Saint Joseph's
21,2024-01-31,,George Mason,W,75,73,28,55,0.509,8,22,0.364,11,17,0.647,8,32,12,8,7,11,11,,28,61,0.459,10,27,0.37,7,11,0.636,4,25,16,6,1,9,13,Saint Joseph's
22,2024-02-03,@,La Salle,W,88,82,26,55,0.473,10,21,0.476,26,33,0.788,10,38,11,3,3,12,14,,28,69,0.406,14,34,0.412,12,17,0.706,11,32,18,9,5,6,22,Saint Joseph's
23,2024-02-06,,Dayton,L,79,94,31,64,0.484,13,37,0.351,4,8,0.5,8,25,15,6,3,12,17,,33,58,0.569,12,22,0.545,16,22,0.727,8,28,19,4,3,12,13,Saint Joseph's
24,2024-02-10,,Saint Louis,W,87,86,29,66,0.439,11,31,0.355,18,25,0.72,7,27,14,11,3,9,18,,28,57,0.491,11,26,0.423,19,22,0.864,7,38,8,7,6,21,24,Saint Joseph's
25,2024-02-14,@,Loyola (IL),L,59,64,19,58,0.328,7,29,0.241,14,15,0.933,7,23,9,7,8,8,17,,22,52,0.423,7,20,0.35,13,16,0.813,9,36,19,6,5,14,18,Saint Joseph's
26,2024-02-17,@,Duquesne,L,56,66,18,56,0.321,9,37,0.243,11,17,0.647,12,34,12,12,4,12,15,,23,52,0.442,9,18,0.5,11,13,0.846,9,36,16,7,5,16,14,Saint Joseph's
27,2024-02-21,,George Washington,W,79,75,25,53,0.472,9,22,0.409,20,27,0.741,8,32,16,4,4,5,10,,26,57,0.456,12,27,0.444,11,13,0.846,4,23,13,3,4,7,21,Saint Joseph's
28,2024-02-25,@,VCU,L,69,73,22,56,0.393,12,29,0.414,13,19,0.684,7,30,11,5,4,9,17,,24,55,0.436,8,22,0.364,17,19,0.895,9,37,19,5,2,9,16,Saint Joseph's
29,2024-03-02,,Fordham,W,82,69,30,65,0.462,7,28,0.25,15,21,0.714,9,31,21,10,4,8,17,,25,61,0.41,7,24,0.292,12,19,0.632,15,38,8,5,2,16,21,Saint Joseph's
30,2024-03-06,@,Richmond,L,66,73,25,61,0.41,9,30,0.3,7,13,0.538,8,32,8,6,6,13,19,,26,56,0.464,3,9,0.333,18,22,0.818,5,31,11,6,4,8,15,Saint Joseph's
31,2024-03-09,,Davidson,W,89,71,28,59,0.475,10,24,0.417,23,31,0.742,10,34,15,7,4,11,14,,27,67,0.403,6,24,0.25,11,12,0.917,10,30,13,9,6,10,20,Saint Joseph's
32,2024-03-13,N,George Mason,W,64,57,23,51,0.451,10,27,0.37,8,10,0.8,5,25,14,6,4,8,12,,23,56,0.411,1,13,0.077,10,11,0.909,8,29,8,5,6,8,13,Saint Joseph's
33,2024-03-14,N,Richmond,W,66,61,23,55,0.418,6,22,0.273,14,18,0.778,11,40,8,4,1,11,11,,24,56,0.429,5,18,0.278,8,11,0.727,5,29,16,6,3,7,17,Saint Joseph's
34,2024-03-16,N,VCU,L,60,66,24,55,0.436,8,27,0.296,4,7,0.571,8,31,19,7,1,13,13,,29,57,0.509,4,20,0.2,4,8,0.5,5,28,8,10,5,8,12,Saint Joseph's
1,2023-11-07,,Drexel,W,67,61,25,57,0.439,6,15,0.4,11,18,0.611,8,28,11,6,4,11,13,,24,58,0.414,4,17,0.235,9,16,0.563,11,36,16,6,2,12,16,La Salle
2,2023-11-11,,Northeastern,W,79,74,29,60,0.483,9,24,0.375,12,12,1.0,6,20,19,6,6,4,17,,27,62,0.435,8,21,0.381,12,20,0.6,16,39,11,3,5,11,14,La Salle
3,2023-11-14,,Bucknell,W,69,57,23,54,0.426,8,26,0.308,15,26,0.577,6,31,17,8,1,11,25,,18,48,0.375,6,21,0.286,15,24,0.625,6,29,10,3,1,16,25,La Salle
4,2023-11-18,,Southern Indiana,W,79,78,27,57,0.474,7,18,0.389,18,21,0.857,3,23,13,4,3,7,13,,32,60,0.533,10,23,0.435,4,6,0.667,4,28,20,3,3,11,19,La Salle
5,2023-11-21,@,Duke,L,66,95,24,58,0.414,6,24,0.25,12,17,0.706,3,23,11,3,1,9,16,,36,67,0.537,9,22,0.409,14,20,0.7,9,39,21,4,3,5,18,La Salle
6,2023-11-26,,Coppin State,W,81,62,29,60,0.483,11,25,0.44,12,20,0.6,14,34,17,10,1,11,15,,21,45,0.467,5,11,0.455,15,18,0.833,4,16,12,8,2,13,18,La Salle
7,2023-11-29,@,Temple,L (3 OT),99,106,32,86,0.372,9,31,0.29,26,35,0.743,15,55,11,5,5,17,36,,34,96,0.354,7,34,0.206,31,46,0.674,22,58,11,1,5,10,32,La Salle
8,2023-12-02,N,Penn,W (1 OT),93,92,36,65,0.554,10,23,0.435,11,14,0.786,7,30,16,5,4,11,13,,37,68,0.544,12,25,0.48,6,12,0.5,9,28,19,4,2,9,13,La Salle
9,2023-12-06,,Loyola (MD),W,62,61,25,61,0.41,9,28,0.321,3,6,0.5,8,33,16,4,3,12,12,,24,64,0.375,6,17,0.353,7,14,0.5,9,35,16,7,2,9,9,La Salle
10,2023-12-09,@,Lafayette,W,67,51,22,62,0.355,15,37,0.405,8,9,0.889,7,33,14,12,0,10,11,,20,57,0.351,6,22,0.273,5,5,1.0,7,37,9,6,6,15,11,La Salle
11,2023-12-16,@,Miami (FL),L,77,84,30,64,0.469,11,30,0.367,6,7,0.857,5,22,20,7,2,8,17,,31,60,0.517,4,15,0.267,18,21,0.857,12,35,17,4,4,10,8,La Salle
12,2023-12-21,,Rosemont,W,107,41,43,72,0.597,11,28,0.393,10,14,0.714,13,40,35,14,7,5,13,,18,52,0.346,1,13,0.077,4,6,0.667,5,20,7,3,0,18,11,La Salle
13,2023-12-30,,Howard,L,66,71,23,61,0.377,8,28,0.286,12,17,0.706,9,27,8,10,7,8,19,,23,56,0.411,9,22,0.409,16,19,0.842,10,40,11,3,3,13,15,La Salle
14,2024-01-03,,George Mason,L,62,77,23,61,0.377,9,29,0.31,7,9,0.778,3,20,12,7,4,7,13,,29,55,0.527,7,13,0.538,12,15,0.8,9,38,15,4,2,13,13,La Salle
15,2024-01-06,@,Fordham,W,81,76,25,57,0.439,6,15,0.4,25,30,0.833,12,34,17,6,6,14,18,,27,64,0.422,9,24,0.375,13,21,0.619,13,31,15,12,6,12,22,La Salle
16,2024-01-10,@,UMass,L,65,81,26,61,0.426,7,25,0.28,6,15,0.4,7,27,15,6,4,12,16,,31,63,0.492,5,13,0.385,14,21,0.667,12,39,18,6,4,11,18,La Salle
17,2024-01-13,,VCU,L,65,71,22,65,0.338,6,23,0.261,15,19,0.789,11,32,9,9,1,9,19,,23,48,0.479,6,13,0.462,19,28,0.679,8,36,17,5,6,15,16,La Salle
18,2024-01-15,@,St. Joseph's,L,62,82,22,61,0.361,8,32,0.25,10,12,0.833,4,21,12,4,0,2,14,,29,57,0.509,9,23,0.391,15,18,0.833,13,44,16,2,3,8,11,La Salle
19,2024-01-23,,Dayton,L,54,66,21,59,0.356,8,29,0.276,4,5,0.8,7,31,12,4,2,8,13,,27,57,0.474,5,19,0.263,7,8,0.875,4,28,14,6,3,8,11,La Salle
20,2024-01-27,@,George Washington,W,80,70,30,61,0.492,10,19,0.526,10,13,0.769,4,31,15,5,6,9,17,,24,64,0.375,3,18,0.167,19,24,0.792,11,37,7,8,5,9,16,La Salle
21,2024-01-31,@,Rhode Island,L,69,71,26,71,0.366,8,31,0.258,9,18,0.5,12,32,15,8,5,7,17,,24,56,0.429,5,12,0.417,18,27,0.667,9,39,13,2,3,11,17,La Salle
22,2024-02-03,,St. Joseph's,L,82,88,28,69,0.406,14,34,0.412,12,17,0.706,11,32,18,9,5,6,22,,26,55,0.473,10,21,0.476,26,33,0.788,10,38,11,3,3,12,14,La Salle
23,2024-02-07,,Saint Louis,L,84,102,26,66,0.394,10,28,0.357,22,29,0.759,11,30,13,4,1,10,19,,36,64,0.563,9,20,0.45,21,25,0.84,9,32,15,8,2,10,23,La Salle
24,2024-02-10,@,Richmond,L,65,82,27,58,0.466,6,20,0.3,5,9,0.556,5,32,9,2,1,13,20,,29,56,0.518,7,16,0.438,17,18,0.944,1,29,12,6,4,4,13,La Salle
25,2024-02-13,@,Davidson,L,56,71,22,59,0.373,4,19,0.211,8,12,0.667,6,33,7,3,2,12,17,,27,65,0.415,4,19,0.211,13,18,0.722,11,41,11,10,8,7,15,La Salle
26,2024-02-17,,UMass,W,82,81,28,59,0.475,9,21,0.429,17,22,0.773,9,35,18,6,4,10,19,,25,59,0.424,8,27,0.296,23,28,0.821,8,34,13,6,4,7,17,La Salle
27,2024-02-21,,St. Bonaventure,W,72,59,26,51,0.51,10,24,0.417,10,14,0.714,3,27,20,7,2,8,13,,21,48,0.438,6,17,0.353,11,16,0.688,3,20,15,3,1,9,14,La Salle
28,2024-02-25,,Rhode Island,W,84,61,31,61,0.508,12,26,0.462,10,13,0.769,4,31,18,8,6,9,14,,25,62,0.403,6,22,0.273,5,9,0.556,6,28,10,5,2,14,15,La Salle
29,2024-02-28,@,Duquesne,L,63,75,25,61,0.41,6,21,0.286,7,9,0.778,12,30,17,5,4,12,14,,30,60,0.5,7,18,0.389,8,14,0.571,12,32,19,6,5,9,10,La Salle
30,2024-03-02,,George Washington,W,72,66,28,65,0.431,7,21,0.333,9,11,0.818,10,29,12,8,1,3,8,,24,51,0.471,7,18,0.389,11,14,0.786,4,28,6,1,5,8,10,La Salle
31,2024-03-09,@,Loyola (IL),L,54,64,23,59,0.39,6,18,0.333,2,4,0.5,7,30,13,4,7,14,21,,22,58,0.379,7,19,0.368,13,24,0.542,12,34,11,7,7,11,13,La Salle
32,2024-03-12,N,George Washington,W,61,60,24,67,0.358,8,23,0.348,5,8,0.625,10,36,10,7,2,4,17,,17,49,0.347,10,23,0.435,16,24,0.667,6,40,13,4,2,10,13,La Salle
33,2024-03-13,N,St. Bonaventure,L,73,75,26,53,0.491,7,16,0.438,14,17,0.824,6,26,14,3,3,9,19,,25,58,0.431,6,15,0.4,19,24,0.792,11,29,12,6,5,5,14,La Salle
1,2023-11-06,,Wagner,W (1 OT),68,64,26,61,0.426,8,27,0.296,8,19,0.421,13,37,14,5,7,10,15,,24,62,0.387,4,17,0.235,12,17,0.706,12,36,5,7,5,11,20,Fordham
2,2023-11-11,,Cornell,L,73,78,25,56,0.446,9,28,0.321,14,25,0.56,10,25,10,9,0,14,23,,27,50,0.54,7,18,0.389,17,27,0.63,8,30,12,9,4,20,23,Fordham
3,2023-11-17,N,Norfolk State,W,77,64,20,48,0.417,7,23,0.304,30,42,0.714,8,38,14,7,5,17,30,,17,54,0.315,4,19,0.211,26,37,0.703,12,32,10,11,1,16,25,Fordham
4,2023-11-19,N,Abilene Christian,L,45,59,16,54,0.296,1,12,0.083,12,21,0.571,16,41,3,5,3,19,16,,22,55,0.4,3,12,0.25,12,17,0.706,6,29,9,11,1,9,19,Fordham
5,2023-11-20,N,Kent State,L,72,79,21,58,0.362,9,27,0.333,21,35,0.6,15,31,9,10,2,19,25,,22,51,0.431,6,18,0.333,29,35,0.829,9,32,12,12,3,20,27,Fordham
6,2023-11-27,,Manhattan,W,93,61,34,69,0.493,9,26,0.346,16,20,0.8,10,40,16,16,6,10,13,,25,59,0.424,6,16,0.375,5,9,0.556,5,27,13,9,1,20,13,Fordham
7,2023-11-30,,FDU,W,80,52,27,61,0.443,5,22,0.227,21,37,0.568,9,40,20,18,2,13,22,,18,55,0.327,2,18,0.111,14,27,0.519,8,33,8,8,2,23,26,Fordham
8,2023-12-03,,Tulane,L,81,89,31,73,0.425,11,32,0.344,8,10,0.8,15,34,23,8,5,14,30,,26,48,0.542,5,10,0.5,32,42,0.762,4,28,8,8,3,13,14,Fordham
9,2023-12-06,,NJIT,L,77,80,27,56,0.482,6,18,0.333,17,31,0.548,12,35,16,6,11,10,23,,25,55,0.455,12,25,0.48,18,25,0.72,4,25,12,5,1,12,23,Fordham
10,2023-12-10,N,North Texas,W,60,59,23,60,0.383,8,21,0.381,6,12,0.5,11,36,14,6,5,12,12,,23,60,0.383,5,13,0.385,8,11,0.727,11,37,9,8,11,13,16,Fordham
11,2023-12-16,@,St. John's (NY),L,55,77,15,59,0.254,2,18,0.111,23,26,0.885,9,37,8,5,5,20,18,,30,69,0.435,6,18,0.333,11,19,0.579,10,39,20,9,7,14,22,Fordham
12,2023-12-21,,Central Connecticut,L,80,82,28,60,0.467,11,28,0.393,13,17,0.765,11,24,15,11,2,15,21,,27,49,0.551,4,11,0.364,24,31,0.774,7,26,14,7,4,15,14,Fordham
13,2023-12-30,,Columbia,W,87,78,28,66,0.424,11,33,0.333,20,26,0.769,12,41,13,7,9,7,17,,26,63,0.413,9,22,0.409,17,23,0.739,6,35,18,4,2,9,19,Fordham
14,2024-01-03,@,George Washington,W (3 OT),119,113,39,89,0.438,19,42,0.452,22,29,0.759,18,40,20,11,6,12,22,,40,79,0.506,8,18,0.444,25,30,0.833,10,41,11,7,7,15,22,Fordham
15,2024-01-06,,La Salle,L,76,81,27,64,0.422,9,24,0.375,13,21,0.619,13,31,15,12,6,12,22,,25,57,0.439,6,15,0.4,25,30,0.833,12,34,17,6,6,14,18,Fordham
16,2024-01-13,@,St. Bonaventure,W,80,74,28,55,0.509,9,25,0.36,15,23,0.652,6,33,13,3,5,8,21,,24,60,0.4,6,18,0.333,20,22,0.909,6,33,8,4,2,9,18,Fordham
17,2024-01-17,,Davidson,L,69,79,23,66,0.348,7,27,0.259,16,19,0.842,15,43,14,10,8,13,24,,23,57,0.404,6,12,0.5,27,34,0.794,8,34,11,9,5,11,14,Fordham
18,2024-01-20,,Loyola (IL),L,61,65,21,58,0.362,6,20,0.3,13,18,0.722,11,30,10,7,5,10,18,,23,48,0.479,4,10,0.4,15,20,0.75,8,30,10,6,1,14,21,Fordham
19,2024-01-24,@,Rhode Island,W,71,68,27,57,0.474,8,22,0.364,9,25,0.36,3,28,11,9,3,6,22,,23,51,0.451,4,13,0.308,18,30,0.6,6,37,15,4,3,14,22,Fordham
20,2024-01-27,@,Duquesne,L,59,68,21,57,0.368,4,22,0.182,13,24,0.542,13,39,11,5,3,12,22,,24,51,0.471,1,13,0.077,19,30,0.633,2,27,13,4,7,8,22,Fordham
21,2024-01-31,,Richmond,L,69,83,23,56,0.411,9,27,0.333,14,20,0.7,9,31,11,5,4,12,15,,31,53,0.585,8,14,0.571,13,16,0.813,0,24,14,6,1,10,16,Fordham
22,2024-02-03,@,Saint Louis,W,67,65,25,66,0.379,8,29,0.276,9,11,0.818,7,25,14,14,8,6,15,,25,53,0.472,8,17,0.471,7,13,0.538,8,36,12,3,5,17,14,Fordham
23,2024-02-06,,VCU,L,60,75,23,60,0.383,10,26,0.385,4,7,0.571,9,28,13,10,5,15,14,,26,51,0.51,9,21,0.429,14,16,0.875,3,29,18,6,4,13,12,Fordham
24,2024-02-14,,St. Bonaventure,L,67,85,23,54,0.426,8,25,0.32,13,18,0.722,7,23,13,10,4,12,19,,30,50,0.6,12,18,0.667,13,20,0.65,6,26,18,6,4,16,15,Fordham
25,2024-02-17,@,Dayton,L,70,78,24,58,0.414,9,31,0.29,13,15,0.867,9,29,11,3,1,10,23,,27,47,0.574,7,20,0.35,17,25,0.68,5,28,13,3,3,6,13,Fordham
26,2024-02-20,@,Davidson,L,53,68,18,55,0.327,6,27,0.222,11,17,0.647,11,33,10,4,3,10,20,,22,48,0.458,6,16,0.375,18,26,0.692,5,32,11,6,4,7,15,Fordham
27,2024-02-23,,Duquesne,W,79,67,27,52,0.519,8,19,0.421,17,24,0.708,12,39,18,9,9,16,22,,19,55,0.345,6,16,0.375,23,27,0.852,7,23,10,12,4,11,20,Fordham
28,2024-02-27,,George Mason,W,61,60,19,59,0.322,12,30,0.4,11,14,0.786,12,30,12,7,8,7,16,,22,51,0.431,5,15,0.333,11,15,0.733,7,34,12,3,5,14,15,Fordham
29,2024-03-02,@,St. Joseph's,L,69,82,25,61,0.41,7,24,0.292,12,19,0.632,15,38,8,5,2,16,21,,30,65,0.462,7,28,0.25,15,21,0.714,9,31,21,10,4,8,17,Fordham
30,2024-03-06,@,UMass,L,64,66,23,65,0.354,7,28,0.25,11,19,0.579,15,34,13,4,2,6,21,,22,52,0.423,7,19,0.368,15,24,0.625,6,33,10,1,3,7,19,Fordham
31,2024-03-09,,Rhode Island,L,50,58,17,63,0.27,7,29,0.241,9,15,0.6,9,34,10,5,6,11,22,,18,46,0.391,3,19,0.158,19,30,0.633,6,37,8,6,1,15,17,Fordham
32,2024-03-12,N,Davidson,W (1 OT),71,63,24,68,0.353,6,24,0.25,17,24,0.708,18,38,13,12,4,14,18,,22,49,0.449,5,17,0.294,14,21,0.667,3,27,12,7,10,19,18,Fordham
33,2024-03-13,N,VCU,L,62,69,20,49,0.408,9,25,0.36,13,18,0.722,8,27,4,7,2,12,24,,17,42,0.405,8,21,0.381,27,39,0.692,10,31,10,8,3,13,19,Fordham
1,2023-11-06,,Central Connecticut,W,81,70,32,57,0.561,5,12,0.417,12,23,0.522,9,32,18,9,3,13,15,,28,67,0.418,5,21,0.238,9,13,0.692,12,29,13,5,7,11,20,Rhode Island
2,2023-11-09,,Fairfield,W,93,80,34,65,0.523,9,21,0.429,16,29,0.552,14,44,21,11,2,18,21,,25,68,0.368,13,36,0.361,17,21,0.81,13,33,15,8,3,14,20,Rhode Island
3,2023-11-14,,Wagner,W,69,53,26,50,0.52,2,10,0.2,15,26,0.577,9,42,16,4,3,9,12,,19,60,0.317,10,28,0.357,5,9,0.556,5,23,15,6,2,5,20,Rhode Island
4,2023-11-18,N,Northwestern,L,61,72,19,49,0.388,8,19,0.421,15,22,0.682,9,27,6,4,4,14,15,,27,62,0.435,8,19,0.421,10,13,0.769,17,37,17,8,6,9,21,Rhode Island
5,2023-11-19,N,Washington State,L,57,78,22,53,0.415,3,17,0.176,10,12,0.833,4,23,9,1,2,11,18,,33,64,0.516,3,17,0.176,9,16,0.563,11,33,13,9,8,5,16,Rhode Island
6,2023-11-22,,Johnson & Wales (RI),W,97,59,35,69,0.507,7,21,0.333,20,31,0.645,18,52,16,5,6,6,12,,23,64,0.359,9,25,0.36,4,11,0.364,6,23,8,3,9,10,20,Rhode Island
7,2023-11-26,,Yale,W,76,72,31,61,0.508,8,20,0.4,6,12,0.5,13,33,15,4,3,10,9,,29,59,0.492,10,26,0.385,4,6,0.667,6,25,13,6,6,5,15,Rhode Island
8,2023-12-02,@,Providence,L,69,84,28,62,0.452,6,12,0.5,7,15,0.467,7,31,8,5,2,11,19,,32,65,0.492,8,20,0.4,12,16,0.75,10,40,12,9,5,9,14,Rhode Island
9,2023-12-06,,Brown,L,64,67,23,49,0.469,3,13,0.231,15,31,0.484,10,37,13,4,2,12,17,,21,55,0.382,10,27,0.37,15,25,0.6,10,29,12,9,5,8,21,Rhode Island
10,2023-12-10,@,College of Charleston,L,70,85,29,61,0.475,9,23,0.391,3,4,0.75,4,26,11,5,3,17,14,,34,67,0.507,10,23,0.435,7,13,0.538,10,36,16,10,3,11,10,Rhode Island
11,2023-12-16,N,Delaware,L,56,67,21,50,0.42,5,17,0.294,9,10,0.9,7,32,14,7,6,19,14,,23,58,0.397,5,21,0.238,16,18,0.889,10,25,14,12,3,12,11,Rhode Island
12,2023-12-21,,New Hampshire,L,71,81,25,65,0.385,5,22,0.227,16,24,0.667,11,37,12,5,6,12,16,,28,65,0.431,13,24,0.542,12,19,0.632,10,42,14,6,1,11,19,Rhode Island
13,2023-12-30,,Northeastern,W,82,71,31,56,0.554,7,16,0.438,13,20,0.65,9,32,16,10,5,15,13,,28,55,0.509,3,13,0.231,12,16,0.75,5,19,13,9,5,15,18,Rhode Island
14,2024-01-03,,St. Joseph's,W,78,74,25,61,0.41,6,25,0.24,22,35,0.629,11,38,18,7,4,9,20,,25,63,0.397,8,30,0.267,16,26,0.615,12,38,12,8,3,11,25,Rhode Island
15,2024-01-09,@,Davidson,W,79,74,25,49,0.51,7,20,0.35,22,33,0.667,5,31,12,3,4,12,21,,25,55,0.455,9,23,0.391,15,23,0.652,7,26,14,5,2,8,22,Rhode Island
16,2024-01-13,,UMass,W,89,77,27,52,0.519,14,23,0.609,21,28,0.75,8,34,14,0,2,9,23,,27,66,0.409,3,15,0.2,20,28,0.714,14,32,9,3,4,3,24,Rhode Island
17,2024-01-17,@,St. Bonaventure,L,64,99,22,54,0.407,6,19,0.316,14,22,0.636,9,33,11,3,0,18,16,,38,66,0.576,11,24,0.458,12,17,0.706,7,25,22,9,8,4,19,Rhode Island
