Game Date,Location,Neutral Game,Conference Game,Postseason Game,NCAA Tourney Game,Matchup,Home Team,Home Rk,Home Score,Away Team,Away Rk,Away Score,Home W,Home Pt Diff
2022-02-17,@ Sam Houston State,0,1,0,0,Abilene Christian vs. Sam Houston State,Sam Houston State,214.0,75,Abilene Christian,162.0,71,1,4
2022-02-24,@ Abilene Christian,0,1,0,0,Lamar vs. Abilene Christian,Abilene Christian,184.0,77,Lamar,332.0,42,1,35
2022-02-26,@ Stephen F. Austin,0,1,0,0,Abilene Christian vs. Stephen F. Austin,Stephen F. Austin,115.0,73,Abilene Christian,187.0,71,1,2
2022-03-05,@ Abilene Christian,0,1,0,0,Tarleton State vs. Abilene Christian,Abilene Christian,167.0,61,Tarleton State,278.0,56,1,5
2022-03-09,Neutral,1,0,1,0,Abilene Christian vs. Utah Valley,Utah Valley,93.0,74,Abilene Christian,175.0,82,0,-8
2022-03-10,Neutral,1,0,1,0,Abilene Christian vs. Stephen F. Austin,Stephen F. Austin,146.0,62,Abilene Christian,201.0,76,0,-14
2022-03-11,Neutral,1,0,1,0,Abilene Christian vs. Seattle,Seattle,177.0,76,Abilene Christian,203.0,78,0,-2
2022-03-12,Neutral,1,0,1,0,Abilene Christian vs. New Mexico State,New Mexico State,36.0,66,Abilene Christian,183.0,52,1,14
2021-11-13,@ Tulsa,0,0,0,0,Air Force vs. Tulsa,Tulsa,261.0,58,Air Force,144.0,59,0,-1
2021-11-17,@ Air Force,0,0,0,0,Texas Southern vs. Air Force,Air Force,318.0,61,Texas Southern,229.0,57,1,4
2021-11-20,Neutral,1,0,0,0,Air Force vs. Holy Cross,Holy Cross,252.0,53,Air Force,296.0,72,0,-19
2021-11-21,Neutral,1,0,0,0,Air Force vs. Bethune-Cookman,Bethune-Cookman,254.0,65,Air Force,309.0,73,0,-8
2021-11-24,@ Air Force,0,0,0,0,Denver vs. Air Force,Air Force,305.0,66,Denver,265.0,65,1,1
2021-11-27,@ Air Force,0,0,0,0,Idaho State vs. Air Force,Air Force,271.0,59,Idaho State,247.0,48,1,11
2021-12-04,@ Air Force,0,0,0,0,Army vs. Air Force,Air Force,320.0,76,Army,329.0,58,1,18
2021-12-08,@ Montana,0,0,0,0,Air Force vs. Montana,Montana,333.0,66,Air Force,231.0,48,1,18
2021-12-19,@ Arkansas State,0,0,0,0,Air Force vs. Arkansas State,Arkansas State,287.0,68,Air Force,257.0,46,1,22
2021-12-21,@ Tarleton State,0,0,0,0,Air Force vs. Tarleton State,Tarleton State,166.0,67,Air Force,260.0,45,1,22
2021-12-29,@ Air Force,0,1,0,0,Utah State vs. Air Force,Air Force,290.0,49,Utah State,30.0,47,1,2
2022-01-04,@ Colorado State,0,1,0,0,Air Force vs. Colorado State,Colorado State,82.0,67,Air Force,289.0,59,1,8
2022-01-15,@ Air Force,0,1,0,0,Nevada vs. Air Force,Air Force,254.0,68,Nevada,91.0,75,0,-7
2022-01-18,@ Boise State,0,1,0,0,Air Force vs. Boise State,Boise State,39.0,62,Air Force,257.0,56,1,6
2022-01-20,@ Air Force,0,1,0,0,UNLV vs. Air Force,Air Force,211.0,69,UNLV,102.0,62,1,7
2022-01-22,@ Air Force,0,1,0,0,Colorado State vs. Air Force,Air Force,224.0,53,Colorado State,114.0,73,0,-20
2022-01-25,@ San Jose State,0,1,0,0,Air Force vs. San Jose State,San Jose State,188.0,53,Air Force,251.0,63,0,-10
2022-01-28,@ Air Force,0,1,0,0,Wyoming vs. Air Force,Air Force,264.0,61,Wyoming,54.0,63,0,-2
2022-02-01,@ Utah State,0,1,0,0,Air Force vs. Utah State,Utah State,40.0,73,Air Force,204.0,46,1,27
2022-02-05,@ Air Force,0,1,0,0,New Mexico vs. Air Force,Air Force,204.0,77,New Mexico,71.0,91,0,-14
2022-02-08,@ UNLV,0,1,0,0,Air Force vs. UNLV,UNLV,163.0,78,Air Force,221.0,44,1,34
2022-02-12,@ San Diego State,0,1,0,0,Air Force vs. San Diego State,San Diego State,68.0,76,Air Force,209.0,64,1,12
2022-02-16,@ Air Force,0,1,0,0,Boise State vs. Air Force,Air Force,208.0,59,Boise State,57.0,85,0,-26
2022-02-19,@ Wyoming,0,1,0,0,Air Force vs. Wyoming,Wyoming,60.0,75,Air Force,182.0,67,1,8
2022-02-22,@ Air Force,0,1,0,0,Fresno State vs. Air Force,Air Force,152.0,40,Fresno State,154.0,65,0,-25
2022-02-26,@ New Mexico,0,1,0,0,Air Force vs. New Mexico,New Mexico,82.0,69,Air Force,204.0,65,1,4
2022-03-01,@ Air Force,0,1,0,0,San Jose State vs. Air Force,Air Force,239.0,58,San Jose State,320.0,54,1,4
2022-03-09,Neutral,1,0,1,0,Air Force vs. Utah State,Utah State,61.0,83,Air Force,245.0,56,1,27
2021-11-22,Neutral,1,0,0,0,Fordham vs. Akron,Akron,125.0,43,Fordham,176.0,63,0,-20
2021-11-23,Neutral,1,0,0,0,Akron vs. Appalachian State,Appalachian State,142.0,57,Akron,188.0,45,1,12
2021-11-24,Neutral,1,0,0,0,Akron vs. Evansville,Evansville,200.0,60,Akron,326.0,69,0,-9
2021-12-01,@ Akron,0,0,0,0,Marshall vs. Akron,Akron,325.0,88,Marshall,217.0,86,1,2
2021-12-04,@ Akron,0,0,0,0,Southern vs. Akron,Akron,208.0,79,Southern,282.0,62,1,17
2021-12-12,@ Akron,0,0,0,0,Florida A&M vs. Akron,Akron,132.0,73,Florida A&M,280.0,66,1,7
2021-12-15,@ Wright State,0,0,0,0,Akron vs. Wright State,Wright State,166.0,48,Akron,182.0,66,0,-18
2022-01-01,@ Akron,0,1,0,0,Buffalo vs. Akron,Akron,241.0,88,Buffalo,103.0,76,1,12
2022-01-04,@ Akron,0,1,0,0,Ohio vs. Akron,Akron,211.0,63,Ohio,173.0,69,0,-6
2022-01-11,@ Akron,0,1,0,0,Ball State vs. Akron,Akron,206.0,84,Ball State,255.0,74,1,10
2022-01-14,@ Kent State,0,1,0,0,Akron vs. Kent State,Kent State,229.0,67,Akron,201.0,55,1,12
2022-01-18,@ Akron,0,1,0,0,Western Michigan vs. Akron,Akron,219.0,74,Western Michigan,316.0,73,1,1
2022-01-20,@ Bowling Green,0,1,0,0,Akron vs. Bowling Green,Bowling Green,147.0,66,Akron,236.0,91,0,-25
2022-01-22,@ Akron,0,1,0,0,Eastern Michigan vs. Akron,Akron,275.0,46,Eastern Michigan,271.0,44,1,2
2022-01-25,@ Central Michigan,0,1,0,0,Akron vs. Central Michigan,Central Michigan,313.0,56,Akron,267.0,60,0,-4
2022-01-28,@ Toledo,0,1,0,0,Akron vs. Toledo,Toledo,117.0,84,Akron,277.0,76,1,8
2022-02-04,@ Akron,0,1,0,0,Miami (OH) vs. Akron,Akron,214.0,66,Miami (OH),226.0,55,1,11
2022-02-06,@ Miami (OH),0,1,0,0,Akron vs. Miami (OH),Miami (OH),207.0,59,Akron,218.0,71,0,-12
2022-02-08,@ Northern Illinois,0,1,0,0,Akron vs. Northern Illinois,Northern Illinois,295.0,64,Akron,214.0,70,0,-6
2022-02-11,@ Akron,0,1,0,0,Kent State vs. Akron,Akron,210.0,64,Kent State,187.0,66,0,-2
2022-02-15,@ Western Michigan,0,1,0,0,Akron vs. Western Michigan,Western Michigan,330.0,61,Akron,177.0,57,1,4
2022-02-17,@ Akron,0,1,0,0,Northern Illinois vs. Akron,Akron,184.0,63,Northern Illinois,293.0,66,0,-3
2022-02-19,@ Eastern Michigan,0,1,0,0,Akron vs. Eastern Michigan,Eastern Michigan,261.0,48,Akron,218.0,67,0,-19
2022-02-22,@ Akron,0,1,0,0,Bowling Green vs. Akron,Akron,249.0,82,Bowling Green,237.0,68,1,14
2022-02-25,@ Ohio,0,1,0,0,Akron vs. Ohio,Ohio,152.0,83,Akron,232.0,91,0,-8
2022-03-01,@ Ball State,0,1,0,0,Akron vs. Ball State,Ball State,266.0,60,Akron,229.0,79,0,-19
2022-03-04,@ Akron,0,1,0,0,Central Michigan vs. Akron,Akron,220.0,57,Central Michigan,261.0,56,1,1
2022-03-10,Neutral,1,0,1,0,Akron vs. Buffalo,Buffalo,173.0,68,Akron,250.0,70,0,-2
2022-03-11,Neutral,1,0,1,0,Akron vs. Toledo,Toledo,130.0,62,Akron,236.0,70,0,-8
2022-03-12,Neutral,1,0,1,0,Akron vs. Kent State,Kent State,128.0,55,Akron,202.0,75,0,-20
2022-03-17,Neutral,1,0,1,1,Akron vs. UCLA,UCLA,12.0,57,Akron,170.0,53,1,4
2021-11-12,@ Alabama,0,0,0,0,South Dakota State vs. Alabama,Alabama,245.0,104,South Dakota State,214.0,88,1,16
2021-11-16,@ Alabama,0,0,0,0,South Alabama vs. Alabama,Alabama,28.0,73,South Alabama,183.0,68,1,5
2021-11-19,@ Alabama,0,0,0,0,Oakland vs. Alabama,Alabama,30.0,86,Oakland,14.0,59,1,27
2021-11-25,Neutral,1,0,0,0,Iona vs. Alabama,Alabama,1.0,68,Iona,72.0,72,0,-4
2021-11-26,Neutral,1,0,0,0,Drake vs. Alabama,Alabama,1.0,80,Drake,194.0,71,1,9
2021-11-28,Neutral,1,0,0,0,Miami (FL) vs. Alabama,Alabama,9.0,96,Miami (FL),189.0,64,1,32
2021-12-04,Neutral,1,0,0,0,Gonzaga vs. Alabama,Alabama,11.0,91,Gonzaga,51.0,82,1,9
2021-12-11,@ Alabama,0,0,0,0,Houston vs. Alabama,Alabama,3.0,83,Houston,4.0,82,1,1
2021-12-14,@ Memphis,0,0,0,0,Alabama vs. Memphis,Memphis,23.0,92,Alabama,1.0,78,1,14
2021-12-18,@ Alabama,0,0,0,0,Jacksonville State vs. Alabama,Alabama,1.0,65,Jacksonville State,192.0,59,1,6
2021-12-21,Neutral,1,0,0,0,Davidson vs. Alabama,Alabama,1.0,78,Davidson,61.0,79,0,-1
2021-12-29,@ Alabama,0,1,0,0,Tennessee vs. Alabama,Alabama,5.0,73,Tennessee,1.0,68,1,5
2022-01-05,@ Florida,0,1,0,0,Alabama vs. Florida,Florida,51.0,70,Alabama,2.0,83,0,-13
2022-01-08,@ Missouri,0,1,0,0,Alabama vs. Missouri,Missouri,213.0,92,Alabama,1.0,86,1,6
2022-01-11,@ Alabama,0,1,0,0,Auburn vs. Alabama,Alabama,4.0,77,Auburn,7.0,81,0,-4
2022-01-15,@ Mississippi State,0,1,0,0,Alabama vs. Mississippi State,Mississippi State,25.0,78,Alabama,4.0,76,1,2
2022-01-19,@ Alabama,0,1,0,0,LSU vs. Alabama,Alabama,3.0,70,LSU,2.0,67,1,3
2022-01-22,@ Alabama,0,1,0,0,Missouri vs. Alabama,Alabama,2.0,86,Missouri,169.0,76,1,10
2022-01-25,@ Georgia,0,1,0,0,Alabama vs. Georgia,Georgia,116.0,82,Alabama,3.0,76,1,6
2022-01-29,@ Alabama,0,0,0,0,Baylor vs. Alabama,Alabama,2.0,87,Baylor,8.0,78,1,9
2022-02-01,@ Auburn,0,1,0,0,Alabama vs. Auburn,Auburn,15.0,100,Alabama,6.0,81,1,19
2022-02-05,@ Alabama,0,1,0,0,Kentucky vs. Alabama,Alabama,4.0,55,Kentucky,8.0,66,0,-11
2022-02-09,@ Ole Miss,0,1,0,0,Alabama vs. Ole Miss,Ole Miss,58.0,83,Alabama,4.0,97,0,-14
2022-02-12,@ Alabama,0,1,0,0,Arkansas vs. Alabama,Alabama,2.0,68,Arkansas,38.0,67,1,1
2022-02-16,@ Alabama,0,1,0,0,Mississippi State vs. Alabama,Alabama,4.0,80,Mississippi State,26.0,75,1,5
2022-02-19,@ Kentucky,0,1,0,0,Alabama vs. Kentucky,Kentucky,4.0,90,Alabama,2.0,81,1,9
2022-02-22,@ Vanderbilt,0,1,0,0,Alabama vs. Vanderbilt,Vanderbilt,71.0,72,Alabama,2.0,74,0,-2
2022-02-26,@ Alabama,0,1,0,0,South Carolina vs. Alabama,Alabama,3.0,90,South Carolina,85.0,71,1,19
2022-03-02,@ Alabama,0,1,0,0,Texas A&M vs. Alabama,Alabama,2.0,71,Texas A&M,102.0,87,0,-16
2022-03-05,@ LSU,0,1,0,0,Alabama vs. LSU,LSU,11.0,80,Alabama,3.0,77,1,3
2022-03-10,Neutral,1,0,1,0,Vanderbilt vs. Alabama,Alabama,3.0,76,Vanderbilt,65.0,82,0,-6
2022-03-18,Neutral,1,0,1,1,Notre Dame vs. Alabama,Alabama,4.0,64,Notre Dame,63.0,78,0,-14
2021-11-13,@ Jacksonville State,0,0,0,0,Alabama A&M vs. Jacksonville State,Jacksonville State,145.0,70,Alabama A&M,231.0,47,1,23
2021-11-16,@ Cincinnati,0,0,0,0,Alabama A&M vs. Cincinnati,Cincinnati,259.0,89,Alabama A&M,297.0,66,1,23
2021-11-21,@ UAB,0,0,0,0,Alabama A&M vs. UAB,UAB,145.0,86,Alabama A&M,65.0,41,1,45
2021-11-24,@ Western Kentucky,0,0,0,0,Alabama A&M vs. Western Kentucky,Western Kentucky,129.0,88,Alabama A&M,258.0,62,1,26
2021-12-08,@ North Alabama,0,0,0,0,Alabama A&M vs. North Alabama,North Alabama,341.0,56,Alabama A&M,328.0,45,1,11
2021-12-11,@ Samford,0,0,0,0,Alabama A&M vs. Samford,Samford,351.0,52,Alabama A&M,327.0,50,1,2
2021-12-14,@ Troy,0,0,0,0,Alabama A&M vs. Troy,Troy,324.0,66,Alabama A&M,291.0,57,1,9
2021-12-18,@ Indiana State,0,0,0,0,Alabama A&M vs. Indiana State,Indiana State,245.0,67,Alabama A&M,309.0,43,1,24
2021-12-30,@ Lipscomb,0,0,0,0,Alabama A&M vs. Lipscomb,Lipscomb,297.0,66,Alabama A&M,309.0,63,1,3
2022-01-03,@ Arkansas-Pine Bluff,0,1,0,0,Alabama A&M vs. Arkansas-Pine Bluff,Arkansas-Pine Bluff,217.0,50,Alabama A&M,302.0,70,0,-20
2022-01-05,@ Mississippi Valley State,0,1,0,0,Alabama A&M vs. Mississippi Valley State,Mississippi Valley State,288.0,67,Alabama A&M,292.0,72,0,-5
2022-01-08,@ Alabama A&M,0,1,0,0,Alcorn State vs. Alabama A&M,Alabama A&M,324.0,71,Alcorn State,146.0,78,0,-7
2022-01-10,@ Alabama A&M,0,1,0,0,Jackson State vs. Alabama A&M,Alabama A&M,326.0,60,Jackson State,255.0,58,1,2
2022-01-15,@ Alabama State,0,1,0,0,Alabama A&M vs. Alabama State,Alabama State,251.0,59,Alabama A&M,321.0,55,1,4
2022-01-22,@ Texas Southern,0,1,0,0,Alabama A&M vs. Texas Southern,Texas Southern,344.0,78,Alabama A&M,338.0,44,1,34
2022-01-24,@ Prairie View A&M,0,1,0,0,Alabama A&M vs. Prairie View A&M,Prairie View A&M,314.0,72,Alabama A&M,346.0,48,1,24
2022-01-29,@ Alabama A&M,0,1,0,0,Florida A&M vs. Alabama A&M,Alabama A&M,341.0,60,Florida A&M,351.0,65,0,-5
2022-01-31,@ Alabama A&M,0,1,0,0,Bethune-Cookman vs. Alabama A&M,Alabama A&M,338.0,67,Bethune-Cookman,349.0,52,1,15
2022-02-05,@ Southern,0,1,0,0,Alabama A&M vs. Southern,Southern,254.0,73,Alabama A&M,344.0,64,1,9
2022-02-07,@ Grambling State,0,1,0,0,Alabama A&M vs. Grambling State,Grambling State,319.0,58,Alabama A&M,323.0,50,1,8
2022-02-12,@ Alabama A&M,0,1,0,0,Mississippi Valley State vs. Alabama A&M,Alabama A&M,330.0,94,Mississippi Valley State,348.0,92,1,2
2022-02-14,@ Alabama A&M,0,1,0,0,Arkansas-Pine Bluff vs. Alabama A&M,Alabama A&M,335.0,74,Arkansas-Pine Bluff,354.0,69,1,5
2022-02-19,@ Bethune-Cookman,0,1,0,0,Alabama A&M vs. Bethune-Cookman,Bethune-Cookman,347.0,60,Alabama A&M,340.0,62,0,-2
2022-02-21,@ Florida A&M,0,1,0,0,Alabama A&M vs. Florida A&M,Florida A&M,348.0,63,Alabama A&M,340.0,71,0,-8
2022-02-26,@ Alabama A&M,0,1,0,0,Alabama State vs. Alabama A&M,Alabama A&M,341.0,80,Alabama State,342.0,65,1,15
2022-03-03,@ Alabama A&M,0,1,0,0,Grambling State vs. Alabama A&M,Alabama A&M,341.0,71,Grambling State,281.0,63,1,8
2022-03-05,@ Alabama A&M,0,1,0,0,Southern vs. Alabama A&M,Alabama A&M,340.0,49,Southern,241.0,50,0,-1
2022-03-10,Neutral,1,0,1,0,Florida A&M vs. Alabama A&M,Alabama A&M,343.0,61,Florida A&M,354.0,56,1,5
2022-03-11,Neutral,1,0,1,0,Alabama A&M vs. Alcorn State,Alcorn State,270.0,69,Alabama A&M,338.0,64,1,5
2021-11-10,@ Vanderbilt,0,0,0,0,Alabama State vs. Vanderbilt,Vanderbilt,216.0,91,Alabama State,106.0,72,1,19
2021-11-13,@ Missouri State,0,0,0,0,Alabama State vs. Missouri State,Missouri State,178.0,78,Alabama State,125.0,60,1,18
2021-11-16,@ Iowa State,0,0,0,0,Alabama State vs. Iowa State,Iowa State,21.0,68,Alabama State,180.0,60,1,8
2021-11-18,@ Iowa,0,0,0,0,Alabama State vs. Iowa,Iowa,26.0,108,Alabama State,153.0,82,1,26
2021-11-20,@ Alabama State,0,0,0,0,North Carolina Central vs. Alabama State,Alabama State,75.0,80,North Carolina Central,180.0,74,1,6
2021-11-28,@ Alabama State,0,0,0,0,North Alabama vs. Alabama State,Alabama State,44.0,69,North Alabama,91.0,81,0,-12
2021-12-01,@ Dayton,0,0,0,0,Alabama State vs. Dayton,Dayton,177.0,93,Alabama State,93.0,54,1,39
2021-12-08,@ Alabama State,0,0,0,0,Samford vs. Alabama State,Alabama State,138.0,64,Samford,352.0,74,0,-10
2021-12-11,@ Pepperdine,0,0,0,0,Alabama State vs. Pepperdine,Pepperdine,181.0,79,Alabama State,119.0,62,1,17
2021-12-22,@ Texas,0,0,0,0,Alabama State vs. Texas,Texas,16.0,68,Alabama State,149.0,48,1,20
2021-12-28,@ Texas Tech,0,0,0,0,Alabama State vs. Texas Tech,Texas Tech,58.0,75,Alabama State,126.0,53,1,22
2022-01-03,@ Mississippi Valley State,0,1,0,0,Alabama State vs. Mississippi Valley State,Mississippi Valley State,259.0,75,Alabama State,173.0,84,0,-9
2022-01-05,@ Arkansas-Pine Bluff,0,1,0,0,Alabama State vs. Arkansas-Pine Bluff,Arkansas-Pine Bluff,290.0,70,Alabama State,165.0,68,1,2
2022-01-08,@ Alabama State,0,1,0,0,Jackson State vs. Alabama State,Alabama State,221.0,72,Jackson State,192.0,57,1,15
2022-01-10,@ Alabama State,0,1,0,0,Alcorn State vs. Alabama State,Alabama State,214.0,60,Alcorn State,180.0,70,0,-10
2022-01-22,@ Prairie View A&M,0,1,0,0,Alabama State vs. Prairie View A&M,Prairie View A&M,312.0,70,Alabama State,283.0,67,1,3
2022-01-24,@ Texas Southern,0,1,0,0,Alabama State vs. Texas Southern,Texas Southern,334.0,73,Alabama State,279.0,66,1,7
2022-01-29,@ Alabama State,0,1,0,0,Bethune-Cookman vs. Alabama State,Alabama State,284.0,79,Bethune-Cookman,344.0,73,1,6
2022-01-31,@ Alabama State,0,1,0,0,Florida A&M vs. Alabama State,Alabama State,309.0,65,Florida A&M,354.0,66,0,-1
2022-02-05,@ Grambling State,0,1,0,0,Alabama State vs. Grambling State,Grambling State,316.0,72,Alabama State,323.0,80,0,-8
2022-02-07,@ Southern,0,1,0,0,Alabama State vs. Southern,Southern,224.0,72,Alabama State,304.0,58,1,14
2022-02-12,@ Alabama State,0,1,0,0,Arkansas-Pine Bluff vs. Alabama State,Alabama State,314.0,70,Arkansas-Pine Bluff,354.0,75,0,-5
2022-02-14,@ Alabama State,0,1,0,0,Mississippi Valley State vs. Alabama State,Alabama State,321.0,71,Mississippi Valley State,353.0,85,0,-14
2022-02-19,@ Florida A&M,0,1,0,0,Alabama State vs. Florida A&M,Florida A&M,349.0,86,Alabama State,339.0,83,1,3
2022-02-21,@ Bethune-Cookman,0,1,0,0,Alabama State vs. Bethune-Cookman,Bethune-Cookman,345.0,78,Alabama State,339.0,89,0,-11
2022-03-03,@ Alabama State,0,1,0,0,Southern vs. Alabama State,Alabama State,348.0,77,Southern,235.0,67,1,10
2022-03-05,@ Alabama State,0,1,0,0,Grambling State vs. Alabama State,Alabama State,345.0,78,Grambling State,323.0,75,1,3
2021-11-13,@ La Salle,0,0,0,0,Albany (NY) vs. La Salle,La Salle,291.0,67,Albany (NY),68.0,64,1,3
2021-11-17,@ Albany (NY),0,0,0,0,Harvard vs. Albany (NY),Albany (NY),181.0,53,Harvard,201.0,60,0,-7
2021-11-20,@ Eastern Kentucky,0,0,0,0,Albany (NY) vs. Eastern Kentucky,Eastern Kentucky,183.0,77,Albany (NY),235.0,64,1,13
2021-11-22,@ Kentucky,0,0,0,0,Albany (NY) vs. Kentucky,Kentucky,99.0,86,Albany (NY),183.0,61,1,25
2021-11-24,Neutral,1,0,0,0,Eastern Illinois vs. Albany (NY),Albany (NY),131.0,64,Eastern Illinois,284.0,62,1,2
2021-12-01,@ Kansas State,0,0,0,0,Albany (NY) vs. Kansas State,Kansas State,238.0,71,Albany (NY),174.0,43,1,28
2021-12-07,@ Yale,0,0,0,0,Albany (NY) vs. Yale,Yale,228.0,71,Albany (NY),225.0,52,1,19
2021-12-11,@ Albany (NY),0,0,0,0,Columbia vs. Albany (NY),Albany (NY),234.0,60,Columbia,343.0,59,1,1
2021-12-13,@ Boston College,0,0,0,0,Albany (NY) vs. Boston College,Boston College,98.0,57,Albany (NY),301.0,61,0,-4
2021-12-18,Neutral,1,0,0,0,Albany (NY) vs. Niagara,Niagara,224.0,66,Albany (NY),283.0,58,1,8
2021-12-21,@ Lehigh,0,0,0,0,Albany (NY) vs. Lehigh,Lehigh,326.0,52,Albany (NY),280.0,68,0,-16
2022-01-06,@ Albany (NY),0,1,0,0,Binghamton vs. Albany (NY),Albany (NY),264.0,79,Binghamton,333.0,88,0,-9
2022-01-08,@ New Hampshire,0,1,0,0,Albany (NY) vs. New Hampshire,New Hampshire,170.0,64,Albany (NY),271.0,62,1,2
2022-01-15,@ Albany (NY),0,1,0,0,NJIT vs. Albany (NY),Albany (NY),258.0,71,NJIT,322.0,56,1,15
2022-01-19,@ UMBC,0,1,0,0,Albany (NY) vs. UMBC,UMBC,271.0,54,Albany (NY),245.0,66,0,-12
2022-01-22,@ Albany (NY),0,1,0,0,Stony Brook vs. Albany (NY),Albany (NY),268.0,75,Stony Brook,263.0,86,0,-11
2022-01-29,@ NJIT,0,1,0,0,Albany (NY) vs. NJIT,NJIT,349.0,53,Albany (NY),306.0,64,0,-11
2022-01-31,@ Vermont,0,1,0,0,Albany (NY) vs. Vermont,Vermont,83.0,73,Albany (NY),290.0,61,1,12
2022-02-02,@ Albany (NY),0,1,0,0,UMBC vs. Albany (NY),Albany (NY),296.0,53,UMBC,292.0,59,0,-6
2022-02-05,@ Hartford,0,1,0,0,Albany (NY) vs. Hartford,Hartford,203.0,52,Albany (NY),289.0,71,0,-19
2022-02-09,@ Albany (NY),0,1,0,0,Maine vs. Albany (NY),Albany (NY),285.0,63,Maine,352.0,73,0,-10
2022-02-12,@ Albany (NY),0,1,0,0,Vermont vs. Albany (NY),Albany (NY),281.0,63,Vermont,47.0,76,0,-13
2022-02-16,@ Binghamton,0,1,0,0,Albany (NY) vs. Binghamton,Binghamton,303.0,67,Albany (NY),295.0,68,0,-1
2022-02-19,@ Albany (NY),0,1,0,0,New Hampshire vs. Albany (NY),Albany (NY),293.0,70,New Hampshire,199.0,65,1,5
2022-02-23,@ Maine,0,1,0,0,Albany (NY) vs. Maine,Maine,341.0,68,Albany (NY),308.0,72,0,-4
2022-02-26,@ Stony Brook,0,1,0,0,Albany (NY) vs. Stony Brook,Stony Brook,247.0,66,Albany (NY),266.0,50,1,16
2022-03-01,@ Albany (NY),0,1,0,0,Hartford vs. Albany (NY),Albany (NY),279.0,55,Hartford,156.0,67,0,-12
2022-03-06,@ Hartford,0,0,1,0,Albany (NY) vs. Hartford,Hartford,147.0,61,Albany (NY),290.0,49,1,12
2021-11-10,@ Seattle,0,0,0,0,Alcorn State vs. Seattle,Seattle,216.0,69,Alcorn State,21.0,66,1,3
2021-11-13,@ Portland,0,0,0,0,Alcorn State vs. Portland,Portland,222.0,62,Alcorn State,184.0,58,1,4
2021-11-15,@ Gonzaga,0,0,0,0,Alcorn State vs. Gonzaga,Gonzaga,10.0,84,Alcorn State,202.0,57,1,27
2021-11-26,@ Southern Illinois,0,0,0,0,Alcorn State vs. Southern Illinois,Southern Illinois,73.0,62,Alcorn State,14.0,59,1,3
2021-11-28,@ Milwaukee,0,0,0,0,Alcorn State vs. Milwaukee,Milwaukee,162.0,57,Alcorn State,46.0,61,0,-4
2021-12-04,@ Tulane,0,0,0,0,Alcorn State vs. Tulane,Tulane,218.0,85,Alcorn State,71.0,64,1,21
