Aw_Tm,Aw_W,Aw_Wpct,Aw_Poss,Aw_OppPoss,Aw_OffEff,Aw_ShootEff,Aw_DefEff,Aw_OppShootEff,Aw_TmLuckW,Aw_Pts,Aw_OppPts,Aw_FGpct,Aw_3Ppct,Aw_FTpct,Aw_ORB,Aw_TRB,Aw_AST,Aw_STL,Aw_BLK,Aw_TOV,Aw_PF,Aw_OppFGpct,Aw_Opp3Ppct,Aw_OppFTpct,Aw_OppORB,Aw_OppTRB,Aw_OppAST,Aw_OppSTL,Aw_OppBLK,Aw_OppTOV,Aw_OppPF,Aw_TmLuck,Game Date,Hm_Tm,Hm_W,Hm_Wpct,Hm_Poss,Hm_OppPoss,Hm_OffEff,Hm_ShootEff,Hm_DefEff,Hm_OppShootEff,Hm_TmLuckW,Hm_Pts,Hm_OppPts,Hm_FGpct,Hm_3Ppct,Hm_FTpct,Hm_ORB,Hm_TRB,Hm_AST,Hm_STL,Hm_BLK,Hm_TOV,Hm_PF,Hm_OppFGpct,Hm_Opp3Ppct,Hm_OppFTpct,Hm_OppORB,Hm_OppTRB,Hm_OppAST,Hm_OppSTL,Hm_OppBLK,Hm_OppTOV,Hm_OppPF,Hm_TmLuck,Matchup,Home Team,Away Team,Home W,Home Pt Diff
Abilene Christian,1.0,1.0,69.36393939393939,69.1658064516129,92.26696257333957,0.5,85.30226571026147,0.45535714285714285,0.70143262139452,64.0,59.0,0.456,0.278,0.636,7.0,32.0,13.0,4.0,1.0,15.0,18.0,0.456,0.278,0.636,7.0,32.0,13.0,4.0,1.0,15.0,18.0,0.29856737860548,2023-11-10,NC State,1.0,1.0,68.47135135135134,67.75200000000001,105.15346722243275,0.5230769230769231,87.082300153501,0.4339622641509434,0.8900107677279422,72.0,59.0,0.446,0.357,0.571,8.0,36.0,19.0,9.0,5.0,9.0,20.0,0.446,0.357,0.571,8.0,36.0,19.0,9.0,5.0,9.0,20.0,0.10998923227205781,Abilene Christian vs. NC State,NC State,Abilene Christian,1,20
Prairie View,1.0,0.3333333333333333,78.85818181818182,73.65666666666667,87.62287942262226,0.38461538461538464,96.39317554419152,0.49019607843137253,1.17564479750021,65.0,71.0,0.354,0.2,0.714,14.0,34.0,8.0,10.0,2.0,15.0,21.0,0.354,0.2,0.714,14.0,34.0,8.0,10.0,2.0,15.0,21.0,-0.17564479750021,2023-11-14,Abilene Christian,1.0,0.5,66.38391414141414,67.26227822580644,96.60357162462662,0.4473684210526316,106.911847755584,0.48574308755760365,0.7558404141595506,64.0,71.5,0.40349999999999997,0.28600000000000003,0.6699999999999999,10.5,33.0,12.5,4.0,2.0,13.0,18.5,0.40349999999999997,0.28600000000000003,0.6699999999999999,10.5,33.0,12.5,4.0,2.0,13.0,18.5,0.2441595858404494,Prairie View vs. Abilene Christian,Abilene Christian,Prairie View,0,-5
San Jose State,2.0,0.6666666666666666,68.21896551724137,73.552,105.54249753582532,0.53,89.92642383504405,0.43636363636363634,1.815421144582506,72.0,64.0,0.46,0.333,0.75,9.0,29.0,13.0,7.0,5.0,14.0,16.0,0.46,0.333,0.75,9.0,29.0,13.0,7.0,5.0,14.0,16.0,0.18457885541749408,2023-11-17,Abilene Christian,1.0,0.3333333333333333,69.36393939393939,68.3351724137931,100.94018067591368,0.425,115.60664473285833,0.46938775510204084,1.0906483062192307,64.0,79.0,0.383,0.278,0.704,13.0,34.0,12.0,4.0,1.0,14.0,19.0,0.383,0.278,0.704,13.0,34.0,12.0,4.0,1.0,14.0,19.0,-0.0906483062192307,San Jose State vs. Abilene Christian,Abilene Christian,San Jose State,1,6
Fordham,2.0,0.6666666666666666,69.634375,72.24,104.83328097652918,0.4918032786885246,96.6086343966992,0.41935483870967744,1.8612965572807951,73.0,64.0,0.426,0.304,0.56,10.0,37.0,14.0,7.0,5.0,14.0,23.0,0.426,0.304,0.56,10.0,37.0,14.0,7.0,5.0,14.0,23.0,0.13870344271920487,2023-11-19,Abilene Christian,2.0,0.5,68.02348484848486,66.84696120689654,101.5727099226905,0.45402542372881355,116.15143873394013,0.4927583936800527,1.7915967227973233,69.0,75.0,0.40349999999999997,0.28600000000000003,0.7364999999999999,10.0,33.0,12.5,4.0,2.0,12.5,18.5,0.40349999999999997,0.28600000000000003,0.7364999999999999,10.0,33.0,12.5,4.0,2.0,12.5,18.5,0.2084032772026767,Fordham vs. Abilene Christian,Abilene Christian,Fordham,1,14
Abilene Christian,3.0,0.6,66.6830303030303,65.35874999999999,100.94018067591368,0.42727272727272725,115.60664473285833,0.46938775510204084,2.7366141461760667,64.0,71.0,0.4,0.278,0.706,7.0,32.0,12.0,4.0,1.0,11.0,19.0,0.4,0.278,0.706,7.0,32.0,12.0,4.0,1.0,11.0,19.0,0.2633858538239333,2023-11-20,Missouri State,3.0,0.75,62.40909090909091,66.47340909090909,104.0999349397645,0.4853479853479854,96.12699633363565,0.4141865079365079,2.590321715360741,64.5,64.0,0.415,0.34650000000000003,0.6114999999999999,7.5,39.5,13.5,4.5,5.5,12.5,17.5,0.415,0.34650000000000003,0.6114999999999999,7.5,39.5,13.5,4.5,5.5,12.5,17.5,0.4096782846392588,Abilene Christian vs. Missouri State,Missouri State,Abilene Christian,1,18
Abilene Christian,3.0,0.5,68.02348484848486,66.84696120689654,97.37872802349523,0.4551617873651772,116.15143873394013,0.4927583936800527,2.817236801544807,66.5,75.0,0.41200000000000003,0.28600000000000003,0.705,7.0,30.5,12.0,6.0,1.5,11.5,19.0,0.41200000000000003,0.28600000000000003,0.705,7.0,30.5,12.0,6.0,1.5,11.5,19.0,0.18276319845519318,2023-11-29,UT Arlington,3.0,0.5,68.36766774891774,71.51884848484848,113.9098402162703,0.4772727272727273,106.01850468245743,0.47503607503607503,3.1793138103220375,77.5,72.0,0.447,0.31100000000000005,0.7275,14.5,43.5,14.5,4.5,3.0,13.0,17.5,0.447,0.31100000000000005,0.7275,14.5,43.5,14.5,4.5,3.0,13.0,17.5,-0.17931381032203753,Abilene Christian vs. UT Arlington,UT Arlington,Abilene Christian,1,15
Stephen F. Austin,4.0,0.5714285714285714,73.34666666666666,69.79961538461538,115.83858653522692,0.5423728813559322,98.61377692471744,0.4537037037037037,4.420083718174463,86.0,68.0,0.475,0.357,0.75,9.0,30.0,14.0,9.0,4.0,17.0,19.0,0.475,0.357,0.75,9.0,30.0,14.0,9.0,4.0,17.0,19.0,-0.420083718174463,2023-12-02,Abilene Christian,3.0,0.42857142857142855,69.36393939393939,68.3351724137931,98.52146035695488,0.4830508474576271,116.69623273502192,0.5161290322580645,2.935132716397539,69.0,79.0,0.424,0.294,0.704,7.0,29.0,12.0,8.0,1.0,12.0,19.0,0.424,0.294,0.704,7.0,29.0,12.0,8.0,1.0,12.0,19.0,0.06486728360246108,Stephen F. Austin vs. Abilene Christian,Abilene Christian,Stephen F. Austin,0,-5
Northern Arizona,3.0,0.375,70.34290322580645,69.77092592592592,87.48640433776839,0.4651771956856703,99.86734580833482,0.501497454327643,2.8559759464683996,61.5,70.0,0.421,0.2735,0.578,6.0,29.5,13.0,6.0,3.5,12.5,21.0,0.421,0.2735,0.578,6.0,29.5,13.0,6.0,3.5,12.5,21.0,0.14402405353160042,2023-12-06,Abilene Christian,3.0,0.375,70.71472831765935,68.750489432703,96.16936786401584,0.4551617873651772,116.15143873394013,0.5203595980962454,3.269940608457219,70.0,79.0,0.41200000000000003,0.28600000000000003,0.705,6.5,28.0,12.0,9.5,1.5,13.0,20.5,0.41200000000000003,0.28600000000000003,0.705,6.5,28.0,12.0,9.5,1.5,13.0,20.5,-0.2699406084572189,Northern Arizona vs. Abilene Christian,Abilene Christian,Northern Arizona,0,-2
UTEP,6.0,0.6,70.55111111111111,69.46228571428571,106.98231197468652,0.4935671722643553,94.27015594205224,0.4576620121732904,5.918172213336284,73.0,69.0,0.444,0.28600000000000003,0.6755,9.5,33.0,15.5,10.5,3.0,14.5,20.0,0.444,0.28600000000000003,0.6755,9.5,33.0,15.5,10.5,3.0,14.5,20.0,0.08182778666371604,2023-12-17,Abilene Christian,4.0,0.4,72.23442528735632,69.55956989247312,99.73082051643428,0.4551617873651772,109.59615105168812,0.5203595980962454,4.699187672785592,72.5,78.5,0.41200000000000003,0.28600000000000003,0.705,7.0,28.5,12.0,9.5,1.0,13.0,20.5,0.41200000000000003,0.28600000000000003,0.705,7.0,28.5,12.0,9.5,1.0,13.0,20.5,-0.6991876727855919,UTEP vs. Abilene Christian,Abilene Christian,UTEP,1,6
Abilene Christian,5.0,0.45454545454545453,72.40333333333334,69.95333333333333,100.94018067591368,0.4830508474576271,105.7078259489905,0.5161290322580645,5.376508053298252,74.0,79.0,0.424,0.294,0.706,7.0,29.0,12.0,8.0,1.0,14.0,22.0,0.424,0.294,0.706,7.0,29.0,12.0,8.0,1.0,14.0,22.0,-0.3765080532982523,2023-12-21,Arkansas,7.0,0.6363636363636364,70.41961538461538,70.39736842105263,112.32486345286155,0.5583333333333333,104.62763310665117,0.46923076923076923,6.378088320668617,79.0,77.0,0.491,0.389,0.714,6.0,33.0,11.0,4.0,6.0,11.0,21.0,0.491,0.389,0.714,6.0,33.0,11.0,4.0,6.0,11.0,21.0,0.621911679331383,Abilene Christian vs. Arkansas,Arkansas,Abilene Christian,1,10
Abilene Christian,5.0,0.4166666666666667,72.94779166666667,70.1448484848485,99.73082051643428,0.4551617873651772,109.30689716085811,0.5203595980962454,5.582705224725017,73.5,79.0,0.41200000000000003,0.28600000000000003,0.705,7.0,29.5,12.5,9.0,1.0,13.0,21.5,0.41200000000000003,0.28600000000000003,0.705,7.0,29.5,12.5,9.0,1.0,13.0,21.5,-0.5827052247250171,2023-12-30,Western Kentucky,10.0,0.7692307692307693,76.1,76.41923076923077,104.13557944465256,0.49324324324324326,92.75048391556827,0.46774193548387094,8.430218842056073,79.0,71.0,0.439,0.29,0.69,10.0,38.0,14.0,7.0,3.0,12.0,20.0,0.439,0.29,0.69,10.0,38.0,14.0,7.0,3.0,12.0,20.0,1.5697811579439271,Abilene Christian vs. Western Kentucky,Western Kentucky,Abilene Christian,1,2
Texas-Rio Grande Valley,4.0,0.2857142857142857,74.49016666666667,74.78762867647059,100.21583279298883,0.4647386328487473,110.73313884824191,0.5082055421038472,4.64170042027882,75.5,77.5,0.4205,0.28600000000000003,0.69,8.5,28.0,13.0,9.0,3.0,15.0,19.5,0.4205,0.28600000000000003,0.69,8.5,28.0,13.0,9.0,3.0,15.0,19.5,-0.6417004202788199,2024-01-06,Abilene Christian,5.0,0.38461538461538464,73.49225000000001,70.33636363636364,100.94018067591368,0.4830508474576271,112.90596837272572,0.5245901639344263,6.021249972730399,74.0,79.0,0.424,0.294,0.706,7.0,30.0,13.0,8.0,1.0,12.0,21.0,0.424,0.294,0.706,7.0,30.0,13.0,8.0,1.0,12.0,21.0,-1.0212499727303994,Texas-Rio Grande Valley vs. Abilene Christian,Abilene Christian,Texas-Rio Grande Valley,1,2
Abilene Christian,6.0,0.42857142857142855,73.51973611111111,71.92443181818183,101.5727099226905,0.4830508474576271,109.30689716085811,0.5254529767040552,6.579322446947246,74.0,80.5,0.424,0.307,0.705,7.0,30.0,13.0,8.0,1.0,13.0,21.5,0.424,0.307,0.705,7.0,30.0,13.0,8.0,1.0,13.0,21.5,-0.5793224469472458,2024-01-11,Grand Canyon,14.0,0.9333333333333333,68.95,70.04249999999999,116.48862052949372,0.5462962962962963,96.31614357715324,0.46774193548387094,11.837111236521885,79.0,69.0,0.486,0.333,0.739,10.0,36.0,12.0,9.0,5.0,12.0,18.0,0.486,0.333,0.739,10.0,36.0,12.0,9.0,5.0,12.0,18.0,2.162888763478115,Abilene Christian vs. Grand Canyon,Grand Canyon,Abilene Christian,1,10
Abilene Christian,6.0,0.4,73.49225000000001,70.33636363636364,100.94018067591368,0.4830508474576271,106.65897953300664,0.5263157894736842,6.758135327145634,74.0,79.0,0.424,0.294,0.706,7.0,30.0,13.0,8.0,1.0,12.0,21.0,0.424,0.294,0.706,7.0,30.0,13.0,8.0,1.0,12.0,21.0,-0.7581353271456344,2024-01-13,California Baptist,9.0,0.5625,65.11350556438792,64.32583333333332,104.52957167283282,0.4591600529100529,98.77716771095064,0.46578947368421053,9.520537639110248,69.0,65.5,0.4015,0.28200000000000003,0.655,9.5,34.0,11.0,4.0,2.0,10.5,16.0,0.4015,0.28200000000000003,0.655,9.5,34.0,11.0,4.0,2.0,10.5,16.0,-0.5205376391102483,Abilene Christian vs. California Baptist,California Baptist,Abilene Christian,1,15
Abilene Christian,6.0,0.375,72.94779166666667,70.1448484848485,99.73082051643428,0.4551617873651772,108.57463354015547,0.5254529767040552,6.826202491910734,73.5,79.0,0.4155,0.28600000000000003,0.706,7.0,29.5,12.5,8.0,1.0,11.5,21.0,0.4155,0.28600000000000003,0.706,7.0,29.5,12.5,8.0,1.0,11.5,21.0,-0.8262024919107338,2024-01-18,Tarleton State,9.0,0.5625,64.97575757575757,63.95483870967742,111.68505469619983,0.4732142857142857,103.6358925641247,0.48148148148148145,7.809653233450446,66.0,66.0,0.446,0.278,0.737,10.0,29.0,13.0,8.0,3.0,10.0,18.0,0.446,0.278,0.737,10.0,29.0,13.0,8.0,3.0,10.0,18.0,1.1903467665495544,Abilene Christian vs. Tarleton State,Tarleton State,Abilene Christian,1,8
UT Arlington,9.0,0.5,69.15320346320345,70.90094043887146,109.87248724030879,0.5167832167832167,106.01850468245743,0.4916666666666667,9.143962717794016,75.5,74.0,0.435,0.3605,0.7264999999999999,10.0,31.0,14.5,6.0,4.0,15.0,17.5,0.435,0.3605,0.7264999999999999,10.0,31.0,14.5,6.0,4.0,15.0,17.5,-0.14396271779401637,2024-01-20,Abilene Christian,6.0,0.35294117647058826,72.40333333333334,69.95333333333333,100.94018067591368,0.4672131147540984,110.49028754730432,0.5263157894736842,7.072016515562934,73.0,79.0,0.407,0.294,0.706,7.0,30.0,13.0,8.0,1.0,11.0,21.0,0.407,0.294,0.706,7.0,30.0,13.0,8.0,1.0,11.0,21.0,-1.0720165155629342,UT Arlington vs. Abilene Christian,Abilene Christian,UT Arlington,1,11
Utah Tech,7.0,0.3888888888888889,70.16812499999999,71.54679316888046,98.99510026077007,0.5049019607843137,104.97531990026741,0.4819428066037736,6.907416247877666,70.0,75.0,0.441,0.3515,0.643,7.0,32.0,13.5,6.0,4.0,14.5,20.0,0.441,0.3515,0.643,7.0,32.0,13.5,6.0,4.0,14.5,20.0,0.0925837521223336,2024-01-25,Abilene Christian,7.0,0.3888888888888889,72.94779166666667,70.1448484848485,99.73082051643428,0.47513198110586274,108.57463354015547,0.5254529767040552,7.90349894921533,73.5,79.0,0.4155,0.307,0.707,7.0,30.0,12.5,8.0,1.0,11.5,21.0,0.4155,0.307,0.707,7.0,30.0,12.5,8.0,1.0,11.5,21.0,-0.9034989492153302,Utah Tech vs. Abilene Christian,Abilene Christian,Utah Tech,1,22
Southern Utah,7.0,0.3684210526315789,69.90444444444444,69.62208333333334,110.36539895600299,0.4732142857142857,107.35397999776926,0.5076923076923077,8.708614792822017,75.0,76.0,0.446,0.273,0.737,8.0,29.0,11.0,6.0,2.0,11.0,17.0,0.446,0.273,0.737,8.0,29.0,11.0,6.0,2.0,11.0,17.0,-1.7086147928220168,2024-01-27,Abilene Christian,8.0,0.42105263157894735,72.40333333333334,69.95333333333333,100.94018067591368,0.4830508474576271,106.65897953300664,0.5245901639344263,8.86723293290207,74.0,79.0,0.424,0.32,0.708,7.0,30.0,12.0,8.0,1.0,12.0,21.0,0.424,0.32,0.708,7.0,30.0,12.0,8.0,1.0,12.0,21.0,-0.8672329329020698,Southern Utah vs. Abilene Christian,Abilene Christian,Southern Utah,0,-15
Tarleton State,12.0,0.6,66.36470588235294,67.48470588235294,111.68505469619983,0.4732142857142857,104.40503432494279,0.509090909090909,10.51362510426418,70.0,68.0,0.452,0.278,0.737,10.0,33.0,13.0,8.0,3.0,10.0,18.0,0.452,0.278,0.737,10.0,33.0,13.0,8.0,3.0,10.0,18.0,1.4863748957358194,2024-02-01,Abilene Christian,8.0,0.4,72.23442528735632,69.66666666666666,99.81461825075698,0.47513198110586274,108.57463354015547,0.5254529767040552,8.974278629556755,73.5,79.0,0.424,0.307,0.707,7.5,30.0,12.0,8.0,1.5,12.0,21.5,0.424,0.307,0.707,7.5,30.0,12.0,8.0,1.5,12.0,21.5,-0.9742786295567551,Tarleton State vs. Abilene Christian,Abilene Christian,Tarleton State,0,-3
Abilene Christian,8.0,0.38095238095238093,72.06551724137931,69.95333333333333,100.94018067591368,0.4830508474576271,107.57761630650182,0.5245901639344263,9.370107397508233,73.0,79.0,0.424,0.313,0.706,7.0,30.0,12.0,8.0,2.0,12.0,21.0,0.424,0.313,0.706,7.0,30.0,12.0,8.0,2.0,12.0,21.0,-1.3701073975082334,2024-02-08,Seattle,13.0,0.5909090909090909,68.31253333333333,68.71235966735966,106.99996911797993,0.49046840958605664,100.03174780766923,0.4595827900912647,13.40813080491416,73.0,62.5,0.443,0.375,0.735,9.0,31.5,12.0,6.0,2.0,12.0,19.5,0.443,0.375,0.735,9.0,31.5,12.0,6.0,2.0,12.0,19.5,-0.4081308049141601,Abilene Christian vs. Seattle,Seattle,Abilene Christian,1,23
Abilene Christian,8.0,0.36363636363636365,71.83885237068966,69.66666666666666,99.81461825075698,0.47513198110586274,109.03395192690307,0.5203595980962454,9.391034394790346,73.0,78.5,0.424,0.3035,0.707,7.5,30.5,11.0,8.0,2.0,12.0,21.0,0.424,0.3035,0.707,7.5,30.5,11.0,8.0,2.0,12.0,21.0,-1.3910343947903456,2024-02-10,Utah Valley,9.0,0.391304347826087,68.41473684210527,69.7609756097561,97.90209790209788,0.4253731343283582,101.4379177049671,0.5,9.589776192155647,67.0,73.0,0.419,0.28,0.7,8.0,33.0,15.0,7.0,4.0,12.0,18.0,0.419,0.28,0.7,8.0,33.0,15.0,7.0,4.0,12.0,18.0,-0.5897761921556466,Abilene Christian vs. Utah Valley,Utah Valley,Abilene Christian,1,29
Abilene Christian,8.0,0.34782608695652173,71.6121875,69.38,98.68905582560026,0.4672131147540984,109.62821734985701,0.5245901639344263,9.396398072230037,73.0,78.0,0.424,0.294,0.708,8.0,30.0,12.0,8.0,2.0,12.0,21.0,0.424,0.294,0.708,8.0,30.0,12.0,8.0,2.0,12.0,21.0,-1.3963980722300366,2024-02-15,Texas-Rio Grande Valley,6.0,0.2608695652173913,74.23121951219512,75.08088235294119,100.85820466648786,0.4672131147540984,108.41035297734567,0.5142857142857142,7.397973710982872,75.0,79.0,0.426,0.3,0.69,8.0,28.0,13.0,9.0,3.0,14.0,18.0,0.426,0.3,0.69,8.0,28.0,13.0,9.0,3.0,14.0,18.0,-1.397973710982872,Abilene Christian vs. Texas-Rio Grande Valley,Texas-Rio Grande Valley,Abilene Christian,0,-8
Abilene Christian,9.0,0.375,71.83885237068966,69.66666666666666,99.81461825075698,0.47513198110586274,109.28935346875005,0.5203595980962454,10.12997223792953,73.0,78.5,0.424,0.3035,0.715,7.5,30.0,12.0,8.0,2.0,12.0,21.0,0.424,0.3035,0.715,7.5,30.0,12.0,8.0,2.0,12.0,21.0,-1.1299722379295307,2024-02-17,Stephen F. Austin,14.0,0.5833333333333334,72.18817972350232,72.1975,107.7576323007483,0.5043103448275862,99.63568676025803,0.4872881355932204,13.896272411994444,79.0,72.5,0.452,0.317,0.73,11.0,33.5,13.0,9.0,3.0,17.0,22.5,0.452,0.317,0.73,11.0,33.5,13.0,9.0,3.0,17.0,22.5,0.10372758800555637,Abilene Christian vs. Stephen F. Austin,Stephen F. Austin,Abilene Christian,0,-1
Abilene Christian,9.0,0.375,71.83885237068966,69.66666666666666,99.81461825075698,0.47513198110586274,109.28935346875005,0.5203595980962454,10.12997223792953,73.0,78.5,0.424,0.3035,0.715,7.5,30.0,12.0,8.0,2.0,12.0,21.0,0.424,0.3035,0.715,7.5,30.0,12.0,8.0,2.0,12.0,21.0,-1.1299722379295307,2024-02-17,Stephen F. Austin,14.0,0.5833333333333334,72.18817972350232,72.1975,107.7576323007483,0.5043103448275862,99.63568676025803,0.4872881355932204,13.896272411994444,79.0,72.5,0.452,0.317,0.73,11.0,33.5,13.0,9.0,3.0,17.0,22.5,0.452,0.317,0.73,11.0,33.5,13.0,9.0,3.0,17.0,22.5,0.10372758800555637,Abilene Christian vs. Stephen F. Austin,Stephen F. Austin,Abilene Christian,1,3
California Baptist,14.0,0.56,65.38368421052633,64.58,109.08498860306088,0.45535714285714285,100.50989669816173,0.4666666666666667,14.268645383233727,69.0,66.0,0.404,0.3,0.667,10.0,33.0,12.0,4.0,2.0,10.0,16.0,0.404,0.3,0.667,10.0,33.0,12.0,4.0,2.0,10.0,16.0,-0.2686453832337268,2024-02-22,Abilene Christian,10.0,0.4,71.6121875,69.38,100.94018067591368,0.4672131147540984,108.9504895876431,0.5245901639344263,10.671874621684966,73.0,78.0,0.424,0.313,0.722,7.0,30.0,12.0,8.0,2.0,12.0,21.0,0.424,0.313,0.722,7.0,30.0,12.0,8.0,2.0,12.0,21.0,-0.6718746216849656,California Baptist vs. Abilene Christian,Abilene Christian,California Baptist,1,6
Grand Canyon,24.0,0.8888888888888888,69.38,69.77730769230769,116.48862052949372,0.5288461538461539,95.33409913183455,0.45384615384615384,20.60615310890103,78.0,67.0,0.48,0.333,0.739,10.0,35.0,12.0,9.0,5.0,12.0,17.0,0.48,0.333,0.739,10.0,35.0,12.0,9.0,5.0,12.0,17.0,3.3938468910989705,2024-02-24,Abilene Christian,11.0,0.4230769230769231,71.02655886627907,69.27290322580644,101.20859302741475,0.47513198110586274,108.26405294707246,0.5203595980962454,11.388355578260645,72.0,77.0,0.424,0.3165,0.7295,7.0,30.0,12.0,8.0,2.0,12.0,21.0,0.424,0.3165,0.7295,7.0,30.0,12.0,8.0,2.0,12.0,21.0,-0.3883555782606454,Grand Canyon vs. Abilene Christian,Abilene Christian,Grand Canyon,1,6
Abilene Christian,12.0,0.4444444444444444,70.44093023255815,69.1658064516129,101.47700537891582,0.4672131147540984,108.9504895876431,0.5245901639344263,12.08457904082948,73.0,76.0,0.424,0.32,0.737,7.0,30.0,12.0,8.0,2.0,12.0,21.0,0.424,0.32,0.737,7.0,30.0,12.0,8.0,2.0,12.0,21.0,-0.08457904082947998,2024-02-29,Southern Utah,9.0,0.3333333333333333,70.25185185185185,70.33764705882353,107.71509357748754,0.47101449275362317,107.35397999776926,0.5076923076923077,12.183322491162112,75.0,76.0,0.446,0.286,0.727,8.0,29.0,11.0,6.0,3.0,11.0,19.0,0.446,0.286,0.727,8.0,29.0,11.0,6.0,3.0,11.0,19.0,-3.1833224911621123,Abilene Christian vs. Southern Utah,Southern Utah,Abilene Christian,0,-9
Abilene Christian,13.0,0.4642857142857143,70.35754058797718,69.15890322580645,101.7074805607176,0.47513198110586274,108.26405294707246,0.5203595980962454,12.87127546144252,73.0,75.5,0.424,0.3265,0.7484999999999999,7.5,30.0,12.0,7.5,2.0,12.0,20.5,0.424,0.3265,0.7484999999999999,7.5,30.0,12.0,7.5,2.0,12.0,20.5,0.12872453855747956,2024-03-02,Utah Tech,10.0,0.35714285714285715,70.16812499999999,70.98437855787476,98.5837092846172,0.5094474153297682,107.88591053791262,0.503968253968254,10.264431940080316,69.5,76.0,0.4475,0.349,0.638,7.5,30.0,12.5,6.0,4.0,15.0,20.0,0.4475,0.349,0.638,7.5,30.0,12.5,6.0,4.0,15.0,20.0,-0.2644319400803159,Abilene Christian vs. Utah Tech,Utah Tech,Abilene Christian,0,-7
Seattle,18.0,0.6206896551724138,67.97999999999999,68.1576923076923,107.38452486025302,0.5,97.38452977184195,0.4576271186440678,18.08605592100565,73.0,63.0,0.455,0.375,0.733,9.0,34.0,13.0,6.0,2.0,12.0,19.0,0.455,0.375,0.733,9.0,34.0,13.0,6.0,2.0,12.0,19.0,-0.08605592100564863,2024-03-07,Abilene Christian,14.0,0.4827586206896552,70.44093023255815,69.1658064516129,101.93795574251938,0.4830508474576271,107.57761630650182,0.5245901639344263,13.580463567956901,73.0,76.0,0.424,0.333,0.76,8.0,30.0,12.0,8.0,2.0,12.0,20.0,0.424,0.333,0.76,8.0,30.0,12.0,8.0,2.0,12.0,20.0,0.419536432043099,Seattle vs. Abilene Christian,Abilene Christian,Seattle,1,5
Utah Valley,15.0,0.5,67.64017857142856,69.69455030487805,98.07690306421188,0.4756081438392385,96.87402993000569,0.4771381189291637,14.589199276042054,68.5,72.0,0.433,0.29,0.6839999999999999,8.5,34.0,15.5,7.0,4.0,11.5,17.5,0.433,0.29,0.6839999999999999,8.5,34.0,15.5,7.0,4.0,11.5,17.5,0.4108007239579461,2024-03-09,Abilene Christian,15.0,0.5,70.35754058797718,69.15890322580645,101.89904849694356,0.47513198110586274,107.45503882186674,0.5203595980962454,14.281896189351421,73.0,75.5,0.424,0.3265,0.7484999999999999,8.0,30.0,12.0,8.0,2.0,11.5,20.0,0.424,0.3265,0.7484999999999999,8.0,30.0,12.0,8.0,2.0,11.5,20.0,0.7181038106485786,Utah Valley vs. Abilene Christian,Abilene Christian,Utah Valley,0,-7
Abilene Christian,15.0,0.4838709677419355,70.27415094339622,69.152,101.93795574251938,0.4830508474576271,107.57761630650182,0.5245901639344263,14.542388569735289,73.0,75.0,0.424,0.32,0.737,8.0,30.0,12.0,8.0,2.0,11.0,20.0,0.424,0.32,0.737,8.0,30.0,12.0,8.0,2.0,11.0,20.0,0.45761143026471096,2024-03-13,Stephen F. Austin,17.0,0.5483870967741935,71.77575757575758,69.79961538461538,103.7118982240572,0.5,99.52440810190883,0.4830508474576271,17.027622308755397,77.0,71.0,0.446,0.333,0.724,11.0,32.0,13.0,9.0,3.0,17.0,20.0,0.446,0.333,0.724,11.0,32.0,13.0,9.0,3.0,17.0,20.0,-0.027622308755397285,Abilene Christian vs. Stephen F. Austin,Stephen F. Austin,Abilene Christian,0,-1
Abilene Christian,15.0,0.4838709677419355,70.27415094339622,69.152,101.93795574251938,0.4830508474576271,107.57761630650182,0.5245901639344263,14.542388569735289,73.0,75.0,0.424,0.32,0.737,8.0,30.0,12.0,8.0,2.0,11.0,20.0,0.424,0.32,0.737,8.0,30.0,12.0,8.0,2.0,11.0,20.0,0.45761143026471096,2024-03-13,Stephen F. Austin,17.0,0.5483870967741935,71.77575757575758,69.79961538461538,103.7118982240572,0.5,99.52440810190883,0.4830508474576271,17.027622308755397,77.0,71.0,0.446,0.333,0.724,11.0,32.0,13.0,9.0,3.0,17.0,20.0,0.446,0.333,0.724,11.0,32.0,13.0,9.0,3.0,17.0,20.0,-0.027622308755397285,Abilene Christian vs. Stephen F. Austin,Stephen F. Austin,Abilene Christian,1,3
Texas A&M-Corpus Christi,21.0,0.65625,70.64966666666666,69.63203016970459,110.07159651889643,0.47510822510822515,99.24027740900328,0.46247535905378767,20.761624043110537,73.0,66.0,0.4255,0.3255,0.702,11.0,37.0,14.5,10.0,3.0,11.0,21.0,0.4255,0.3255,0.702,11.0,37.0,14.5,10.0,3.0,11.0,21.0,0.23837595688946323,2024-03-19,Abilene Christian,15.0,0.46875,70.0150166481687,68.99637037037037,101.89904849694356,0.47513198110586274,107.45503882186674,0.5203595980962454,14.910906637138122,72.0,74.5,0.424,0.3265,0.7484999999999999,7.5,30.0,12.0,7.5,2.0,11.5,20.0,0.424,0.3265,0.7484999999999999,7.5,30.0,12.0,7.5,2.0,11.5,20.0,0.08909336286187752,Texas A&M-Corpus Christi vs. Abilene Christian,Abilene Christian,Texas A&M-Corpus Christi,1,10
