Game Date,Location,Neutral Game,Conference Game,Postseason Game,NCAA Tourney Game,Matchup,Home Team,Home Rk,Home Score,Away Team,Away Rk,Away Score,Home W,Home Pt Diff
2020-12-16,@ Belmont,0,0,0,0,Kennesaw State vs. Belmont,Belmont,200.0,64,Kennesaw State,70.0,53,1,11
2020-12-18,@ Tennessee State,0,1,0,0,Belmont vs. Tennessee State,Tennessee State,257.0,63,Belmont,231.0,88,0,-25
2020-12-21,@ Evansville,0,0,0,0,Belmont vs. Evansville,Evansville,287.0,63,Belmont,239.0,72,0,-9
2020-12-30,@ Belmont,0,1,0,0,Murray State vs. Belmont,Belmont,202.0,68,Murray State,207.0,55,1,13
2021-01-02,@ UT Martin,0,1,0,0,Belmont vs. UT Martin,UT Martin,299.0,69,Belmont,121.0,90,0,-21
2021-01-07,@ Belmont,0,1,0,0,Southeast Missouri State vs. Belmont,Belmont,122.0,77,Southeast Missouri State,288.0,66,1,11
2021-01-09,@ Belmont,0,1,0,0,UT Martin vs. Belmont,Belmont,125.0,89,UT Martin,309.0,69,1,20
2021-01-14,@ Tennessee Tech,0,1,0,0,Belmont vs. Tennessee Tech,Tennessee Tech,305.0,67,Belmont,124.0,88,0,-21
2021-01-16,@ Jacksonville State,0,1,0,0,Belmont vs. Jacksonville State,Jacksonville State,160.0,91,Belmont,167.0,98,0,-7
2021-01-21,@ Belmont,0,1,0,0,Eastern Illinois vs. Belmont,Belmont,188.0,79,Eastern Illinois,235.0,66,1,13
2021-01-23,@ Belmont,0,1,0,0,SIU-Edwardsville vs. Belmont,Belmont,211.0,114,SIU-Edwardsville,319.0,62,1,52
2021-01-30,@ Murray State,0,1,0,0,Belmont vs. Murray State,Murray State,266.0,71,Belmont,190.0,72,0,-1
2021-02-04,@ Eastern Illinois,0,1,0,0,Belmont vs. Eastern Illinois,Eastern Illinois,200.0,61,Belmont,138.0,89,0,-28
2021-02-06,@ SIU-Edwardsville,0,1,0,0,Belmont vs. SIU-Edwardsville,SIU-Edwardsville,331.0,62,Belmont,157.0,94,0,-32
2021-02-11,@ Belmont,0,1,0,0,Eastern Kentucky vs. Belmont,Belmont,147.0,92,Eastern Kentucky,259.0,74,1,18
2021-02-13,@ Belmont,0,1,0,0,Morehead State vs. Belmont,Belmont,152.0,73,Morehead State,126.0,58,1,15
2021-02-18,@ Belmont,0,1,0,0,Jacksonville State vs. Belmont,Belmont,107.0,63,Jacksonville State,204.0,59,1,4
2021-02-20,@ Belmont,0,1,0,0,Tennessee Tech vs. Belmont,Belmont,117.0,90,Tennessee Tech,235.0,66,1,24
2021-02-25,@ Eastern Kentucky,0,1,0,0,Belmont vs. Eastern Kentucky,Eastern Kentucky,299.0,81,Belmont,85.0,67,1,14
2021-02-27,@ Morehead State,0,1,0,0,Belmont vs. Morehead State,Morehead State,199.0,89,Belmont,77.0,82,1,7
2021-03-03,Neutral,1,0,1,0,SIU-Edwardsville vs. Belmont,Belmont,80.0,78,SIU-Edwardsville,321.0,61,1,17
2021-03-05,Neutral,1,0,1,0,Jacksonville State vs. Belmont,Belmont,83.0,72,Jacksonville State,174.0,69,1,3
2021-03-06,Neutral,1,0,1,0,Morehead State vs. Belmont,Belmont,96.0,71,Morehead State,140.0,86,0,-15
2020-12-05,@ Binghamton,0,0,0,0,Marist vs. Binghamton,Binghamton,,65,Marist,,68,0,-3
2020-12-06,@ Marist,0,0,0,0,Binghamton vs. Marist,Marist,205.0,64,Binghamton,142.0,60,1,4
2020-12-13,@ Binghamton,0,0,0,0,Youngstown State vs. Binghamton,Binghamton,167.0,65,Youngstown State,310.0,79,0,-14
2020-12-19,@ Binghamton,0,1,0,0,Stony Brook vs. Binghamton,Binghamton,155.0,59,Stony Brook,244.0,73,0,-14
2020-12-20,@ Binghamton,0,1,0,0,Stony Brook vs. Binghamton,Binghamton,216.0,70,Stony Brook,254.0,80,0,-10
2020-12-27,@ UMBC,0,1,0,0,Binghamton vs. UMBC,UMBC,267.0,74,Binghamton,263.0,67,1,7
2020-12-28,@ UMBC,0,1,0,0,Binghamton vs. UMBC,UMBC,268.0,69,Binghamton,205.0,75,0,-6
2021-01-02,@ Hartford,0,1,0,0,Binghamton vs. Hartford,Hartford,321.0,76,Binghamton,172.0,56,1,20
2021-01-03,@ Hartford,0,1,0,0,Binghamton vs. Hartford,Hartford,270.0,77,Binghamton,185.0,74,1,3
2021-01-09,@ Binghamton,0,1,0,0,Vermont vs. Binghamton,Binghamton,189.0,60,Vermont,218.0,76,0,-16
2021-01-10,@ Binghamton,0,1,0,0,Vermont vs. Binghamton,Binghamton,219.0,44,Vermont,215.0,84,0,-40
2021-01-30,@ Binghamton,0,1,0,0,New Hampshire vs. Binghamton,Binghamton,293.0,65,New Hampshire,202.0,44,1,21
2021-01-31,@ Binghamton,0,1,0,0,New Hampshire vs. Binghamton,Binghamton,265.0,65,New Hampshire,252.0,71,0,-6
2021-02-20,@ NJIT,0,1,0,0,Binghamton vs. NJIT,NJIT,133.0,63,Binghamton,264.0,76,0,-13
2021-02-21,@ NJIT,0,1,0,0,Binghamton vs. NJIT,NJIT,175.0,58,Binghamton,253.0,72,0,-14
2021-02-27,@ Hartford,0,0,1,0,Binghamton vs. Hartford,Hartford,286.0,77,Binghamton,266.0,60,1,17
2020-11-27,@ Houston,0,0,0,0,Boise State vs. Houston,Houston,153.0,68,Boise State,266.0,58,1,10
2020-11-29,Neutral,1,0,0,0,Sam Houston State vs. Boise State,Boise State,5.0,86,Sam Houston State,211.0,55,1,31
2020-12-09,@ Brigham Young,0,0,0,0,Boise State vs. Brigham Young,Brigham Young,59.0,70,Boise State,23.0,74,0,-4
2020-12-13,@ Boise State,0,0,0,0,Weber State vs. Boise State,Boise State,17.0,70,Weber State,310.0,59,1,11
2020-12-21,@ Boise State,0,1,0,0,New Mexico vs. Boise State,Boise State,14.0,77,New Mexico,1.0,53,1,24
2020-12-23,@ Boise State,0,1,0,0,New Mexico vs. Boise State,Boise State,2.0,89,New Mexico,20.0,52,1,37
2020-12-31,@ San Jose State,0,1,0,0,Boise State vs. San Jose State,San Jose State,271.0,54,Boise State,1.0,106,0,-52
2021-01-02,@ San Jose State,0,1,0,0,Boise State vs. San Jose State,San Jose State,301.0,86,Boise State,20.0,87,0,-1
2021-01-11,@ Wyoming,0,1,0,0,Boise State vs. Wyoming,Wyoming,264.0,60,Boise State,312.0,83,0,-23
2021-01-13,@ Wyoming,0,1,0,0,Boise State vs. Wyoming,Wyoming,196.0,70,Boise State,285.0,90,0,-20
2021-01-20,@ Boise State,0,1,0,0,Fresno State vs. Boise State,Boise State,152.0,73,Fresno State,218.0,51,1,22
2021-01-27,@ Colorado State,0,1,0,0,Boise State vs. Colorado State,Colorado State,42.0,78,Boise State,65.0,56,1,22
2021-01-29,@ Colorado State,0,1,0,0,Boise State vs. Colorado State,Colorado State,21.0,77,Boise State,88.0,85,0,-8
2021-02-05,@ Nevada,0,1,0,0,Boise State vs. Nevada,Nevada,89.0,74,Boise State,57.0,72,1,2
2021-02-07,@ Nevada,0,1,0,0,Boise State vs. Nevada,Nevada,56.0,73,Boise State,26.0,62,1,11
2021-02-11,@ Boise State,0,1,0,0,UNLV vs. Boise State,Boise State,5.0,78,UNLV,106.0,66,1,12
2021-02-13,@ Boise State,0,1,0,0,UNLV vs. Boise State,Boise State,15.0,61,UNLV,103.0,59,1,2
2021-02-17,@ Boise State,0,1,0,0,Utah State vs. Boise State,Boise State,29.0,79,Utah State,22.0,70,1,9
2021-02-19,@ Boise State,0,1,0,0,Utah State vs. Boise State,Boise State,24.0,81,Utah State,22.0,77,1,4
2021-02-25,@ San Diego State,0,1,0,0,Boise State vs. San Diego State,San Diego State,29.0,78,Boise State,3.0,66,1,12
2021-02-27,@ San Diego State,0,1,0,0,Boise State vs. San Diego State,San Diego State,17.0,62,Boise State,5.0,58,1,4
2021-03-02,@ Boise State,0,1,0,0,Fresno State vs. Boise State,Boise State,5.0,64,Fresno State,204.0,67,0,-3
2021-03-11,Neutral,1,0,1,0,Nevada vs. Boise State,Boise State,29.0,82,Nevada,72.0,89,0,-7
2021-03-18,Neutral,1,0,1,0,SMU vs. Boise State,Boise State,26.0,85,SMU,106.0,84,1,1
2021-03-25,Neutral,1,0,1,0,Memphis vs. Boise State,Boise State,27.0,56,Memphis,55.0,59,0,-3
2020-11-26,Neutral,1,0,0,0,Rhode Island vs. Boston College,Boston College,56.0,69,Rhode Island,68.0,64,1,5
2020-11-30,Neutral,1,0,0,0,St. John's (NY) vs. Boston College,Boston College,41.0,93,St. John's (NY),180.0,97,0,-4
2020-12-03,Neutral,1,0,0,0,Boston College vs. Florida,Florida,4.0,90,Boston College,80.0,70,1,20
2020-12-08,@ Minnesota,0,0,0,0,Boston College vs. Minnesota,Minnesota,238.0,85,Boston College,59.0,80,1,5
2020-12-12,@ Boston College,0,1,0,0,Syracuse vs. Boston College,Boston College,64.0,63,Syracuse,36.0,101,0,-38
2020-12-22,@ Boston College,0,0,0,0,Maine vs. Boston College,Boston College,161.0,78,Maine,188.0,62,1,16
2020-12-30,@ NC State,0,1,0,0,Boston College vs. NC State,NC State,17.0,79,Boston College,147.0,76,1,3
2021-01-02,@ Boston College,0,1,0,0,Louisville vs. Boston College,Boston College,113.0,64,Louisville,70.0,76,0,-12
2021-01-06,@ Duke,0,1,0,0,Boston College vs. Duke,Duke,98.0,83,Boston College,122.0,82,1,1
2021-01-09,@ Boston College,0,1,0,0,Virginia vs. Boston College,Boston College,110.0,49,Virginia,43.0,61,0,-12
2021-01-12,@ Boston College,0,1,0,0,Miami (FL) vs. Boston College,Boston College,121.0,84,Miami (FL),42.0,62,1,22
2021-01-16,@ Notre Dame,0,1,0,0,Boston College vs. Notre Dame,Notre Dame,122.0,80,Boston College,101.0,70,1,10
2021-02-06,@ Boston College,0,1,0,0,NC State vs. Boston College,Boston College,78.0,65,NC State,151.0,81,0,-16
2021-02-10,@ Boston College,0,1,0,0,Wake Forest vs. Boston College,Boston College,104.0,65,Wake Forest,164.0,69,0,-4
2021-02-13,@ Syracuse,0,1,0,0,Boston College vs. Syracuse,Syracuse,39.0,75,Boston College,116.0,67,1,8
2021-02-27,@ Boston College,0,1,0,0,Notre Dame vs. Boston College,Boston College,177.0,94,Notre Dame,84.0,90,1,4
2021-03-03,@ Florida State,0,1,0,0,Boston College vs. Florida State,Florida State,11.0,93,Boston College,176.0,64,1,29
2021-03-05,@ Miami (FL),0,1,0,0,Boston College vs. Miami (FL),Miami (FL),91.0,80,Boston College,189.0,76,1,4
2021-03-09,Neutral,1,0,1,0,Boston College vs. Duke,Duke,36.0,86,Boston College,170.0,51,1,35
2021-01-04,@ Holy Cross,0,1,0,0,Boston University vs. Holy Cross,Holy Cross,,76,Boston University,,83,0,-7
2021-01-05,@ Boston University,0,1,0,0,Holy Cross vs. Boston University,Boston University,296.0,66,Holy Cross,117.0,68,0,-2
2021-01-09,@ Boston University,0,1,0,0,Colgate vs. Boston University,Boston University,232.0,79,Colgate,12.0,86,0,-7
2021-01-10,@ Boston University,0,1,0,0,Colgate vs. Boston University,Boston University,298.0,45,Colgate,29.0,89,0,-44
2021-01-23,@ Lafayette,0,1,0,0,Boston University vs. Lafayette,Lafayette,294.0,76,Boston University,181.0,81,0,-5
2021-01-24,@ Lafayette,0,1,0,0,Boston University vs. Lafayette,Lafayette,298.0,61,Boston University,197.0,64,0,-3
2021-02-13,@ Holy Cross,0,1,0,0,Boston University vs. Holy Cross,Holy Cross,225.0,82,Boston University,248.0,65,1,17
2021-02-14,@ Boston University,0,1,0,0,Holy Cross vs. Boston University,Boston University,336.0,86,Holy Cross,238.0,68,1,18
2021-02-17,@ Holy Cross,0,1,0,0,Boston University vs. Holy Cross,Holy Cross,314.0,69,Boston University,319.0,78,0,-9
2021-02-20,@ Colgate,0,1,0,0,Boston University vs. Colgate,Colgate,61.0,82,Boston University,310.0,72,1,10
2021-02-21,@ Colgate,0,1,0,0,Boston University vs. Colgate,Colgate,123.0,78,Boston University,288.0,63,1,15
2021-02-24,@ Boston University,0,1,0,0,Holy Cross vs. Boston University,Boston University,284.0,75,Holy Cross,242.0,86,0,-11
2021-03-03,@ Boston University,0,0,1,0,Lehigh vs. Boston University,Boston University,268.0,69,Lehigh,272.0,58,1,11
2021-03-06,@ Colgate,0,0,1,0,Boston University vs. Colgate,Colgate,135.0,77,Boston University,301.0,69,1,8
2020-11-28,@ Bowling Green,0,0,0,0,South Carolina State vs. Bowling Green,Bowling Green,39.0,101,South Carolina State,1.0,78,1,23
2020-12-06,@ Bowling Green,0,1,0,0,Buffalo vs. Bowling Green,Bowling Green,28.0,86,Buffalo,188.0,78,1,8
2020-12-13,@ Bowling Green,0,0,0,0,Wright State vs. Bowling Green,Bowling Green,38.0,67,Wright State,16.0,85,0,-18
2020-12-18,@ Robert Morris,0,0,0,0,Bowling Green vs. Robert Morris,Robert Morris,321.0,65,Bowling Green,34.0,85,0,-20
2020-12-30,@ Ohio,0,1,0,0,Bowling Green vs. Ohio,Ohio,204.0,75,Bowling Green,44.0,83,0,-8
2021-01-02,@ Northern Illinois,0,1,0,0,Bowling Green vs. Northern Illinois,Northern Illinois,308.0,42,Bowling Green,30.0,68,0,-26
2021-01-05,@ Bowling Green,0,1,0,0,Central Michigan vs. Bowling Green,Bowling Green,70.0,90,Central Michigan,320.0,69,1,21
2021-01-09,@ Central Michigan,0,1,0,0,Bowling Green vs. Central Michigan,Central Michigan,325.0,65,Bowling Green,99.0,93,0,-28
2021-01-15,@ Buffalo,0,1,0,0,Bowling Green vs. Buffalo,Buffalo,112.0,69,Bowling Green,115.0,76,0,-7
2021-01-21,@ Miami (OH),0,1,0,0,Bowling Green vs. Miami (OH),Miami (OH),251.0,96,Bowling Green,105.0,77,1,19
2021-01-27,@ Kent State,0,1,0,0,Bowling Green vs. Kent State,Kent State,58.0,96,Bowling Green,75.0,91,1,5
2021-01-30,@ Bowling Green,0,1,0,0,Toledo vs. Bowling Green,Bowling Green,86.0,66,Toledo,131.0,84,0,-18
2021-02-03,@ Bowling Green,0,1,0,0,Western Michigan vs. Bowling Green,Bowling Green,54.0,70,Western Michigan,262.0,76,0,-6
2021-02-09,@ Bowling Green,0,1,0,0,Kent State vs. Bowling Green,Bowling Green,61.0,67,Kent State,66.0,71,0,-4
2021-02-13,@ Toledo,0,1,0,0,Bowling Green vs. Toledo,Toledo,71.0,81,Bowling Green,56.0,88,0,-7
2021-02-23,@ Eastern Michigan,0,1,0,0,Bowling Green vs. Eastern Michigan,Eastern Michigan,332.0,69,Bowling Green,60.0,82,0,-13
2021-03-02,@ Bowling Green,0,1,0,0,Miami (OH) vs. Bowling Green,Bowling Green,38.0,79,Miami (OH),214.0,84,0,-5
2020-11-26,@ Xavier,0,0,0,0,Bradley vs. Xavier,Xavier,136.0,51,Bradley,75.0,50,1,1
2020-11-27,Neutral,1,0,0,0,Oakland vs. Bradley,Bradley,7.0,74,Oakland,79.0,60,1,14
2020-12-04,@ Bradley,0,0,0,0,South Dakota State vs. Bradley,Bradley,85.0,84,South Dakota State,81.0,88,0,-4
2020-12-17,@ Bradley,0,0,0,0,Jackson State vs. Bradley,Bradley,209.0,83,Jackson State,199.0,60,1,23
2020-12-19,@ Bradley,0,0,0,0,Miami (OH) vs. Bradley,Bradley,256.0,69,Miami (OH),239.0,68,1,1
2020-12-22,@ Missouri,0,0,0,0,Bradley vs. Missouri,Missouri,16.0,54,Bradley,256.0,53,1,1
2021-01-10,@ Northern Iowa,0,1,0,0,Bradley vs. Northern Iowa,Northern Iowa,52.0,78,Bradley,72.0,72,1,6
2021-01-11,@ Northern Iowa,0,1,0,0,Bradley vs. Northern Iowa,Northern Iowa,40.0,73,Bradley,166.0,75,0,-2
2021-01-16,@ Bradley,0,1,0,0,Evansville vs. Bradley,Bradley,274.0,69,Evansville,212.0,60,1,9
2021-01-17,@ Bradley,0,1,0,0,Evansville vs. Bradley,Bradley,307.0,86,Evansville,221.0,55,1,31
2021-01-20,@ Illinois State,0,1,0,0,Bradley vs. Illinois State,Illinois State,317.0,71,Bradley,308.0,56,1,15
2021-01-24,@ Bradley,0,1,0,0,Loyola Chicago vs. Bradley,Bradley,291.0,56,Loyola Chicago,240.0,69,0,-13
2021-01-25,@ Bradley,0,1,0,0,Loyola Chicago vs. Bradley,Bradley,289.0,58,Loyola Chicago,181.0,65,0,-7
2021-01-28,@ Valparaiso,0,1,0,0,Bradley vs. Valparaiso,Valparaiso,265.0,91,Bradley,289.0,85,1,6
2021-01-31,@ Indiana State,0,1,0,0,Bradley vs. Indiana State,Indiana State,131.0,60,Bradley,276.0,57,1,3
2021-02-01,@ Indiana State,0,1,0,0,Bradley vs. Indiana State,Indiana State,127.0,67,Bradley,272.0,55,1,12
2021-02-06,@ Bradley,0,1,0,0,Southern Illinois vs. Bradley,Bradley,296.0,74,Southern Illinois,287.0,66,1,8
2021-02-07,@ Bradley,0,1,0,0,Southern Illinois vs. Bradley,Bradley,291.0,68,Southern Illinois,303.0,69,0,-1
2021-02-10,@ Valparaiso,0,1,0,0,Bradley vs. Valparaiso,Valparaiso,261.0,52,Bradley,306.0,76,0,-24
2021-02-13,@ Missouri State,0,1,0,0,Bradley vs. Missouri State,Missouri State,132.0,80,Bradley,285.0,58,1,22
2021-02-14,@ Missouri State,0,1,0,0,Bradley vs. Missouri State,Missouri State,123.0,72,Bradley,290.0,57,1,15
2021-02-18,@ Bradley,0,1,0,0,Illinois State vs. Bradley,Bradley,296.0,71,Illinois State,252.0,88,0,-17
2021-02-26,@ Bradley,0,1,0,0,Drake vs. Bradley,Bradley,301.0,71,Drake,149.0,80,0,-9
2021-02-27,@ Bradley,0,1,0,0,Drake vs. Bradley,Bradley,278.0,67,Drake,136.0,61,1,6
2021-03-04,Neutral,1,0,1,0,Southern Illinois vs. Bradley,Bradley,182.0,63,Southern Illinois,276.0,73,0,-10
2020-11-27,@ Syracuse,0,0,0,0,Bryant vs. Syracuse,Syracuse,,85,Bryant,,84,1,1
2020-12-01,@ New Hampshire,0,0,0,0,Bryant vs. New Hampshire,New Hampshire,230.0,85,Bryant,114.0,93,0,-8
2020-12-12,@ Bryant,0,0,0,0,Stony Brook vs. Bryant,Bryant,11.0,81,Stony Brook,274.0,72,1,9
2020-12-16,@ Bryant,0,1,0,0,Wagner vs. Bryant,Bryant,21.0,74,Wagner,318.0,62,1,12
2020-12-17,@ Bryant,0,1,0,0,Wagner vs. Bryant,Bryant,169.0,81,Wagner,278.0,75,1,6
2020-12-21,@ Massachusetts,0,0,0,0,Bryant vs. Massachusetts,Massachusetts,87.0,88,Bryant,213.0,93,0,-5
2021-01-07,@ Bryant,0,1,0,0,Central Connecticut State vs. Bryant,Bryant,85.0,93,Central Connecticut State,309.0,68,1,25
2021-01-08,@ Bryant,0,1,0,0,Central Connecticut State vs. Bryant,Bryant,83.0,76,Central Connecticut State,330.0,64,1,12
2021-01-14,@ Saint Francis (PA),0,1,0,0,Bryant vs. Saint Francis (PA),Saint Francis (PA),220.0,89,Bryant,156.0,82,1,7
2021-01-15,@ Saint Francis (PA),0,1,0,0,Bryant vs. Saint Francis (PA),Saint Francis (PA),139.0,63,Bryant,241.0,72,0,-9
2021-01-30,@ Fairleigh Dickinson,0,1,0,0,Bryant vs. Fairleigh Dickinson,Fairleigh Dickinson,318.0,81,Bryant,286.0,79,1,2
2021-01-31,@ Fairleigh Dickinson,0,1,0,0,Bryant vs. Fairleigh Dickinson,Fairleigh Dickinson,316.0,95,Bryant,300.0,84,1,11
2021-02-20,@ Bryant,0,1,0,0,Merrimack vs. Bryant,Bryant,287.0,60,Merrimack,304.0,58,1,2
2021-02-21,@ Merrimack,0,1,0,0,Bryant vs. Merrimack,Merrimack,280.0,60,Bryant,279.0,76,0,-16
2021-02-25,@ Bryant,0,1,0,0,LIU vs. Bryant,Bryant,298.0,87,LIU,276.0,80,1,7
2021-02-26,@ Bryant,0,1,0,0,LIU vs. Bryant,Bryant,260.0,63,LIU,304.0,60,1,3
2021-03-06,@ Bryant,0,0,1,0,Sacred Heart vs. Bryant,Bryant,240.0,85,Sacred Heart,250.0,55,1,30
2021-03-09,@ Bryant,0,0,1,0,Mount St. Mary's vs. Bryant,Bryant,210.0,68,Mount St. Mary's,96.0,73,0,-5
2021-01-02,@ Navy,0,1,0,0,Bucknell vs. Navy,Navy,332.0,78,Bucknell,96.0,69,1,9
2021-01-03,@ Bucknell,0,1,0,0,Navy vs. Bucknell,Bucknell,87.0,60,Navy,201.0,63,0,-3
2021-01-09,@ Bucknell,0,1,0,0,Lafayette vs. Bucknell,Bucknell,104.0,60,Lafayette,276.0,83,0,-23
2021-01-10,@ Lafayette,0,1,0,0,Bucknell vs. Lafayette,Lafayette,253.0,87,Bucknell,179.0,76,1,11
2021-01-16,@ Bucknell,0,1,0,0,Lehigh vs. Bucknell,Bucknell,91.0,75,Lehigh,92.0,70,1,5
2021-01-17,@ Lehigh,0,1,0,0,Bucknell vs. Lehigh,Lehigh,192.0,61,Bucknell,131.0,77,0,-16
2021-01-30,@ Lehigh,0,1,0,0,Bucknell vs. Lehigh,Lehigh,274.0,70,Bucknell,164.0,84,0,-14
2021-01-31,@ Bucknell,0,1,0,0,Lehigh vs. Bucknell,Bucknell,199.0,92,Lehigh,148.0,68,1,24
2021-03-06,@ Lafayette,0,0,1,0,Bucknell vs. Lafayette,Lafayette,310.0,84,Bucknell,280.0,92,0,-8
2021-03-10,@ Colgate,0,0,1,0,Bucknell vs. Colgate,Colgate,159.0,105,Bucknell,289.0,75,1,30
2020-11-27,Neutral,1,0,0,0,Towson vs. Towson,Towson,50.0,65,Towson,153.0,74,0,-9
2020-11-28,Neutral,1,0,0,0,Army vs. Buffalo,Buffalo,172.0,74,Army,184.0,78,0,-4
2020-12-15,@ Miami (OH),0,1,0,0,Buffalo vs. Miami (OH),Miami (OH),250.0,62,Buffalo,283.0,90,0,-28
2020-12-19,@ Syracuse,0,0,0,0,Buffalo vs. Syracuse,Syracuse,28.0,107,Buffalo,194.0,96,1,11
2021-01-12,@ Western Michigan,0,1,0,0,Buffalo vs. Western Michigan,Western Michigan,235.0,69,Buffalo,81.0,85,0,-16
2021-01-19,@ Kent State,0,1,0,0,Buffalo vs. Kent State,Kent State,77.0,84,Buffalo,38.0,81,1,3
2021-01-21,@ Buffalo,0,1,0,0,Eastern Michigan vs. Buffalo,Buffalo,57.0,92,Eastern Michigan,314.0,77,1,15
2021-01-29,@ Buffalo,0,1,0,0,Ohio vs. Buffalo,Buffalo,116.0,75,Ohio,125.0,76,0,-1
2021-02-06,@ Buffalo,0,1,0,0,Miami (OH) vs. Buffalo,Buffalo,138.0,88,Miami (OH),273.0,64,1,24
2021-02-12,@ Buffalo,0,1,0,0,Western Michigan vs. Buffalo,Buffalo,68.0,86,Western Michigan,304.0,54,1,32
2021-02-19,@ Buffalo,0,1,0,0,Toledo vs. Buffalo,Buffalo,53.0,70,Toledo,31.0,80,0,-10
2021-02-23,@ Northern Illinois,0,1,0,0,Buffalo vs. Northern Illinois,Northern Illinois,295.0,74,Buffalo,80.0,102,0,-28
2021-02-25,@ Buffalo,0,1,0,0,Central Michigan vs. Buffalo,Buffalo,86.0,85,Central Michigan,307.0,73,1,12
2021-02-27,@ Ohio,0,1,0,0,Buffalo vs. Ohio,Ohio,66.0,66,Buffalo,113.0,86,0,-20
2021-03-05,@ Buffalo,0,1,0,0,Kent State vs. Buffalo,Buffalo,63.0,81,Kent State,86.0,67,1,14
2021-03-11,Neutral,1,0,1,0,Miami (OH) vs. Buffalo,Buffalo,39.0,74,Miami (OH),246.0,63,1,11
2021-03-13,Neutral,1,0,1,0,Ohio vs. Buffalo,Buffalo,34.0,69,Ohio,35.0,84,0,-15
2021-03-19,Neutral,1,0,1,0,Colorado State vs. Buffalo,Buffalo,30.0,73,Colorado State,50.0,75,0,-2
2020-12-16,@ Villanova,0,1,0,0,Butler vs. Villanova,Villanova,75.0,85,Butler,306.0,66,1,19
2020-12-19,Neutral,1,0,0,0,Butler vs. Indiana,Indiana,23.0,68,Butler,218.0,60,1,8
2020-12-21,@ Butler,0,0,0,0,Southern Illinois vs. Butler,Butler,168.0,73,Southern Illinois,113.0,76,0,-3
2020-12-23,@ Butler,0,1,0,0,Providence vs. Butler,Butler,106.0,70,Providence,148.0,64,1,6
2020-12-30,@ Providence,0,1,0,0,Butler vs. Providence,Providence,128.0,71,Butler,152.0,55,1,16
2021-01-02,@ Seton Hall,0,1,0,0,Butler vs. Seton Hall,Seton Hall,60.0,68,Butler,179.0,60,1,8
2021-01-06,@ Butler,0,1,0,0,Georgetown vs. Butler,Butler,215.0,63,Georgetown,169.0,55,1,8
2021-01-09,@ Butler,0,1,0,0,Connecticut vs. Butler,Butler,251.0,60,Connecticut,24.0,72,0,-12
2021-01-12,@ St. John's (NY),0,1,0,0,Butler vs. St. John's (NY),St. John's (NY),221.0,69,Butler,262.0,57,1,12
2021-01-16,@ Butler,0,1,0,0,Creighton vs. Butler,Butler,292.0,70,Creighton,40.0,66,1,4
2021-01-19,@ DePaul,0,1,0,0,Butler vs. DePaul,DePaul,220.0,53,Butler,240.0,67,0,-14
2021-01-26,@ Connecticut,0,1,0,0,Butler vs. Connecticut,Connecticut,25.0,63,Butler,158.0,51,1,12
2021-01-30,@ Butler,0,1,0,0,Xavier vs. Butler,Butler,175.0,55,Xavier,59.0,68,0,-13
2021-02-02,@ Marquette,0,1,0,0,Butler vs. Marquette,Marquette,101.0,70,Butler,214.0,67,1,3
2021-02-06,@ Butler,0,1,0,0,DePaul vs. Butler,Butler,178.0,68,DePaul,191.0,58,1,10
2021-02-09,@ Butler,0,1,0,0,St. John's (NY) vs. Butler,Butler,201.0,76,St. John's (NY),197.0,73,1,3
2021-02-13,@ Georgetown,0,1,0,0,Butler vs. Georgetown,Georgetown,105.0,78,Butler,194.0,63,1,15
2021-02-17,@ Butler,0,1,0,0,Marquette vs. Butler,Butler,212.0,57,Marquette,104.0,73,0,-16
2021-02-21,@ Xavier,0,1,0,0,Butler vs. Xavier,Xavier,67.0,63,Butler,226.0,51,1,12
2021-02-24,@ Butler,0,1,0,0,Seton Hall vs. Butler,Butler,243.0,61,Seton Hall,107.0,52,1,9
2021-02-28,@ Butler,0,1,0,0,Villanova vs. Butler,Butler,200.0,73,Villanova,62.0,61,1,12
2021-03-06,@ Creighton,0,1,0,0,Butler vs. Creighton,Creighton,78.0,93,Butler,186.0,73,1,20
2021-03-10,Neutral,1,0,1,0,Butler vs. Xavier,Xavier,87.0,69,Butler,191.0,70,0,-1
2021-03-11,Neutral,1,0,1,0,Butler vs. Creighton,Creighton,78.0,87,Butler,184.0,56,1,31
2020-11-26,@ Brigham Young,0,0,0,0,New Orleans vs. Brigham Young,Brigham Young,,86,New Orleans,,61,1,25
2020-11-28,@ Brigham Young,0,0,0,0,Utah Valley vs. Brigham Young,Brigham Young,162.0,82,Utah Valley,184.0,60,1,22
2020-12-01,Neutral,1,0,0,0,Southern California vs. Brigham Young,Brigham Young,143.0,53,Southern California,191.0,79,0,-26
2020-12-02,Neutral,1,0,0,0,St. John's (NY) vs. Brigham Young,Brigham Young,148.0,74,St. John's (NY),189.0,68,1,6
2020-12-05,@ Utah State,0,0,0,0,Brigham Young vs. Utah State,Utah State,254.0,64,Brigham Young,82.0,67,0,-3
2020-12-12,@ Brigham Young,0,0,0,0,Utah vs. Brigham Young,Brigham Young,130.0,82,Utah,224.0,64,1,18
2020-12-18,@ San Diego State,0,0,0,0,Brigham Young vs. San Diego State,San Diego State,20.0,62,Brigham Young,99.0,72,0,-10
2020-12-21,@ Brigham Young,0,0,0,0,Texas Southern vs. Brigham Young,Brigham Young,37.0,87,Texas Southern,160.0,71,1,16
