Game Date,Location,Neutral Game,Conference Game,Postseason Game,NCAA Tourney Game,Matchup,Home Team,Home Rk,Home Score,Away Team,Away Rk,Away Score,Home W,Home Pt Diff
2021-03-14,Neutral,1,0,1,0,Illinois vs. Ohio State,Ohio State,16.0,88,Illinois,17.0,91,0,-3
2021-03-21,Neutral,1,0,1,1,Loyola Chicago vs. Illinois,Illinois,10.0,58,Loyola Chicago,43.0,71,0,-13
2020-11-28,Neutral,1,0,0,0,UMass Lowell vs. Illinois State,Illinois State,26.0,82,UMass Lowell,184.0,72,1,10
2020-12-05,@ Murray State,0,0,0,0,Illinois State vs. Murray State,Murray State,251.0,76,Illinois State,29.0,65,1,11
2020-12-27,@ Loyola Chicago,0,1,0,0,Illinois State vs. Loyola Chicago,Loyola Chicago,125.0,90,Illinois State,210.0,60,1,30
2020-12-28,@ Loyola Chicago,0,1,0,0,Illinois State vs. Loyola Chicago,Loyola Chicago,223.0,86,Illinois State,215.0,55,1,31
2021-01-16,@ Illinois State,0,1,0,0,Indiana State vs. Illinois State,Illinois State,318.0,65,Indiana State,41.0,73,0,-8
2021-01-17,@ Illinois State,0,1,0,0,Indiana State vs. Illinois State,Illinois State,319.0,68,Indiana State,48.0,74,0,-6
2021-01-23,@ Illinois State,0,1,0,0,Valparaiso vs. Illinois State,Illinois State,308.0,60,Valparaiso,228.0,69,0,-9
2021-01-24,@ Illinois State,0,1,0,0,Valparaiso vs. Illinois State,Illinois State,329.0,66,Valparaiso,238.0,70,0,-4
2021-02-06,@ Illinois State,0,1,0,0,Missouri State vs. Illinois State,Illinois State,302.0,67,Missouri State,110.0,74,0,-7
2021-02-07,@ Illinois State,0,1,0,0,Missouri State vs. Illinois State,Illinois State,283.0,62,Missouri State,134.0,72,0,-10
2021-02-13,@ Southern Illinois,0,1,0,0,Illinois State vs. Southern Illinois,Southern Illinois,254.0,55,Illinois State,247.0,80,0,-25
2021-02-14,@ Southern Illinois,0,1,0,0,Illinois State vs. Southern Illinois,Southern Illinois,299.0,59,Illinois State,245.0,49,1,10
2021-02-26,@ Illinois State,0,1,0,0,Northern Iowa vs. Illinois State,Illinois State,270.0,56,Northern Iowa,148.0,70,0,-14
2021-02-27,@ Illinois State,0,1,0,0,Northern Iowa vs. Illinois State,Illinois State,259.0,87,Northern Iowa,161.0,94,0,-7
2021-03-04,Neutral,1,0,1,0,Illinois State vs. Northern Iowa,Northern Iowa,85.0,65,Illinois State,251.0,60,1,5
2020-11-28,@ Illinois-Chicago,0,0,0,0,Central Michigan vs. Illinois-Chicago,Illinois-Chicago,100.0,74,Central Michigan,184.0,72,1,2
2020-12-01,@ Illinois-Chicago,0,0,0,0,Valparaiso vs. Illinois-Chicago,Illinois-Chicago,141.0,66,Valparaiso,99.0,50,1,16
2020-12-13,@ Illinois-Chicago,0,0,0,0,Loyola Chicago vs. Illinois-Chicago,Illinois-Chicago,270.0,66,Loyola Chicago,307.0,77,0,-11
2020-12-19,@ Illinois-Chicago,0,1,0,0,Oakland vs. Illinois-Chicago,Illinois-Chicago,281.0,74,Oakland,276.0,72,1,2
2020-12-20,@ Illinois-Chicago,0,1,0,0,Oakland vs. Illinois-Chicago,Illinois-Chicago,316.0,90,Oakland,288.0,73,1,17
2021-01-08,@ Purdue Fort Wayne,0,1,0,0,Illinois-Chicago vs. Purdue Fort Wayne,Purdue Fort Wayne,317.0,96,Illinois-Chicago,307.0,89,1,7
2021-01-09,@ Purdue Fort Wayne,0,1,0,0,Illinois-Chicago vs. Purdue Fort Wayne,Purdue Fort Wayne,318.0,88,Illinois-Chicago,320.0,55,1,33
2021-01-15,@ Illinois-Chicago,0,1,0,0,Robert Morris vs. Illinois-Chicago,Illinois-Chicago,317.0,67,Robert Morris,92.0,53,1,14
2021-01-16,@ Illinois-Chicago,0,1,0,0,Robert Morris vs. Illinois-Chicago,Illinois-Chicago,327.0,66,Robert Morris,139.0,62,1,4
2021-01-22,@ Youngstown State,0,1,0,0,Illinois-Chicago vs. Youngstown State,Youngstown State,339.0,66,Illinois-Chicago,301.0,67,0,-1
2021-01-23,@ Youngstown State,0,1,0,0,Illinois-Chicago vs. Youngstown State,Youngstown State,339.0,85,Illinois-Chicago,325.0,77,1,8
2021-01-29,@ Northern Kentucky,0,1,0,0,Illinois-Chicago vs. Northern Kentucky,Northern Kentucky,253.0,72,Illinois-Chicago,330.0,68,1,4
2021-01-30,@ Northern Kentucky,0,1,0,0,Illinois-Chicago vs. Northern Kentucky,Northern Kentucky,267.0,69,Illinois-Chicago,332.0,67,1,2
2021-02-05,@ Illinois-Chicago,0,1,0,0,Wright State vs. Illinois-Chicago,Illinois-Chicago,322.0,47,Wright State,101.0,72,0,-25
2021-02-06,@ Illinois-Chicago,0,1,0,0,Wright State vs. Illinois-Chicago,Illinois-Chicago,324.0,57,Wright State,83.0,77,0,-20
2021-02-12,@ IUPUI,0,1,0,0,Illinois-Chicago vs. IUPUI,IUPUI,301.0,89,Illinois-Chicago,295.0,69,1,20
2021-02-13,@ IUPUI,0,1,0,0,Illinois-Chicago vs. IUPUI,IUPUI,288.0,88,Illinois-Chicago,297.0,81,1,7
2021-02-25,@ Youngstown State,0,0,1,0,Illinois-Chicago vs. Youngstown State,Youngstown State,324.0,74,Illinois-Chicago,304.0,58,1,16
2020-11-27,@ Incarnate Word,0,0,0,0,Rice vs. Incarnate Word,Incarnate Word,,53,Rice,,68,0,-15
2020-12-02,@ Wyoming,0,0,0,0,Incarnate Word vs. Wyoming,Wyoming,236.0,94,Incarnate Word,10.0,83,1,11
2020-12-05,@ Texas State,0,0,0,0,Incarnate Word vs. Texas State,Texas State,169.0,72,Incarnate Word,36.0,64,1,8
2020-12-29,@ Texas Tech,0,0,0,0,Incarnate Word vs. Texas Tech,Texas Tech,13.0,79,Incarnate Word,128.0,51,1,28
2021-01-06,@ Northwestern State,0,1,0,0,Incarnate Word vs. Northwestern State,Northwestern State,292.0,67,Incarnate Word,126.0,75,0,-8
2021-01-09,@ New Orleans,0,1,0,0,Incarnate Word vs. New Orleans,New Orleans,246.0,86,Incarnate Word,167.0,64,1,22
2021-01-13,@ Incarnate Word,0,1,0,0,McNeese State vs. Incarnate Word,Incarnate Word,259.0,83,McNeese State,337.0,61,1,22
2021-01-16,@ Incarnate Word,0,1,0,0,Stephen F. Austin vs. Incarnate Word,Incarnate Word,246.0,65,Stephen F. Austin,262.0,83,0,-18
2021-01-23,@ Incarnate Word,0,1,0,0,Texas A&M-Corpus Christi vs. Incarnate Word,Incarnate Word,282.0,72,Texas A&M-Corpus Christi,321.0,53,1,19
2021-02-03,@ Lamar,0,1,0,0,Incarnate Word vs. Lamar,Lamar,319.0,58,Incarnate Word,219.0,67,0,-9
2021-02-06,@ Texas A&M-Corpus Christi,0,1,0,0,Incarnate Word vs. Texas A&M-Corpus Christi,Texas A&M-Corpus Christi,334.0,53,Incarnate Word,243.0,58,0,-5
2021-02-10,@ Incarnate Word,0,1,0,0,Northwestern State vs. Incarnate Word,Incarnate Word,224.0,67,Northwestern State,223.0,68,0,-1
2021-02-24,@ Incarnate Word,0,1,0,0,Lamar vs. Incarnate Word,Incarnate Word,261.0,45,Lamar,210.0,67,0,-22
2021-03-01,@ Incarnate Word,0,1,0,0,New Orleans vs. Incarnate Word,Incarnate Word,329.0,72,New Orleans,280.0,88,0,-16
2021-03-09,Neutral,1,0,1,0,Houston Baptist vs. Incarnate Word,Incarnate Word,324.0,68,Houston Baptist,346.0,80,0,-12
2020-11-30,Neutral,1,0,0,0,Providence vs. Indiana,Indiana,212.0,79,Providence,220.0,58,1,21
2020-12-01,Neutral,1,0,0,0,Texas vs. Indiana,Indiana,64.0,44,Texas,92.0,66,0,-22
2020-12-02,Neutral,1,0,0,0,Stanford vs. Indiana,Indiana,13.0,79,Stanford,26.0,63,1,16
2020-12-13,@ Indiana,0,0,0,0,North Alabama vs. Indiana,Indiana,40.0,87,North Alabama,310.0,52,1,35
2020-12-23,@ Indiana,0,1,0,0,Northwestern vs. Indiana,Indiana,40.0,67,Northwestern,304.0,74,0,-7
2020-12-30,@ Indiana,0,1,0,0,Penn State vs. Indiana,Indiana,49.0,87,Penn State,6.0,85,1,2
2021-01-04,@ Indiana,0,1,0,0,Maryland vs. Indiana,Indiana,37.0,63,Maryland,28.0,55,1,8
2021-01-07,@ Wisconsin,0,1,0,0,Indiana vs. Wisconsin,Wisconsin,70.0,80,Indiana,33.0,73,1,7
2021-01-10,@ Nebraska,0,1,0,0,Indiana vs. Nebraska,Nebraska,38.0,76,Indiana,31.0,84,0,-8
2021-01-14,@ Indiana,0,1,0,0,Purdue vs. Indiana,Indiana,41.0,69,Purdue,25.0,81,0,-12
2021-01-21,@ Iowa,0,1,0,0,Indiana vs. Iowa,Iowa,12.0,69,Indiana,60.0,81,0,-12
2021-01-24,@ Indiana,0,1,0,0,Rutgers vs. Indiana,Indiana,51.0,70,Rutgers,76.0,74,0,-4
2021-02-07,@ Indiana,0,1,0,0,Iowa vs. Indiana,Indiana,38.0,67,Iowa,24.0,65,1,2
2021-02-10,@ Northwestern,0,1,0,0,Indiana vs. Northwestern,Northwestern,90.0,76,Indiana,44.0,79,0,-3
2021-02-13,@ Ohio State,0,1,0,0,Indiana vs. Ohio State,Ohio State,13.0,78,Indiana,58.0,59,1,19
2021-02-17,@ Indiana,0,1,0,0,Minnesota vs. Indiana,Indiana,72.0,82,Minnesota,97.0,72,1,10
2021-02-20,@ Indiana,0,1,0,0,Michigan State vs. Indiana,Indiana,105.0,71,Michigan State,176.0,78,0,-7
2021-02-24,@ Rutgers,0,1,0,0,Indiana vs. Rutgers,Rutgers,74.0,74,Indiana,122.0,63,1,11
2021-02-27,@ Indiana,0,1,0,0,Michigan vs. Indiana,Indiana,124.0,57,Michigan,1.0,73,0,-16
2021-03-02,@ Michigan State,0,1,0,0,Indiana vs. Michigan State,Michigan State,146.0,64,Indiana,97.0,58,1,6
2021-03-06,@ Purdue,0,1,0,0,Indiana vs. Purdue,Purdue,46.0,67,Indiana,113.0,58,1,9
2021-03-11,Neutral,1,0,1,0,Indiana vs. Rutgers,Rutgers,63.0,61,Indiana,126.0,50,1,11
2020-12-12,@ Purdue,0,0,0,0,Indiana State vs. Purdue,Purdue,307.0,80,Indiana State,126.0,68,1,12
2020-12-15,@ Saint Louis,0,0,0,0,Indiana State vs. Saint Louis,Saint Louis,120.0,78,Indiana State,165.0,59,1,19
2020-12-22,@ Indiana State,0,0,0,0,Southeast Missouri State vs. Indiana State,Indiana State,111.0,72,Southeast Missouri State,198.0,66,1,6
2021-01-02,@ Missouri State,0,1,0,0,Indiana State vs. Missouri State,Missouri State,276.0,84,Indiana State,29.0,74,1,10
2021-01-03,@ Missouri State,0,1,0,0,Indiana State vs. Missouri State,Missouri State,278.0,70,Indiana State,33.0,66,1,4
2021-01-10,@ Indiana State,0,1,0,0,Loyola Chicago vs. Indiana State,Indiana State,39.0,76,Loyola Chicago,225.0,71,1,5
2021-01-11,@ Indiana State,0,1,0,0,Loyola Chicago vs. Indiana State,Indiana State,35.0,48,Loyola Chicago,274.0,58,0,-10
2021-01-25,@ Indiana State,0,1,0,0,Southern Illinois vs. Indiana State,Indiana State,75.0,69,Southern Illinois,220.0,66,1,3
2021-01-26,@ Indiana State,0,1,0,0,Southern Illinois vs. Indiana State,Indiana State,107.0,71,Southern Illinois,246.0,59,1,12
2021-02-06,@ Northern Iowa,0,1,0,0,Indiana State vs. Northern Iowa,Northern Iowa,142.0,57,Indiana State,169.0,61,0,-4
2021-02-07,@ Northern Iowa,0,1,0,0,Indiana State vs. Northern Iowa,Northern Iowa,196.0,70,Indiana State,179.0,67,1,3
2021-02-26,@ Valparaiso,0,1,0,0,Indiana State vs. Valparaiso,Valparaiso,245.0,43,Indiana State,194.0,58,0,-15
2021-02-27,@ Valparaiso,0,1,0,0,Indiana State vs. Valparaiso,Valparaiso,195.0,70,Indiana State,172.0,58,1,12
2021-03-06,Neutral,1,0,1,0,Indiana State vs. Loyola Chicago,Loyola Chicago,90.0,65,Indiana State,159.0,49,1,16
2020-11-30,@ Seton Hall,0,0,0,0,Iona vs. Seton Hall,Seton Hall,222.0,86,Iona,159.0,64,1,22
2020-12-08,@ Iona,0,0,0,0,Morgan State vs. Iona,Iona,216.0,72,Morgan State,272.0,83,0,-11
2020-12-18,@ Rider,0,1,0,0,Iona vs. Rider,Rider,283.0,56,Iona,197.0,70,0,-14
2020-12-19,@ Rider,0,1,0,0,Iona vs. Rider,Rider,278.0,64,Iona,199.0,72,0,-8
2021-02-12,@ Iona,0,1,0,0,Manhattan vs. Iona,Iona,227.0,85,Manhattan,217.0,67,1,18
2021-02-13,@ Iona,0,1,0,0,Manhattan vs. Iona,Iona,246.0,70,Manhattan,265.0,77,0,-7
2021-02-17,@ Quinnipiac,0,1,0,0,Iona vs. Quinnipiac,Quinnipiac,262.0,74,Iona,248.0,70,1,4
2021-02-19,@ Iona,0,1,0,0,Monmouth vs. Iona,Iona,265.0,91,Monmouth,94.0,86,1,5
2021-02-20,@ Iona,0,1,0,0,Monmouth vs. Iona,Iona,232.0,88,Monmouth,91.0,65,1,23
2021-03-09,Neutral,1,0,1,0,Quinnipiac vs. Iona,Iona,176.0,72,Quinnipiac,291.0,48,1,24
2021-03-10,Neutral,1,0,1,0,Siena vs. Iona,Iona,149.0,55,Siena,158.0,52,1,3
2021-03-12,Neutral,1,0,1,0,Niagara vs. Iona,Iona,119.0,70,Niagara,176.0,64,1,6
2020-11-27,@ Iowa,0,0,0,0,Southern vs. Iowa,Iowa,70.0,103,Southern,139.0,76,1,27
2020-12-03,@ Iowa,0,0,0,0,Western Illinois vs. Iowa,Iowa,164.0,99,Western Illinois,258.0,58,1,41
2020-12-08,@ Iowa,0,0,0,0,North Carolina vs. Iowa,Iowa,192.0,93,North Carolina,176.0,80,1,13
2020-12-11,@ Iowa,0,0,0,0,Iowa State vs. Iowa,Iowa,86.0,105,Iowa State,295.0,77,1,28
2020-12-13,@ Iowa,0,0,0,0,Northern Illinois vs. Iowa,Iowa,53.0,106,Northern Illinois,281.0,53,1,53
2020-12-22,@ Iowa,0,1,0,0,Purdue vs. Iowa,Iowa,76.0,70,Purdue,34.0,55,1,15
2020-12-25,@ Minnesota,0,1,0,0,Iowa vs. Minnesota,Minnesota,171.0,102,Iowa,88.0,95,1,7
2020-12-29,@ Iowa,0,1,0,0,Northwestern vs. Iowa,Iowa,66.0,87,Northwestern,81.0,72,1,15
2021-01-02,@ Rutgers,0,1,0,0,Iowa vs. Rutgers,Rutgers,25.0,75,Iowa,36.0,77,0,-2
2021-01-07,@ Maryland,0,1,0,0,Iowa vs. Maryland,Maryland,24.0,67,Iowa,22.0,89,0,-22
2021-01-10,@ Iowa,0,1,0,0,Minnesota vs. Iowa,Iowa,19.0,86,Minnesota,78.0,71,1,15
2021-01-17,@ Northwestern,0,1,0,0,Iowa vs. Northwestern,Northwestern,37.0,73,Iowa,14.0,96,0,-23
2021-02-02,@ Iowa,0,1,0,0,Michigan State vs. Iowa,Iowa,36.0,84,Michigan State,207.0,78,1,6
2021-02-04,@ Iowa,0,1,0,0,Ohio State vs. Iowa,Iowa,28.0,85,Ohio State,22.0,89,0,-4
2021-02-10,@ Iowa,0,1,0,0,Rutgers vs. Iowa,Iowa,29.0,79,Rutgers,65.0,66,1,13
2021-02-13,@ Michigan State,0,1,0,0,Iowa vs. Michigan State,Michigan State,205.0,58,Iowa,22.0,88,0,-30
2021-02-18,@ Wisconsin,0,1,0,0,Iowa vs. Wisconsin,Wisconsin,58.0,62,Iowa,21.0,77,0,-15
2021-02-21,@ Iowa,0,1,0,0,Penn State vs. Iowa,Iowa,34.0,74,Penn State,29.0,68,1,6
2021-02-25,@ Michigan,0,1,0,0,Iowa vs. Michigan,Michigan,1.0,79,Iowa,16.0,57,1,22
2021-02-28,@ Ohio State,0,1,0,0,Iowa vs. Ohio State,Ohio State,31.0,57,Iowa,24.0,73,0,-16
2021-03-04,@ Iowa,0,1,0,0,Nebraska vs. Iowa,Iowa,28.0,102,Nebraska,146.0,64,1,38
2021-03-07,@ Iowa,0,1,0,0,Wisconsin vs. Iowa,Iowa,17.0,77,Wisconsin,69.0,73,1,4
2021-03-12,Neutral,1,0,1,0,Wisconsin vs. Iowa,Iowa,14.0,62,Wisconsin,72.0,57,1,5
2021-03-22,Neutral,1,0,1,1,Oregon vs. Iowa,Iowa,8.0,80,Oregon,86.0,95,0,-15
2020-11-29,@ Iowa State,0,0,0,0,Arkansas-Pine Bluff vs. Iowa State,Iowa State,8.0,80,Arkansas-Pine Bluff,211.0,63,1,17
2020-12-02,@ Iowa State,0,0,0,0,South Dakota State vs. Iowa State,Iowa State,238.0,68,South Dakota State,149.0,71,0,-3
2020-12-15,@ Iowa State,0,1,0,0,Kansas State vs. Iowa State,Iowa State,260.0,65,Kansas State,153.0,74,0,-9
2020-12-18,@ West Virginia,0,1,0,0,Iowa State vs. West Virginia,West Virginia,46.0,70,Iowa State,281.0,65,1,5
2020-12-20,@ Iowa State,0,0,0,0,Jackson State vs. Iowa State,Iowa State,267.0,60,Jackson State,168.0,45,1,15
2021-01-05,@ Texas,0,1,0,0,Iowa State vs. Texas,Texas,16.0,78,Iowa State,222.0,72,1,6
2021-01-09,@ Iowa State,0,1,0,0,Texas Tech vs. Iowa State,Iowa State,186.0,64,Texas Tech,13.0,91,0,-27
2021-01-25,@ Iowa State,0,1,0,0,Oklahoma State vs. Iowa State,Iowa State,147.0,60,Oklahoma State,42.0,81,0,-21
2021-01-30,@ Mississippi State,0,0,0,0,Iowa State vs. Mississippi State,Mississippi State,118.0,95,Iowa State,154.0,56,1,39
2021-02-02,@ Iowa State,0,1,0,0,West Virginia vs. Iowa State,Iowa State,172.0,72,West Virginia,8.0,76,0,-4
2021-02-06,@ Oklahoma,0,1,0,0,Iowa State vs. Oklahoma,Oklahoma,5.0,79,Iowa State,175.0,72,1,7
2021-02-09,@ TCU,0,1,0,0,Iowa State vs. TCU,TCU,86.0,79,Iowa State,155.0,76,1,3
2021-02-11,@ Kansas,0,1,0,0,Iowa State vs. Kansas,Kansas,34.0,97,Iowa State,159.0,64,1,33
2021-02-13,@ Iowa State,0,1,0,0,Kansas vs. Iowa State,Iowa State,182.0,50,Kansas,31.0,64,0,-14
2021-02-16,@ Oklahoma State,0,1,0,0,Iowa State vs. Oklahoma State,Oklahoma State,39.0,76,Iowa State,157.0,58,1,18
2021-02-20,@ Iowa State,0,1,0,0,Oklahoma vs. Iowa State,Iowa State,171.0,56,Oklahoma,7.0,66,0,-10
2021-02-27,@ Iowa State,0,1,0,0,TCU vs. Iowa State,Iowa State,134.0,72,TCU,102.0,76,0,-4
2021-03-02,@ Iowa State,0,1,0,0,Texas vs. Iowa State,Iowa State,154.0,67,Texas,19.0,81,0,-14
2021-03-04,@ Texas Tech,0,1,0,0,Iowa State vs. Texas Tech,Texas Tech,5.0,81,Iowa State,153.0,54,1,27
2021-03-06,@ Kansas State,0,1,0,0,Iowa State vs. Kansas State,Kansas State,170.0,61,Iowa State,179.0,56,1,5
2021-03-10,Neutral,1,0,1,0,Iowa State vs. Oklahoma,Oklahoma,31.0,79,Iowa State,200.0,73,1,6
2020-12-12,@ IUPUI,0,0,0,0,Tennessee State vs. IUPUI,IUPUI,31.0,69,Tennessee State,307.0,66,1,3
2021-01-08,@ Milwaukee,0,1,0,0,IUPUI vs. Milwaukee,Milwaukee,297.0,94,IUPUI,332.0,70,1,24
2021-01-09,@ Milwaukee,0,1,0,0,IUPUI vs. Milwaukee,Milwaukee,288.0,71,IUPUI,321.0,63,1,8
2021-01-15,@ Northern Kentucky,0,1,0,0,IUPUI vs. Northern Kentucky,Northern Kentucky,209.0,69,IUPUI,250.0,74,0,-5
2021-01-16,@ Northern Kentucky,0,1,0,0,IUPUI vs. Northern Kentucky,Northern Kentucky,206.0,63,IUPUI,251.0,65,0,-2
2021-01-22,@ IUPUI,0,1,0,0,Wright State vs. IUPUI,IUPUI,287.0,65,Wright State,238.0,95,0,-30
2021-01-23,@ IUPUI,0,1,0,0,Wright State vs. IUPUI,IUPUI,273.0,72,Wright State,200.0,100,0,-28
2021-01-29,@ IUPUI,0,1,0,0,Milwaukee vs. IUPUI,IUPUI,258.0,73,Milwaukee,331.0,68,1,5
2021-01-30,@ IUPUI,0,1,0,0,Milwaukee vs. IUPUI,IUPUI,281.0,76,Milwaukee,331.0,83,0,-7
2021-02-19,@ Youngstown State,0,1,0,0,IUPUI vs. Youngstown State,Youngstown State,326.0,70,IUPUI,267.0,72,0,-2
2021-02-20,@ Youngstown State,0,1,0,0,IUPUI vs. Youngstown State,Youngstown State,331.0,77,IUPUI,271.0,70,1,7
2021-02-25,@ Milwaukee,0,0,1,0,IUPUI vs. Milwaukee,Milwaukee,280.0,84,IUPUI,246.0,72,1,12
2020-12-08,@ Mississippi State,0,0,0,0,Jackson State vs. Mississippi State,Mississippi State,289.0,82,Jackson State,246.0,59,1,23
2020-12-10,@ Ole Miss,0,0,0,0,Jackson State vs. Ole Miss,Ole Miss,300.0,80,Jackson State,98.0,45,1,35
2020-12-15,@ Louisiana Tech,0,0,0,0,Jackson State vs. Louisiana Tech,Louisiana Tech,172.0,85,Jackson State,127.0,58,1,27
2021-01-04,@ Alabama State,0,1,0,0,Jackson State vs. Alabama State,Alabama State,337.0,44,Jackson State,253.0,60,0,-16
2021-01-30,@ Jackson State,0,1,0,0,Mississippi Valley State vs. Jackson State,Jackson State,337.0,106,Mississippi Valley State,343.0,56,1,50
2021-02-08,@ Southern,0,1,0,0,Jackson State vs. Southern,Southern,306.0,53,Jackson State,341.0,57,0,-4
2021-02-27,@ Mississippi Valley State,0,1,0,0,Jackson State vs. Mississippi Valley State,Mississippi Valley State,345.0,54,Jackson State,337.0,68,0,-14
2021-03-12,Neutral,1,0,1,0,Jackson State vs. Texas Southern,Texas Southern,321.0,84,Jackson State,343.0,81,1,3
2020-11-28,@ Jacksonville,0,0,0,0,Southern Mississippi vs. Jacksonville,Jacksonville,,66,Southern Mississippi,,51,1,15
2020-12-02,@ Jacksonville,0,0,0,0,Presbyterian vs. Jacksonville,Jacksonville,,78,Presbyterian,,65,1,13
2020-12-08,@ Jacksonville,0,0,0,0,Campbell vs. Jacksonville,Jacksonville,151.0,78,Campbell,289.0,80,0,-2
2020-12-10,@ Jacksonville,0,0,0,0,New Orleans vs. Jacksonville,Jacksonville,127.0,77,New Orleans,124.0,70,1,7
2020-12-13,@ South Carolina State,0,0,0,0,Jacksonville vs. South Carolina State,South Carolina State,279.0,58,Jacksonville,264.0,60,0,-2
2020-12-19,@ Miami (FL),0,0,0,0,Jacksonville vs. Miami (FL),Miami (FL),176.0,73,Jacksonville,305.0,64,1,9
2020-12-21,@ Kansas State,0,0,0,0,Jacksonville vs. Kansas State,Kansas State,63.0,70,Jacksonville,268.0,46,1,24
2021-01-01,@ Kennesaw State,0,1,0,0,Jacksonville vs. Kennesaw State,Kennesaw State,174.0,57,Jacksonville,319.0,62,0,-5
2021-01-02,@ Kennesaw State,0,1,0,0,Jacksonville vs. Kennesaw State,Kennesaw State,199.0,66,Jacksonville,310.0,72,0,-6
2021-01-08,@ Jacksonville,0,1,0,0,North Florida vs. Jacksonville,Jacksonville,291.0,66,North Florida,93.0,65,1,1
2021-01-09,@ Jacksonville,0,1,0,0,North Florida vs. Jacksonville,Jacksonville,316.0,68,North Florida,118.0,70,0,-2
2021-01-22,@ North Alabama,0,1,0,0,Jacksonville vs. North Alabama,North Alabama,328.0,82,Jacksonville,335.0,81,1,1
2021-01-23,@ North Alabama,0,1,0,0,Jacksonville vs. North Alabama,North Alabama,335.0,76,Jacksonville,336.0,54,1,22
2021-01-29,@ Jacksonville,0,1,0,0,Liberty vs. Jacksonville,Jacksonville,333.0,54,Liberty,241.0,59,0,-5
2021-01-30,@ Jacksonville,0,1,0,0,Liberty vs. Jacksonville,Jacksonville,325.0,58,Liberty,201.0,64,0,-6
2021-02-12,@ Jacksonville,0,1,0,0,Lipscomb vs. Jacksonville,Jacksonville,318.0,66,Lipscomb,202.0,60,1,6
2021-02-13,@ Jacksonville,0,1,0,0,Lipscomb vs. Jacksonville,Jacksonville,304.0,69,Lipscomb,207.0,71,0,-2
2021-02-19,@ Stetson,0,1,0,0,Jacksonville vs. Stetson,Stetson,168.0,91,Jacksonville,309.0,75,1,16
2021-02-20,@ Stetson,0,1,0,0,Jacksonville vs. Stetson,Stetson,196.0,82,Jacksonville,307.0,86,0,-4
2020-11-29,@ South Alabama,0,0,0,0,Jacksonville State vs. South Alabama,South Alabama,45.0,73,Jacksonville State,32.0,77,0,-4
2020-12-13,@ Tennessee Tech,0,1,0,0,Jacksonville State vs. Tennessee Tech,Tennessee Tech,208.0,67,Jacksonville State,69.0,73,0,-6
2020-12-16,@ Jacksonville State,0,1,0,0,Tennessee Tech vs. Jacksonville State,Jacksonville State,122.0,74,Tennessee Tech,238.0,50,1,24
2020-12-30,@ Jacksonville State,0,1,0,0,UT Martin vs. Jacksonville State,Jacksonville State,171.0,80,UT Martin,323.0,70,1,10
2021-01-09,@ Morehead State,0,1,0,0,Jacksonville State vs. Morehead State,Morehead State,172.0,56,Jacksonville State,171.0,55,1,1
2021-01-14,@ Jacksonville State,0,1,0,0,Tennessee State vs. Jacksonville State,Jacksonville State,191.0,65,Tennessee State,211.0,64,1,1
2021-01-21,@ Murray State,0,1,0,0,Jacksonville State vs. Murray State,Murray State,187.0,82,Jacksonville State,133.0,85,0,-3
2021-01-28,@ Jacksonville State,0,1,0,0,Morehead State vs. Jacksonville State,Jacksonville State,169.0,66,Morehead State,242.0,85,0,-19
2021-02-04,@ UT Martin,0,1,0,0,Jacksonville State vs. UT Martin,UT Martin,305.0,70,Jacksonville State,157.0,82,0,-12
2021-02-06,@ Southeast Missouri State,0,1,0,0,Jacksonville State vs. Southeast Missouri State,Southeast Missouri State,280.0,54,Jacksonville State,135.0,66,0,-12
2021-02-13,@ Jacksonville State,0,1,0,0,SIU-Edwardsville vs. Jacksonville State,Jacksonville State,185.0,80,SIU-Edwardsville,309.0,60,1,20
2021-02-20,@ Tennessee State,0,1,0,0,Jacksonville State vs. Tennessee State,Tennessee State,303.0,76,Jacksonville State,178.0,77,0,-1
2021-02-25,@ Jacksonville State,0,1,0,0,Murray State vs. Jacksonville State,Jacksonville State,236.0,87,Murray State,216.0,74,1,13
2021-03-04,Neutral,1,0,1,0,Murray State vs. Jacksonville State,Jacksonville State,186.0,68,Murray State,205.0,65,1,3
2020-11-27,@ James Madison,0,0,0,0,Norfolk State vs. James Madison,James Madison,,73,Norfolk State,,83,0,-10
2020-11-29,@ James Madison,0,0,0,0,Radford vs. James Madison,James Madison,100.0,67,Radford,76.0,59,1,8
2020-12-22,@ VCU,0,0,0,0,James Madison vs. VCU,VCU,29.0,82,James Madison,180.0,81,1,1
2021-01-03,@ James Madison,0,0,0,0,Morgan State vs. James Madison,James Madison,109.0,73,Morgan State,156.0,80,0,-7
2021-01-16,@ Towson,0,1,0,0,James Madison vs. Towson,Towson,256.0,72,James Madison,115.0,81,0,-9
2021-01-23,@ Northeastern,0,1,0,0,James Madison vs. Northeastern,Northeastern,170.0,72,James Madison,130.0,63,1,9
2021-01-24,@ Northeastern,0,1,0,0,James Madison vs. Northeastern,Northeastern,130.0,72,James Madison,120.0,79,0,-7
2021-01-27,@ James Madison,0,1,0,0,Towson vs. James Madison,James Madison,152.0,78,Towson,203.0,63,1,15
2020-11-27,Neutral,1,0,0,0,Saint Joseph's vs. Kansas,Kansas,41.0,94,Saint Joseph's,66.0,72,1,22
2020-12-01,Neutral,1,0,0,0,Kentucky vs. Kansas,Kansas,49.0,65,Kentucky,88.0,62,1,3
