G,Date,Location,Opp,Game Type,W/L,Tm Score,Opp Score,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,Opp FG,Opp FGA,Opp FG%,Opp 3P,Opp 3PA,Opp 3P%,Opp 2P,Opp 2PA,Opp 2P%,Opp eFG%,Opp FT,Opp FTA,Opp FT%,Opp ORB,Opp DRB,Opp TRB,Opp AST,Opp STL,Opp BLK,Opp TOV,Opp PF,Tm
22,2021-03-02,@,Northern Kentucky,CTOURN,L,69,70,25,49,0.51,13,31,0.419,12,18,0.667,0.643,6,7,0.857,3,19,22,12,5,1,10,11,27,62,0.435,9,31,0.29,18,31,0.581,0.508,7,8,0.875,13,20,33,16,7,0,11,11,Detroit Mercy
1,2020-11-25,@,Kansas State,REG (Non-Conf),W,80,70,29,60,0.483,7,23,0.304,22,37,0.595,0.542,15,18,0.833,11,20,31,17,9,4,7,15,25,56,0.446,8,22,0.364,17,34,0.5,0.518,12,20,0.6,14,20,34,12,3,3,14,17,Drake
2,2020-11-27,N,South Dakota,REG (Non-Conf),W,69,53,27,62,0.435,7,17,0.412,20,45,0.444,0.492,8,13,0.615,9,26,35,17,8,3,8,18,19,51,0.373,2,14,0.143,17,37,0.459,0.392,13,18,0.722,7,23,30,8,3,2,12,13,Drake
3,2020-12-03,,Omaha,REG (Non-Conf),W,87,66,35,64,0.547,8,15,0.533,27,49,0.551,0.609,9,13,0.692,8,31,39,17,5,2,14,23,20,58,0.345,6,19,0.316,14,39,0.359,0.397,20,29,0.69,12,21,33,10,10,3,13,14,Drake
4,2020-12-06,,,REG (Non-Conf),W,97,53,37,71,0.521,14,30,0.467,23,41,0.561,0.62,9,11,0.818,9,30,39,22,14,4,11,13,19,64,0.297,10,26,0.385,9,38,0.237,0.375,5,8,0.625,11,25,36,9,5,2,23,17,Drake
5,2020-12-09,,,REG (Non-Conf),W,90,66,40,65,0.615,4,14,0.286,36,51,0.706,0.646,6,9,0.667,10,29,39,19,8,7,14,13,24,63,0.381,11,26,0.423,13,37,0.351,0.468,7,11,0.636,6,16,22,9,8,2,12,9,Drake
6,2020-12-13,,Air Force,REG (Non-Conf),W,81,53,31,55,0.564,10,24,0.417,21,31,0.677,0.655,9,14,0.643,10,27,37,16,7,2,13,19,17,49,0.347,4,18,0.222,13,31,0.419,0.388,15,20,0.75,3,15,18,5,10,0,12,12,Drake
7,2020-12-18,@,South Dakota,REG (Non-Conf),W,75,57,24,51,0.471,7,18,0.389,17,33,0.515,0.539,20,29,0.69,7,24,31,8,8,2,14,20,21,49,0.429,4,15,0.267,17,34,0.5,0.469,11,15,0.733,3,18,21,14,4,4,18,25,Drake
8,2020-12-20,,Chicago State,REG (Non-Conf),W,111,67,46,76,0.605,12,28,0.429,34,48,0.708,0.684,7,11,0.636,17,29,46,25,7,3,11,13,26,60,0.433,7,25,0.28,19,35,0.543,0.492,8,12,0.667,6,14,20,11,7,0,14,12,Drake
9,2020-12-22,,North Dakota,REG (Non-Conf),W,88,55,37,67,0.552,8,13,0.615,29,54,0.537,0.612,6,10,0.6,13,20,33,15,15,2,13,19,16,46,0.348,3,18,0.167,13,28,0.464,0.38,20,23,0.87,7,19,26,8,6,6,21,9,Drake
10,2020-12-27,@,Indiana State,REG (Conf),W,81,63,33,61,0.541,9,18,0.5,24,43,0.558,0.615,6,9,0.667,5,25,30,16,4,0,11,19,19,49,0.388,7,21,0.333,12,28,0.429,0.459,18,22,0.818,3,21,24,7,3,4,12,13,Drake
11,2020-12-28,@,Indiana State,REG (Conf),W,73,66,25,53,0.472,4,16,0.25,21,37,0.568,0.509,19,28,0.679,8,19,27,11,8,0,9,18,25,50,0.5,6,11,0.545,19,39,0.487,0.56,10,12,0.833,5,20,25,8,5,4,17,24,Drake
12,2021-01-03,,Southern Illinois,REG (Conf),W,73,55,28,55,0.509,9,20,0.45,19,35,0.543,0.591,8,10,0.8,3,25,28,12,8,4,7,12,20,49,0.408,6,14,0.429,14,35,0.4,0.469,9,12,0.75,3,22,25,8,3,3,12,7,Drake
13,2021-01-04,,Southern Illinois,REG (Conf),W,86,55,34,57,0.596,9,15,0.6,25,42,0.595,0.675,9,10,0.9,12,25,37,13,8,5,17,14,19,52,0.365,7,25,0.28,12,27,0.444,0.433,10,15,0.667,7,10,17,10,8,0,14,12,Drake
14,2021-01-26,@,Missouri State,REG (Conf),W,68,61,25,68,0.368,4,14,0.286,21,54,0.389,0.397,14,21,0.667,9,27,36,6,8,4,5,16,24,59,0.407,2,16,0.125,22,43,0.512,0.424,11,14,0.786,9,36,45,9,2,1,16,16,Drake
15,2021-01-27,@,Missouri State,REG (Conf),W,78,73,32,67,0.478,4,15,0.267,28,52,0.538,0.507,10,13,0.769,12,26,38,10,3,1,10,22,20,56,0.357,5,18,0.278,15,38,0.395,0.402,28,32,0.875,9,22,31,7,7,2,9,15,Drake
16,2021-01-31,,Illinois State,REG (Conf),W,78,76,33,76,0.434,4,30,0.133,29,46,0.63,0.461,8,10,0.8,13,24,37,14,11,1,12,17,26,59,0.441,9,21,0.429,17,38,0.447,0.517,15,20,0.75,8,26,34,11,8,4,18,15,Drake
17,2021-02-01,,Illinois State,REG (Conf),W,95,60,35,68,0.515,13,31,0.419,22,37,0.595,0.61,12,14,0.857,10,24,34,25,12,4,7,14,24,60,0.4,6,27,0.222,18,33,0.545,0.45,6,11,0.545,10,19,29,11,5,4,15,12,Drake
18,2021-02-06,@,Valparaiso,REG (Conf),W,80,77,33,62,0.532,5,13,0.385,28,49,0.571,0.573,9,16,0.563,12,33,45,13,2,3,11,15,29,65,0.446,12,29,0.414,17,36,0.472,0.538,7,12,0.583,6,19,25,19,6,2,5,17,Drake
19,2021-02-07,@,Valparaiso,REG (Conf),L,57,74,23,63,0.365,2,15,0.133,21,48,0.438,0.381,9,17,0.529,7,27,34,10,5,4,14,21,23,51,0.451,4,15,0.267,19,36,0.528,0.49,24,29,0.828,3,34,37,13,10,7,10,13,Drake
20,2021-02-10,,Northern Iowa,REG (Conf),W,80,59,30,63,0.476,6,16,0.375,24,47,0.511,0.524,14,16,0.875,11,30,41,14,6,4,10,15,23,56,0.411,5,20,0.25,18,36,0.5,0.455,8,12,0.667,4,18,22,12,7,2,10,15,Drake
21,2021-02-13,,Loyola Chicago,REG (Conf),L,54,81,21,52,0.404,3,13,0.231,18,39,0.462,0.433,9,11,0.818,5,15,20,7,6,3,7,22,30,47,0.638,5,11,0.455,25,36,0.694,0.691,16,25,0.64,7,22,29,14,4,1,10,16,Drake
22,2021-02-14,,Loyola Chicago,REG (Conf),W,51,50,19,57,0.333,3,19,0.158,16,38,0.421,0.36,10,14,0.714,5,20,25,5,11,5,6,12,20,57,0.351,4,19,0.211,16,38,0.421,0.386,6,10,0.6,11,30,41,8,5,6,19,16,Drake
23,2021-02-17,@,Northern Iowa,REG (Conf),W,77,69,30,60,0.5,9,25,0.36,21,35,0.6,0.575,8,13,0.615,10,22,32,19,6,2,3,13,29,66,0.439,7,29,0.241,22,37,0.595,0.492,4,7,0.571,14,21,35,18,2,3,8,15,Drake
24,2021-02-21,,Evansville,REG (Conf),W,85,71,34,52,0.654,11,21,0.524,23,31,0.742,0.76,6,10,0.6,4,19,23,16,6,2,8,11,30,58,0.517,5,21,0.238,25,37,0.676,0.56,6,8,0.75,8,15,23,6,6,0,8,6,Drake
25,2021-02-22,,Evansville,REG (Conf),W,74,63,25,47,0.532,8,18,0.444,17,29,0.586,0.617,16,20,0.8,8,26,34,10,1,8,12,12,23,53,0.434,9,23,0.391,14,30,0.467,0.519,8,10,0.8,4,16,20,7,8,1,6,14,Drake
26,2021-02-26,@,Bradley,REG (Conf),W,80,71,29,55,0.527,12,22,0.545,17,33,0.515,0.636,10,19,0.526,6,25,31,18,4,2,6,9,29,61,0.475,8,26,0.308,21,35,0.6,0.541,5,9,0.556,8,23,31,10,2,2,9,15,Drake
27,2021-02-27,@,Bradley,REG (Conf),L,61,67,21,50,0.42,2,17,0.118,19,33,0.576,0.44,17,22,0.773,7,24,31,6,6,3,12,17,24,57,0.421,6,22,0.273,18,35,0.514,0.474,13,15,0.867,10,21,31,14,6,4,8,17,Drake
28,2021-03-06,N,Missouri State,CTOURN,W,71,69,28,65,0.431,3,16,0.188,25,49,0.51,0.454,12,15,0.8,8,21,29,7,5,2,2,8,27,59,0.458,6,14,0.429,21,45,0.467,0.508,9,12,0.75,10,28,38,12,2,7,9,13,Drake
29,2021-03-07,N,Loyola Chicago,CTOURN,L,65,75,24,55,0.436,7,16,0.438,17,39,0.436,0.5,10,12,0.833,7,15,22,11,6,0,6,14,26,44,0.591,10,17,0.588,16,27,0.593,0.705,13,15,0.867,4,24,28,19,5,4,12,15,Drake
30,2021-03-18,N,Wichita State,FIRST-FOUR,W,53,52,20,53,0.377,7,19,0.368,13,34,0.382,0.443,6,10,0.6,5,27,32,13,4,5,11,16,19,56,0.339,3,18,0.167,16,38,0.421,0.366,11,22,0.5,10,23,33,7,7,7,8,13,Drake
31,2021-03-20,N,Southern California,ROUND-64,L,56,72,20,68,0.294,7,23,0.304,13,45,0.289,0.346,9,11,0.818,12,19,31,11,5,1,7,17,29,58,0.5,6,18,0.333,23,40,0.575,0.552,8,15,0.533,9,26,35,20,3,7,8,10,Drake
1,2020-11-28,@,Pittsburgh,REG (Non-Conf),L,74,83,30,62,0.484,3,19,0.158,27,43,0.628,0.508,11,14,0.786,9,16,25,17,10,0,12,16,31,50,0.62,5,19,0.263,26,31,0.839,0.67,16,22,0.727,3,20,23,17,9,5,13,14,Drexel
2,2020-12-02,N,Quinnipiac,REG (Non-Conf),W,66,48,25,59,0.424,7,16,0.438,18,43,0.419,0.483,9,14,0.643,10,24,34,15,5,4,13,21,15,44,0.341,1,12,0.083,14,32,0.438,0.352,17,24,0.708,4,26,30,5,4,4,17,19,Drexel
3,2020-12-03,N,Quinnipiac,REG (Non-Conf),W,70,58,22,54,0.407,6,17,0.353,16,37,0.432,0.463,20,24,0.833,8,24,32,14,5,6,7,14,22,56,0.393,5,17,0.294,17,39,0.436,0.438,9,12,0.75,6,24,30,15,2,5,12,23,Drexel
4,2020-12-06,,Coppin State,REG (Non-Conf),W,69,54,25,56,0.446,9,23,0.391,16,33,0.485,0.527,10,16,0.625,6,33,39,18,5,0,15,15,20,56,0.357,4,23,0.174,16,33,0.485,0.393,10,17,0.588,4,28,32,8,10,1,13,16,Drexel
5,2020-12-12,,La Salle,REG (Non-Conf),L,48,58,18,54,0.333,3,20,0.15,15,34,0.441,0.361,9,13,0.692,8,22,30,9,7,1,12,11,24,52,0.462,5,10,0.5,19,42,0.452,0.51,5,6,0.833,7,24,31,12,5,5,17,14,Drexel
6,2020-12-17,,Saint Joseph's,REG (Non-Conf),W,81,77,26,56,0.464,8,17,0.471,18,39,0.462,0.536,21,26,0.808,9,25,34,17,5,0,14,22,24,56,0.429,4,24,0.167,20,32,0.625,0.464,25,33,0.758,8,20,28,11,6,2,12,22,Drexel
7,2020-12-19,@,Fairleigh Dickinson,REG (Non-Conf),W,85,68,31,59,0.525,7,22,0.318,24,37,0.649,0.585,16,23,0.696,11,22,33,17,5,2,12,13,27,59,0.458,8,21,0.381,19,38,0.5,0.525,6,9,0.667,6,17,23,7,8,4,17,20,Drexel
8,2021-01-09,@,College of Charleston,REG (Conf),L,60,61,22,50,0.44,4,16,0.25,18,34,0.529,0.48,12,16,0.75,9,25,34,12,8,3,13,11,24,52,0.462,8,16,0.5,16,36,0.444,0.538,5,8,0.625,3,19,22,8,7,4,11,15,Drexel
9,2021-01-10,@,College of Charleston,REG (Conf),L,68,73,23,51,0.451,7,21,0.333,16,30,0.533,0.52,15,15,1.0,7,21,28,11,2,1,10,13,29,52,0.558,9,25,0.36,20,27,0.741,0.644,6,8,0.75,3,19,22,9,6,5,6,12,Drexel
10,2021-01-16,,William & Mary,REG (Conf),W,82,58,36,59,0.61,7,17,0.412,29,42,0.69,0.669,3,4,0.75,7,23,30,19,8,4,10,16,22,50,0.44,6,17,0.353,16,33,0.485,0.5,8,11,0.727,4,14,18,12,3,1,14,10,Drexel
11,2021-01-17,,William & Mary,REG (Conf),L,64,69,23,65,0.354,8,31,0.258,15,34,0.441,0.415,10,12,0.833,7,23,30,20,6,4,6,25,20,49,0.408,5,18,0.278,15,31,0.484,0.459,24,29,0.828,6,30,36,7,3,4,13,15,Drexel
12,2021-01-23,@,William & Mary,REG (Conf),W,79,64,31,52,0.596,6,19,0.316,25,33,0.758,0.654,11,13,0.846,5,24,29,17,4,6,10,13,24,61,0.393,5,21,0.238,19,40,0.475,0.434,11,14,0.786,11,12,23,8,5,4,9,16,Drexel
13,2021-01-31,@,James Madison,REG (Conf),L,64,73,22,53,0.415,6,22,0.273,16,31,0.516,0.472,14,18,0.778,8,26,34,8,1,1,15,18,25,59,0.424,7,25,0.28,18,34,0.529,0.483,16,21,0.762,9,23,32,9,7,2,5,16,Drexel
14,2021-02-06,@,Hofstra,REG (Conf),W,73,71,26,42,0.619,10,16,0.625,16,26,0.615,0.738,11,13,0.846,3,20,23,20,6,2,18,16,24,64,0.375,9,21,0.429,15,43,0.349,0.445,14,16,0.875,17,10,27,11,9,1,11,14,Drexel
15,2021-02-07,@,Hofstra,REG (Conf),L,74,79,29,55,0.527,6,16,0.375,23,39,0.59,0.582,10,17,0.588,4,22,26,20,3,2,8,16,29,60,0.483,8,17,0.471,21,43,0.488,0.55,13,15,0.867,8,24,32,14,4,3,10,14,Drexel
16,2021-02-26,@,James Madison,REG (Conf),W,84,78,28,57,0.491,12,28,0.429,16,29,0.552,0.596,16,17,0.941,10,20,30,15,4,5,15,18,28,55,0.509,8,17,0.471,20,38,0.526,0.582,14,22,0.636,5,17,22,17,8,3,10,15,Drexel
17,2021-03-07,N,College of Charleston,CTOURN,W,80,75,31,56,0.554,11,18,0.611,20,38,0.526,0.652,7,11,0.636,7,24,31,14,1,1,5,7,29,62,0.468,10,24,0.417,19,38,0.5,0.548,7,7,1.0,8,20,28,11,2,1,2,10,Drexel
18,2021-03-08,N,Northeastern,CTOURN,W,74,67,26,50,0.52,8,16,0.5,18,34,0.529,0.6,14,16,0.875,7,26,33,14,2,1,16,16,26,63,0.413,6,19,0.316,20,44,0.455,0.46,9,12,0.75,11,13,24,7,10,5,6,18,Drexel
19,2021-03-09,N,Elon,CTOURN,W,63,56,21,48,0.438,10,17,0.588,11,31,0.355,0.542,11,14,0.786,8,29,37,11,2,2,13,7,25,61,0.41,4,19,0.211,21,42,0.5,0.443,2,3,0.667,5,17,22,7,10,1,5,12,Drexel
20,2021-03-19,N,Illinois,ROUND-64,L,49,78,19,62,0.306,7,20,0.35,12,42,0.286,0.363,4,4,1.0,6,23,29,10,2,3,9,10,36,63,0.571,2,6,0.333,34,57,0.596,0.587,4,8,0.5,5,33,38,19,5,3,5,11,Drexel
1,2020-11-28,,Coppin State,REG (Non-Conf),W,81,71,34,64,0.531,9,27,0.333,25,37,0.676,0.602,4,10,0.4,14,36,50,20,6,7,21,19,23,70,0.329,10,35,0.286,13,35,0.371,0.4,15,21,0.714,11,19,30,7,12,2,8,12,Duke
2,2020-12-01,,Michigan State,REG (Non-Conf),L,69,75,20,62,0.323,5,23,0.217,15,39,0.385,0.363,24,30,0.8,9,27,36,9,9,2,12,22,27,63,0.429,5,20,0.25,22,43,0.512,0.468,16,25,0.64,12,34,46,9,6,3,15,22,Duke
3,2020-12-04,,Bellarmine,REG (Non-Conf),W,76,54,29,56,0.518,13,26,0.5,16,30,0.533,0.634,5,8,0.625,9,27,36,20,12,8,18,17,23,53,0.434,3,9,0.333,20,44,0.455,0.462,5,12,0.417,6,19,25,13,4,0,18,12,Duke
4,2020-12-08,,Illinois,REG (Non-Conf),L,68,83,27,67,0.403,5,22,0.227,22,45,0.489,0.44,9,16,0.563,10,21,31,14,8,5,12,19,29,50,0.58,7,11,0.636,22,39,0.564,0.65,18,24,0.75,3,32,35,13,7,5,18,20,Duke
5,2020-12-16,@,Notre Dame,REG (Conf),W,75,65,31,60,0.517,8,15,0.533,23,45,0.511,0.583,5,5,1.0,7,23,30,11,8,2,8,13,23,49,0.469,9,21,0.429,14,28,0.5,0.561,10,11,0.909,3,20,23,12,4,4,12,11,Duke
6,2021-01-06,,Boston College,REG (Conf),W,83,82,30,67,0.448,8,22,0.364,22,45,0.489,0.507,15,25,0.6,17,17,34,16,14,4,13,17,32,57,0.561,9,16,0.563,23,41,0.561,0.64,9,13,0.692,10,23,33,15,6,7,21,18,Duke
7,2021-01-09,,Wake Forest,REG (Conf),W,79,68,31,61,0.508,9,27,0.333,22,34,0.647,0.582,8,10,0.8,14,19,33,17,10,4,14,16,22,48,0.458,6,20,0.3,16,28,0.571,0.521,18,21,0.857,6,17,23,8,7,2,15,16,Duke
8,2021-01-12,@,Virginia Tech,REG (Conf),L,67,74,24,60,0.4,8,29,0.276,16,31,0.516,0.467,11,15,0.733,6,23,29,11,6,5,11,20,28,56,0.5,6,14,0.429,22,42,0.524,0.554,12,19,0.632,5,27,32,16,3,5,10,16,Duke
9,2021-01-19,@,Pittsburgh,REG (Conf),L,73,79,27,70,0.386,8,28,0.286,19,42,0.452,0.443,11,19,0.579,14,28,42,20,8,5,11,24,24,52,0.462,7,20,0.35,17,32,0.531,0.529,24,37,0.649,7,32,39,21,6,7,12,15,Duke
10,2021-01-23,@,Louisville,REG (Conf),L,65,70,25,54,0.463,8,25,0.32,17,29,0.586,0.537,7,9,0.778,6,19,25,7,4,1,15,23,23,50,0.46,6,16,0.375,17,34,0.5,0.52,18,24,0.75,9,24,33,12,6,2,13,15,Duke
11,2021-01-26,,Georgia Tech,REG (Conf),W,75,68,26,58,0.448,5,16,0.313,21,42,0.5,0.491,18,22,0.818,9,29,38,16,8,3,13,10,28,64,0.438,8,24,0.333,20,40,0.5,0.5,4,5,0.8,4,23,27,15,8,5,11,17,Duke
12,2021-01-30,,Clemson,REG (Conf),W,79,53,28,61,0.459,10,30,0.333,18,31,0.581,0.541,13,17,0.765,12,25,37,20,7,2,9,13,20,57,0.351,5,21,0.238,15,36,0.417,0.395,8,11,0.727,10,21,31,13,5,2,13,16,Duke
13,2021-02-01,@,Miami (FL),REG (Conf),L,75,77,29,63,0.46,5,18,0.278,24,45,0.533,0.5,12,13,0.923,10,19,29,8,6,6,13,13,31,59,0.525,7,13,0.538,24,46,0.522,0.585,8,13,0.615,8,20,28,14,9,5,14,11,Duke
14,2021-02-06,,UNC,REG (Conf),L,87,91,36,67,0.537,11,25,0.44,25,42,0.595,0.619,4,7,0.571,8,20,28,23,10,7,15,18,34,64,0.531,10,15,0.667,24,49,0.49,0.609,13,22,0.591,11,24,35,20,10,3,16,13,Duke
15,2021-02-09,,Notre Dame,REG (Conf),L,89,93,36,69,0.522,10,22,0.455,26,47,0.553,0.594,7,8,0.875,9,21,30,16,7,4,12,19,32,58,0.552,11,25,0.44,21,33,0.636,0.647,18,20,0.9,6,20,26,16,5,4,7,14,Duke
16,2021-02-13,@,NC State,REG (Conf),W,69,53,24,50,0.48,9,18,0.5,15,32,0.469,0.57,12,17,0.706,8,16,24,17,11,6,13,14,23,51,0.451,2,9,0.222,21,42,0.5,0.471,5,9,0.556,7,19,26,8,9,5,18,13,Duke
17,2021-02-17,@,Wake Forest,REG (Conf),W,84,60,33,61,0.541,11,25,0.44,22,36,0.611,0.631,7,13,0.538,10,25,35,17,5,4,6,15,20,51,0.392,7,25,0.28,13,26,0.5,0.461,13,18,0.722,7,20,27,8,1,5,9,15,Duke
18,2021-02-20,,Virginia,REG (Conf),W,66,65,26,51,0.51,9,23,0.391,17,28,0.607,0.598,5,9,0.556,2,17,19,16,7,7,9,14,26,52,0.5,5,11,0.455,21,41,0.512,0.548,8,10,0.8,8,23,31,11,6,4,11,12,Duke
19,2021-02-22,,Syracuse,REG (Conf),W,85,71,34,64,0.531,13,29,0.448,21,35,0.6,0.633,4,7,0.571,12,24,36,27,5,9,13,12,28,69,0.406,8,24,0.333,20,45,0.444,0.464,7,12,0.583,15,18,33,10,10,5,11,10,Duke
20,2021-02-27,,Louisville,REG (Conf),L,73,80,26,58,0.448,4,21,0.19,22,37,0.595,0.483,17,23,0.739,6,24,30,17,7,5,12,20,30,66,0.455,4,12,0.333,26,54,0.481,0.485,16,24,0.667,14,25,39,12,6,1,12,21,Duke
21,2021-03-02,@,Georgia Tech,REG (Conf),L,77,81,30,68,0.441,7,26,0.269,23,42,0.548,0.493,10,17,0.588,11,23,34,19,9,3,13,20,29,64,0.453,6,22,0.273,23,42,0.548,0.5,17,23,0.739,11,26,37,17,9,5,13,18,Duke
22,2021-03-06,@,UNC,REG (Conf),L,73,91,28,69,0.406,5,27,0.185,23,42,0.548,0.442,12,16,0.75,8,18,26,16,13,3,13,22,31,56,0.554,8,18,0.444,23,38,0.605,0.625,21,26,0.808,7,29,36,21,2,11,20,15,Duke
23,2021-03-09,N,Boston College,CTOURN,W,86,51,32,61,0.525,15,32,0.469,17,29,0.586,0.648,7,10,0.7,11,20,31,22,11,4,12,16,18,46,0.391,1,15,0.067,17,31,0.548,0.402,14,21,0.667,12,15,27,6,8,0,19,13,Duke
24,2021-03-10,N,Louisville,CTOURN,W,70,56,26,58,0.448,6,15,0.4,20,43,0.465,0.5,12,20,0.6,12,29,41,11,6,3,8,14,19,62,0.306,7,25,0.28,12,37,0.324,0.363,11,15,0.733,10,24,34,7,4,1,8,17,Duke
1,2020-11-30,N,Little Rock,REG (Non-Conf),L,66,76,22,58,0.379,7,29,0.241,15,29,0.517,0.44,15,20,0.75,13,19,32,9,9,2,17,22,29,52,0.558,3,10,0.3,26,42,0.619,0.587,15,24,0.625,10,26,36,18,7,1,19,17,Duquesne
2,2020-12-02,N,UNC Greensboro,REG (Non-Conf),W,81,68,25,54,0.463,6,17,0.353,19,37,0.514,0.519,25,33,0.758,8,25,33,9,10,1,12,15,28,64,0.438,9,25,0.36,19,39,0.487,0.508,3,9,0.333,12,21,33,15,5,7,19,25,Duquesne
3,2021-01-02,@,George Washington,REG (Conf),W,75,63,28,58,0.483,8,22,0.364,20,36,0.556,0.552,11,15,0.733,9,25,34,17,6,4,7,21,24,55,0.436,3,16,0.188,21,39,0.538,0.464,12,26,0.462,11,20,31,4,1,5,8,14,Duquesne
4,2021-01-03,@,George Washington,REG (Conf),L,73,75,28,60,0.467,7,21,0.333,21,39,0.538,0.525,10,23,0.435,13,25,38,15,7,1,15,17,26,56,0.464,9,25,0.36,17,31,0.548,0.545,14,18,0.778,7,24,31,14,8,2,11,20,Duquesne
5,2021-01-05,,Davidson,REG (Conf),L,48,61,15,52,0.288,6,21,0.286,9,31,0.29,0.346,12,21,0.571,7,27,34,9,4,6,13,8,23,60,0.383,9,28,0.321,14,32,0.438,0.458,6,10,0.6,10,30,40,16,8,3,8,10,Duquesne
6,2021-01-09,,Fordham,REG (Conf),W,48,45,16,47,0.34,5,25,0.2,11,22,0.5,0.394,11,16,0.688,8,26,34,10,5,5,14,15,15,51,0.294,2,22,0.091,13,29,0.448,0.314,13,18,0.722,11,24,35,11,7,0,14,19,Duquesne
7,2021-01-13,@,Dayton,REG (Conf),L,63,72,26,65,0.4,3,17,0.176,23,48,0.479,0.423,8,17,0.471,12,22,34,13,3,5,9,18,22,51,0.431,10,24,0.417,12,27,0.444,0.529,18,23,0.783,5,29,34,12,3,4,10,13,Duquesne
8,2021-01-15,@,St. Bonaventure,REG (Conf),L,48,62,19,53,0.358,7,21,0.333,12,32,0.375,0.425,3,9,0.333,12,24,36,16,4,5,14,22,20,55,0.364,2,16,0.125,18,39,0.462,0.382,20,27,0.741,11,23,34,8,9,4,7,14,Duquesne
9,2021-01-20,,Rhode Island,REG (Conf),W,71,69,26,52,0.5,8,18,0.444,18,34,0.529,0.577,11,15,0.733,4,22,26,18,7,6,14,18,24,63,0.381,4,20,0.2,20,43,0.465,0.413,17,22,0.773,16,21,37,16,6,6,13,16,Duquesne
10,2021-01-23,,St. Bonaventure,REG (Conf),L,61,65,22,60,0.367,5,23,0.217,17,37,0.459,0.408,12,16,0.75,12,20,32,10,4,5,11,20,22,56,0.393,3,13,0.231,19,43,0.442,0.42,18,25,0.72,12,26,38,14,5,5,15,14,Duquesne
11,2021-01-27,@,Fordham,REG (Conf),W,86,62,32,64,0.5,14,34,0.412,18,30,0.6,0.609,8,13,0.615,10,29,39,25,9,3,13,20,17,49,0.347,9,29,0.31,8,20,0.4,0.439,19,24,0.792,4,21,25,12,7,2,13,17,Duquesne
12,2021-01-30,,Saint Joseph's,REG (Conf),W,67,50,26,68,0.382,6,28,0.214,20,40,0.5,0.426,9,11,0.818,13,28,41,17,4,9,6,15,17,60,0.283,7,28,0.25,10,32,0.313,0.342,9,14,0.643,11,30,41,12,5,1,11,16,Duquesne
13,2021-02-02,,Dayton,REG (Conf),W,69,64,25,53,0.472,5,21,0.238,20,32,0.625,0.519,14,22,0.636,8,29,37,12,5,2,11,12,25,60,0.417,8,35,0.229,17,25,0.68,0.483,6,9,0.667,3,23,26,13,5,3,12,20,Duquesne
14,2021-02-20,@,Richmond,REG (Conf),L,72,79,26,58,0.448,5,20,0.25,21,38,0.553,0.491,15,20,0.75,11,20,31,11,10,2,11,17,27,49,0.551,9,23,0.391,18,26,0.692,0.643,16,18,0.889,4,24,28,14,6,0,14,19,Duquesne
15,2021-02-24,@,La Salle,REG (Conf),L,65,85,24,61,0.393,4,16,0.25,20,45,0.444,0.426,13,19,0.684,10,13,23,13,12,4,17,20,26,49,0.531,11,23,0.478,15,26,0.577,0.643,22,27,0.815,8,23,31,18,12,4,21,15,Duquesne
16,2021-02-27,,Rhode Island,REG (Conf),W,86,75,31,58,0.534,9,17,0.529,22,41,0.537,0.612,15,23,0.652,11,24,35,19,5,10,14,21,27,65,0.415,3,17,0.176,24,48,0.5,0.438,18,26,0.692,12,20,32,14,9,2,8,20,Duquesne
17,2021-03-04,N,Richmond,CTOURN,W,67,62,26,58,0.448,5,15,0.333,21,43,0.488,0.491,10,20,0.5,8,26,34,8,11,6,15,18,18,51,0.353,5,18,0.278,13,33,0.394,0.402,21,31,0.677,6,28,34,10,10,3,16,14,Duquesne
18,2021-03-05,N,St. Bonaventure,CTOURN,L,59,75,21,61,0.344,5,20,0.25,16,41,0.39,0.385,12,16,0.75,12,20,32,10,6,4,15,11,32,65,0.492,6,23,0.261,26,42,0.619,0.538,5,8,0.625,13,23,36,19,9,4,11,15,Duquesne
1,2020-11-27,@,Charlotte,REG (Non-Conf),W,66,57,28,57,0.491,2,15,0.133,26,42,0.619,0.509,8,10,0.8,4,28,32,14,7,4,10,14,20,53,0.377,5,19,0.263,15,34,0.441,0.425,12,17,0.706,5,24,29,11,7,2,12,16,East Carolina
2,2020-12-01,,,REG (Non-Conf),W,91,62,34,66,0.515,9,23,0.391,25,43,0.581,0.583,14,22,0.636,11,19,30,24,11,3,9,12,24,49,0.49,5,13,0.385,19,36,0.528,0.541,9,12,0.75,4,21,25,11,4,4,21,18,East Carolina
3,2020-12-05,,Radford,REG (Non-Conf),W,63,50,23,55,0.418,5,18,0.278,18,37,0.486,0.464,12,14,0.857,10,22,32,11,4,4,9,17,18,48,0.375,4,22,0.182,14,26,0.538,0.417,10,14,0.714,6,21,27,8,6,2,13,19,East Carolina
4,2020-12-07,,UNC Wilmington,REG (Non-Conf),W,88,78,31,68,0.456,14,24,0.583,17,44,0.386,0.559,12,14,0.857,10,26,36,24,8,7,18,18,25,59,0.424,7,22,0.318,18,37,0.486,0.483,21,28,0.75,9,25,34,10,9,6,19,16,East Carolina
