Game Date,Location,Neutral Game,Conference Game,Postseason Game,NCAA Tourney Game,Matchup,Home Team,Home Rk,Home Score,Away Team,Away Rk,Away Score,Home W,Home Pt Diff
2023-02-01,@ Seattle,0,1,0,0,Abilene Christian vs. Seattle,Seattle,154.0,68,Abilene Christian,248.0,83,0,-15
2023-02-04,@ California Baptist,0,1,0,0,Abilene Christian vs. California Baptist,California Baptist,176.0,71,Abilene Christian,194.0,87,0,-16
2023-02-11,@ Abilene Christian,0,1,0,0,Sam Houston State vs. Abilene Christian,Abilene Christian,211.0,62,Sam Houston State,44.0,77,0,-15
2023-02-17,@ Grand Canyon,0,1,0,0,Abilene Christian vs. Grand Canyon,Grand Canyon,114.0,94,Abilene Christian,272.0,84,1,10
2023-02-22,@ Abilene Christian,0,1,0,0,Stephen F. Austin vs. Abilene Christian,Abilene Christian,261.0,87,Stephen F. Austin,79.0,91,0,-4
2023-02-25,@ Abilene Christian,0,1,0,0,Utah Valley vs. Abilene Christian,Abilene Christian,243.0,62,Utah Valley,164.0,66,0,-4
2023-03-03,@ Sam Houston State,0,1,0,0,Abilene Christian vs. Sam Houston State,Sam Houston State,39.0,72,Abilene Christian,231.0,54,1,18
2023-03-07,Neutral,1,0,1,0,Abilene Christian vs. California Baptist,California Baptist,202.0,69,Abilene Christian,247.0,62,1,7
2022-11-11,@ Air Force,0,0,0,0,Delaware vs. Air Force,Air Force,,75,Delaware,,71,1,4
2022-11-14,@ Air Force,0,0,0,0,Texas A&M-Commerce vs. Air Force,Air Force,85.0,69,Texas A&M-Commerce,341.0,73,0,-4
2022-11-17,@ Air Force,0,0,0,0,Portland vs. Air Force,Air Force,52.0,51,Portland,257.0,64,0,-13
2022-11-21,@ Air Force,0,0,0,0,USC Upstate vs. Air Force,Air Force,272.0,83,USC Upstate,16.0,56,1,27
2022-11-23,@ Air Force,0,0,0,0,Mississippi Valley State vs. Air Force,Air Force,243.0,64,Mississippi Valley State,223.0,51,1,13
2022-11-27,@ Air Force,0,0,0,0,Montana vs. Air Force,Air Force,233.0,59,Montana,155.0,56,1,3
2022-11-30,@ Air Force,0,0,0,0,Arkansas-Pine Bluff vs. Air Force,Air Force,240.0,81,Arkansas-Pine Bluff,191.0,53,1,28
2022-12-03,@ Portland State,0,0,0,0,Air Force vs. Portland State,Portland State,81.0,68,Air Force,253.0,64,1,4
2022-12-06,@ Air Force,0,0,0,0,South Dakota vs. Air Force,Air Force,128.0,79,South Dakota,154.0,58,1,21
2022-12-09,@ Air Force,0,0,0,0,Arkansas State vs. Air Force,Air Force,120.0,80,Arkansas State,311.0,55,1,25
2022-12-18,@ Air Force,0,0,0,0,Tarleton State vs. Air Force,Air Force,206.0,81,Tarleton State,89.0,67,1,14
2022-12-20,@ Northern Colorado,0,0,0,0,Air Force vs. Northern Colorado,Northern Colorado,140.0,65,Air Force,135.0,67,0,-2
2022-12-28,@ San Diego State,0,1,0,0,Air Force vs. San Diego State,San Diego State,15.0,71,Air Force,147.0,55,1,16
2022-12-31,@ Air Force,0,1,0,0,Nevada vs. Air Force,Air Force,124.0,69,Nevada,28.0,75,0,-6
2023-01-03,@ Air Force,0,1,0,0,Utah State vs. Air Force,Air Force,72.0,65,Utah State,8.0,77,0,-12
2023-01-10,@ Colorado State,0,1,0,0,Air Force vs. Colorado State,Colorado State,96.0,74,Air Force,95.0,85,0,-11
2023-01-14,@ Fresno State,0,1,0,0,Air Force vs. Fresno State,Fresno State,221.0,48,Air Force,97.0,51,0,-3
2023-01-17,@ Air Force,0,1,0,0,Wyoming vs. Air Force,Air Force,103.0,82,Wyoming,114.0,74,1,8
2023-01-21,@ Air Force,0,1,0,0,San Diego State vs. Air Force,Air Force,125.0,60,San Diego State,25.0,70,0,-10
2023-01-24,@ San Jose State,0,1,0,0,Air Force vs. San Jose State,San Jose State,74.0,82,Air Force,122.0,52,1,30
2023-01-27,@ New Mexico,0,1,0,0,Air Force vs. New Mexico,New Mexico,90.0,81,Air Force,186.0,73,1,8
2023-01-31,@ Air Force,0,1,0,0,Boise State vs. Air Force,Air Force,120.0,52,Boise State,66.0,59,0,-7
2023-02-03,@ Nevada,0,1,0,0,Air Force vs. Nevada,Nevada,70.0,72,Air Force,145.0,52,1,20
2023-02-07,@ Air Force,0,1,0,0,Colorado State vs. Air Force,Air Force,158.0,53,Colorado State,123.0,69,0,-16
2023-02-10,@ Air Force,0,1,0,0,New Mexico vs. Air Force,Air Force,169.0,89,New Mexico,70.0,77,1,12
2023-02-14,@ Utah State,0,1,0,0,Air Force vs. Utah State,Utah State,12.0,80,Air Force,143.0,65,1,15
2023-02-17,@ Wyoming,0,1,0,0,Air Force vs. Wyoming,Wyoming,124.0,69,Air Force,149.0,75,0,-6
2023-02-21,@ Air Force,0,1,0,0,Fresno State vs. Air Force,Air Force,159.0,69,Fresno State,238.0,74,0,-5
2023-02-24,@ UNLV,0,1,0,0,Air Force vs. UNLV,UNLV,72.0,54,Air Force,132.0,53,1,1
2023-03-04,@ Air Force,0,1,0,0,San Jose State vs. Air Force,Air Force,116.0,61,San Jose State,84.0,63,0,-2
2023-03-08,@ UNLV,0,0,1,0,Air Force vs. UNLV,UNLV,72.0,78,Air Force,125.0,70,1,8
2022-11-11,Neutral,1,0,0,0,Mississippi State vs. Akron,Akron,186.0,54,Mississippi State,246.0,73,0,-19
2022-11-15,@ Akron,0,0,0,0,Morgan State vs. Akron,Akron,68.0,65,Morgan State,110.0,59,1,6
2022-11-21,Neutral,1,0,0,0,Western Kentucky vs. Akron,Akron,160.0,72,Western Kentucky,288.0,53,1,19
2022-11-22,Neutral,1,0,0,0,LSU vs. Akron,Akron,61.0,58,LSU,263.0,73,0,-15
2022-11-23,Neutral,1,0,0,0,Akron vs. Nevada,Nevada,34.0,62,Akron,45.0,58,1,4
2022-11-30,@ Marshall,0,0,0,0,Akron vs. Marshall,Marshall,127.0,68,Akron,31.0,57,1,11
2022-12-11,@ Akron,0,0,0,0,Jackson State vs. Akron,Akron,36.0,85,Jackson State,335.0,72,1,13
2022-12-14,@ Akron,0,0,0,0,Wright State vs. Akron,Akron,47.0,66,Wright State,334.0,54,1,12
2022-12-19,@ Akron,0,0,0,0,Maine vs. Akron,Akron,69.0,87,Maine,341.0,55,1,32
2022-12-22,@ Bradley,0,0,0,0,Akron vs. Bradley,Bradley,36.0,74,Akron,48.0,55,1,19
2023-01-03,@ Akron,0,1,0,0,Northern Illinois vs. Akron,Akron,69.0,76,Northern Illinois,305.0,51,1,25
2023-01-06,@ Ball State,0,1,0,0,Akron vs. Ball State,Ball State,254.0,70,Akron,75.0,63,1,7
2023-01-10,@ Bowling Green,0,1,0,0,Akron vs. Bowling Green,Bowling Green,216.0,70,Akron,85.0,74,0,-4
2023-01-13,@ Akron,0,1,0,0,Eastern Michigan vs. Akron,Akron,100.0,104,Eastern Michigan,321.0,67,1,37
2023-01-17,@ Central Michigan,0,1,0,0,Akron vs. Central Michigan,Central Michigan,320.0,51,Akron,101.0,69,0,-18
2023-01-21,@ Western Michigan,0,1,0,0,Akron vs. Western Michigan,Western Michigan,222.0,55,Akron,123.0,63,0,-8
2023-01-24,@ Akron,0,1,0,0,Miami (OH) vs. Akron,Akron,124.0,73,Miami (OH),271.0,68,1,5
2023-01-28,@ Akron,0,1,0,0,Ohio vs. Akron,Akron,134.0,83,Ohio,113.0,77,1,6
2023-01-31,@ Buffalo,0,1,0,0,Akron vs. Buffalo,Buffalo,131.0,64,Akron,137.0,81,0,-17
2023-02-03,@ Akron,0,1,0,0,Kent State vs. Akron,Akron,136.0,67,Kent State,98.0,55,1,12
2023-02-07,@ Akron,0,1,0,0,Toledo vs. Akron,Akron,90.0,74,Toledo,102.0,84,0,-10
2023-02-10,@ Ohio,0,1,0,0,Akron vs. Ohio,Ohio,108.0,90,Akron,94.0,81,1,9
2023-02-14,@ Eastern Michigan,0,1,0,0,Akron vs. Eastern Michigan,Eastern Michigan,221.0,51,Akron,89.0,78,0,-27
2023-02-18,@ Akron,0,1,0,0,Buffalo vs. Akron,Akron,99.0,86,Buffalo,151.0,66,1,20
2023-02-21,@ Toledo,0,1,0,0,Akron vs. Toledo,Toledo,99.0,84,Akron,94.0,63,1,21
2023-02-25,@ Akron,0,1,0,0,Western Michigan vs. Akron,Akron,108.0,81,Western Michigan,284.0,64,1,17
2023-02-28,@ Akron,0,1,0,0,Ball State vs. Akron,Akron,108.0,87,Ball State,263.0,83,1,4
2023-03-03,@ Kent State,0,1,0,0,Akron vs. Kent State,Kent State,93.0,89,Akron,101.0,84,1,5
2023-03-09,Neutral,1,0,1,0,Buffalo vs. Akron,Akron,100.0,101,Buffalo,154.0,77,1,24
2023-03-10,Neutral,1,0,1,0,Akron vs. Kent State,Kent State,99.0,79,Akron,110.0,73,1,6
2022-11-11,@ Alabama,0,0,0,0,Liberty vs. Alabama,Alabama,232.0,95,Liberty,282.0,59,1,36
2022-11-15,@ South Alabama,0,0,0,0,Alabama vs. South Alabama,South Alabama,188.0,55,Alabama,11.0,65,0,-10
2022-11-18,@ Alabama,0,0,0,0,Jacksonville State vs. Alabama,Alabama,45.0,104,Jacksonville State,358.0,62,1,42
2022-11-24,Neutral,1,0,0,0,Michigan State vs. Alabama,Alabama,9.0,81,Michigan State,26.0,70,1,11
2022-11-25,Neutral,1,0,0,0,Connecticut vs. Alabama,Alabama,5.0,67,Connecticut,88.0,82,0,-15
2022-11-27,Neutral,1,0,0,0,Alabama vs. North Carolina,North Carolina,7.0,101,Alabama,8.0,103,0,-2
2022-12-03,@ Alabama,0,0,0,0,South Dakota State vs. Alabama,Alabama,18.0,78,South Dakota State,24.0,65,1,13
2022-12-10,@ Houston,0,0,0,0,Alabama vs. Houston,Houston,26.0,65,Alabama,61.0,71,0,-6
2022-12-13,@ Alabama,0,0,0,0,Memphis vs. Alabama,Alabama,34.0,91,Memphis,43.0,88,1,3
2022-12-17,Neutral,1,0,0,0,Alabama vs. Gonzaga,Gonzaga,11.0,100,Alabama,21.0,90,1,10
2022-12-20,@ Alabama,0,0,0,0,Jackson State vs. Alabama,Alabama,18.0,84,Jackson State,268.0,64,1,20
2022-12-28,@ Mississippi State,0,1,0,0,Alabama vs. Mississippi State,Mississippi State,114.0,67,Alabama,18.0,78,0,-11
2023-01-03,@ Alabama,0,1,0,0,Ole Miss vs. Alabama,Alabama,5.0,84,Ole Miss,67.0,62,1,22
2023-01-07,@ Alabama,0,1,0,0,Kentucky vs. Alabama,Alabama,4.0,78,Kentucky,23.0,52,1,26
2023-01-11,@ Arkansas,0,1,0,0,Alabama vs. Arkansas,Arkansas,8.0,69,Alabama,12.0,84,0,-15
2023-01-14,@ Alabama,0,1,0,0,LSU vs. Alabama,Alabama,3.0,106,LSU,66.0,66,1,40
2023-01-17,@ Vanderbilt,0,1,0,0,Alabama vs. Vanderbilt,Vanderbilt,108.0,66,Alabama,6.0,78,0,-12
2023-01-21,@ Missouri,0,1,0,0,Alabama vs. Missouri,Missouri,28.0,64,Alabama,1.0,85,0,-21
2023-01-25,@ Alabama,0,1,0,0,Mississippi State vs. Alabama,Alabama,2.0,66,Mississippi State,37.0,63,1,3
2023-01-28,@ Oklahoma,0,0,0,0,Alabama vs. Oklahoma,Oklahoma,84.0,93,Alabama,2.0,69,1,24
2023-01-31,@ Alabama,0,1,0,0,Vanderbilt vs. Alabama,Alabama,4.0,101,Vanderbilt,90.0,44,1,57
2023-02-04,@ LSU,0,1,0,0,Alabama vs. LSU,LSU,85.0,69,Alabama,7.0,79,0,-10
2023-02-08,@ Alabama,0,1,0,0,Florida vs. Alabama,Alabama,5.0,97,Florida,21.0,69,1,28
2023-02-11,@ Auburn,0,1,0,0,Alabama vs. Auburn,Auburn,28.0,69,Alabama,4.0,77,0,-8
2023-02-15,@ Tennessee,0,1,0,0,Alabama vs. Tennessee,Tennessee,3.0,68,Alabama,4.0,59,1,9
2023-02-18,@ Alabama,0,1,0,0,Georgia vs. Alabama,Alabama,3.0,108,Georgia,105.0,59,1,49
2023-02-22,@ South Carolina,0,1,0,0,Alabama vs. South Carolina,South Carolina,287.0,76,Alabama,4.0,78,0,-2
2023-02-25,@ Alabama,0,1,0,0,Arkansas vs. Alabama,Alabama,2.0,86,Arkansas,15.0,83,1,3
2023-03-01,@ Alabama,0,1,0,0,Auburn vs. Alabama,Alabama,5.0,90,Auburn,29.0,85,1,5
2023-03-04,@ Texas A&M,0,1,0,0,Alabama vs. Texas A&M,Texas A&M,48.0,67,Alabama,5.0,61,1,6
2023-03-10,Neutral,1,0,1,0,Mississippi State vs. Alabama,Alabama,3.0,72,Mississippi State,28.0,49,1,23
2023-03-11,Neutral,1,0,1,0,Missouri vs. Alabama,Alabama,3.0,72,Missouri,57.0,61,1,11
2023-03-12,Neutral,1,0,1,0,Texas A&M vs. Alabama,Alabama,3.0,82,Texas A&M,27.0,63,1,19
2023-03-16,Neutral,1,0,1,1,Texas A&M-Corpus Christi vs. Alabama,Alabama,3.0,96,Texas A&M-Corpus Christi,287.0,75,1,21
2023-03-18,Neutral,1,0,1,1,Maryland vs. Alabama,Alabama,3.0,73,Maryland,22.0,51,1,22
2023-03-24,Neutral,1,0,1,1,San Diego State vs. Alabama,Alabama,4.0,64,San Diego State,30.0,71,0,-7
2022-11-10,@ Alabama A&M,0,0,0,0,North Alabama vs. Alabama A&M,Alabama A&M,,76,North Alabama,,84,0,-8
2022-11-14,@ Tennessee State,0,0,0,0,Alabama A&M vs. Tennessee State,Tennessee State,261.0,87,Alabama A&M,7.0,76,1,11
2022-11-17,@ Alabama A&M,0,0,0,0,Samford vs. Alabama A&M,Alabama A&M,12.0,64,Samford,356.0,84,0,-20
2022-11-19,Neutral,1,0,0,0,Norfolk State vs. Alabama A&M,Alabama A&M,33.0,83,Norfolk State,161.0,89,0,-6
2022-11-23,@ Alabama A&M,0,0,0,0,Louisiana Tech vs. Alabama A&M,Alabama A&M,38.0,75,Louisiana Tech,135.0,80,0,-5
2022-12-09,@ Alabama A&M,0,0,0,0,Lipscomb vs. Alabama A&M,Alabama A&M,182.0,63,Lipscomb,163.0,59,1,4
2022-12-12,@ Alabama A&M,0,0,0,0,South Alabama vs. Alabama A&M,Alabama A&M,203.0,71,South Alabama,46.0,78,0,-7
2022-12-17,@ Illinois,0,0,0,0,Alabama A&M vs. Illinois,Illinois,10.0,68,Alabama A&M,207.0,47,1,21
2022-12-22,@ Vanderbilt,0,0,0,0,Alabama A&M vs. Vanderbilt,Vanderbilt,140.0,70,Alabama A&M,216.0,62,1,8
2022-12-29,@ Ohio State,0,0,0,0,Alabama A&M vs. Ohio State,Ohio State,1.0,90,Alabama A&M,251.0,59,1,31
2023-01-02,@ Alabama A&M,0,1,0,0,Arkansas-Pine Bluff vs. Alabama A&M,Alabama A&M,237.0,66,Arkansas-Pine Bluff,344.0,59,1,7
2023-01-04,@ Alabama A&M,0,1,0,0,Mississippi Valley State vs. Alabama A&M,Alabama A&M,241.0,75,Mississippi Valley State,353.0,68,1,7
2023-01-07,@ Alcorn State,0,1,0,0,Alabama A&M vs. Alcorn State,Alcorn State,200.0,89,Alabama A&M,287.0,76,1,13
2023-01-09,@ Jackson State,0,1,0,0,Alabama A&M vs. Jackson State,Jackson State,326.0,72,Alabama A&M,320.0,64,1,8
2023-01-16,@ Alabama A&M,0,1,0,0,Alabama State vs. Alabama A&M,Alabama A&M,313.0,61,Alabama State,346.0,69,0,-8
2023-01-21,@ Alabama A&M,0,1,0,0,Texas Southern vs. Alabama A&M,Alabama A&M,327.0,59,Texas Southern,286.0,70,0,-11
2023-01-23,@ Alabama A&M,0,1,0,0,Prairie View A&M vs. Alabama A&M,Alabama A&M,335.0,67,Prairie View A&M,310.0,59,1,8
2023-01-28,@ Florida A&M,0,1,0,0,Alabama A&M vs. Florida A&M,Florida A&M,363.0,56,Alabama A&M,340.0,61,0,-5
2023-01-30,@ Bethune-Cookman,0,1,0,0,Alabama A&M vs. Bethune-Cookman,Bethune-Cookman,356.0,88,Alabama A&M,347.0,77,1,11
2023-02-04,@ Alabama A&M,0,1,0,0,Southern vs. Alabama A&M,Alabama A&M,354.0,82,Southern,304.0,61,1,21
2023-02-06,@ Alabama A&M,0,1,0,0,Grambling State vs. Alabama A&M,Alabama A&M,354.0,60,Grambling State,315.0,66,0,-6
2023-02-11,@ Mississippi Valley State,0,1,0,0,Alabama A&M vs. Mississippi Valley State,Mississippi Valley State,359.0,68,Alabama A&M,352.0,70,0,-2
2023-02-13,@ Arkansas-Pine Bluff,0,1,0,0,Alabama A&M vs. Arkansas-Pine Bluff,Arkansas-Pine Bluff,360.0,72,Alabama A&M,354.0,75,0,-3
2023-02-18,@ Alabama A&M,0,1,0,0,Bethune-Cookman vs. Alabama A&M,Alabama A&M,351.0,90,Bethune-Cookman,350.0,56,1,34
2023-02-20,@ Alabama A&M,0,1,0,0,Florida A&M vs. Alabama A&M,Alabama A&M,354.0,71,Florida A&M,363.0,77,0,-6
2023-02-25,@ Alabama State,0,1,0,0,Alabama A&M vs. Alabama State,Alabama State,354.0,50,Alabama A&M,356.0,55,0,-5
2023-03-02,@ Grambling State,0,1,0,0,Alabama A&M vs. Grambling State,Grambling State,323.0,60,Alabama A&M,358.0,48,1,12
2023-03-04,@ Southern,0,1,0,0,Alabama A&M vs. Southern,Southern,349.0,65,Alabama A&M,358.0,68,0,-3
2023-03-09,Neutral,1,0,1,0,Alabama A&M vs. Southern,Southern,343.0,63,Alabama A&M,358.0,77,0,-14
2023-03-10,Neutral,1,0,1,0,Alabama A&M vs. Texas Southern,Texas Southern,330.0,74,Alabama A&M,354.0,61,1,13
2022-11-10,@ Southern California,0,0,0,0,Alabama State vs. Southern California,Southern California,159.0,96,Alabama State,18.0,58,1,38
2022-11-13,@ Pepperdine,0,0,0,0,Alabama State vs. Pepperdine,Pepperdine,177.0,91,Alabama State,263.0,62,1,29
2022-11-15,@ San Jose State,0,0,0,0,Alabama State vs. San Jose State,San Jose State,285.0,70,Alabama State,180.0,57,1,13
2022-11-20,@ Pittsburgh,0,0,0,0,Alabama State vs. Pittsburgh,Pittsburgh,63.0,73,Alabama State,34.0,54,1,19
2022-11-23,@ Duquesne,0,0,0,0,Alabama State vs. Duquesne,Duquesne,146.0,75,Alabama State,92.0,57,1,18
2022-11-26,Neutral,1,0,0,0,Eastern Illinois vs. Alabama State,Alabama State,210.0,67,Eastern Illinois,337.0,58,1,9
2022-11-27,@ Ohio,0,0,0,0,Alabama State vs. Ohio,Ohio,227.0,72,Alabama State,168.0,58,1,14
2022-12-07,@ North Alabama,0,0,0,0,Alabama State vs. North Alabama,North Alabama,349.0,71,Alabama State,257.0,63,1,8
2022-12-17,@ Georgia Tech,0,0,0,0,Alabama State vs. Georgia Tech,Georgia Tech,66.0,96,Alabama State,331.0,60,1,36
2022-12-19,@ Arkansas State,0,0,0,0,Alabama State vs. Arkansas State,Arkansas State,224.0,72,Alabama State,281.0,65,1,7
2022-12-21,@ Memphis,0,0,0,0,Alabama State vs. Memphis,Memphis,58.0,83,Alabama State,286.0,61,1,22
2023-01-02,@ Alabama State,0,1,0,0,Mississippi Valley State vs. Alabama State,Alabama State,299.0,70,Mississippi Valley State,349.0,61,1,9
2023-01-04,@ Alabama State,0,1,0,0,Arkansas-Pine Bluff vs. Alabama State,Alabama State,336.0,80,Arkansas-Pine Bluff,346.0,66,1,14
2023-01-07,@ Jackson State,0,1,0,0,Alabama State vs. Jackson State,Jackson State,304.0,61,Alabama State,332.0,58,1,3
2023-01-09,@ Alcorn State,0,1,0,0,Alabama State vs. Alcorn State,Alcorn State,278.0,92,Alabama State,335.0,76,1,16
2023-01-21,@ Alabama State,0,1,0,0,Prairie View A&M vs. Alabama State,Alabama State,349.0,56,Prairie View A&M,321.0,55,1,1
2023-01-23,@ Alabama State,0,1,0,0,Texas Southern vs. Alabama State,Alabama State,352.0,65,Texas Southern,271.0,71,0,-6
2023-01-28,@ Bethune-Cookman,0,1,0,0,Alabama State vs. Bethune-Cookman,Bethune-Cookman,356.0,64,Alabama State,351.0,62,1,2
2023-01-30,@ Florida A&M,0,1,0,0,Alabama State vs. Florida A&M,Florida A&M,362.0,69,Alabama State,354.0,58,1,11
2023-02-04,@ Alabama State,0,1,0,0,Grambling State vs. Alabama State,Alabama State,355.0,60,Grambling State,301.0,73,0,-13
2023-02-06,@ Alabama State,0,1,0,0,Southern vs. Alabama State,Alabama State,355.0,73,Southern,329.0,66,1,7
2023-02-11,@ Arkansas-Pine Bluff,0,1,0,0,Alabama State vs. Arkansas-Pine Bluff,Arkansas-Pine Bluff,358.0,71,Alabama State,351.0,74,0,-3
2023-02-13,@ Mississippi Valley State,0,1,0,0,Alabama State vs. Mississippi Valley State,Mississippi Valley State,357.0,76,Alabama State,353.0,70,1,6
2023-02-18,@ Alabama State,0,1,0,0,Florida A&M vs. Alabama State,Alabama State,354.0,54,Florida A&M,363.0,60,0,-6
2023-02-20,@ Alabama State,0,1,0,0,Bethune-Cookman vs. Alabama State,Alabama State,355.0,65,Bethune-Cookman,350.0,70,0,-5
2023-03-02,@ Southern,0,1,0,0,Alabama State vs. Southern,Southern,345.0,66,Alabama State,355.0,52,1,14
2023-03-04,@ Grambling State,0,1,0,0,Alabama State vs. Grambling State,Grambling State,323.0,69,Alabama State,355.0,49,1,20
2022-11-12,@ Siena,0,0,0,0,Albany (NY) vs. Siena,Siena,118.0,75,Albany (NY),127.0,62,1,13
2022-11-17,@ Saint Joseph's,0,0,0,0,Albany (NY) vs. Saint Joseph's,Saint Joseph's,103.0,99,Albany (NY),158.0,79,1,20
2022-11-21,Neutral,1,0,0,0,Albany (NY) vs. Austin Peay,Austin Peay,107.0,74,Albany (NY),179.0,59,1,15
2022-11-22,Neutral,1,0,0,0,Presbyterian vs. Albany (NY),Albany (NY),244.0,68,Presbyterian,287.0,65,1,3
2022-11-26,@ Albany (NY),0,0,0,0,Florida Atlantic vs. Albany (NY),Albany (NY),298.0,56,Florida Atlantic,15.0,73,0,-17
2022-11-29,@ American,0,0,0,0,Albany (NY) vs. American,American,293.0,88,Albany (NY),254.0,62,1,26
2022-12-05,@ Massachusetts,0,0,0,0,Albany (NY) vs. Massachusetts,Massachusetts,147.0,87,Albany (NY),260.0,73,1,14
2022-12-10,@ Providence,0,0,0,0,Albany (NY) vs. Providence,Providence,161.0,93,Albany (NY),307.0,55,1,38
2022-12-14,@ Albany (NY),0,0,0,0,LIU vs. Albany (NY),Albany (NY),325.0,76,LIU,355.0,59,1,17
2022-12-18,@ Loyola Chicago,0,0,0,0,Albany (NY) vs. Loyola Chicago,Loyola Chicago,313.0,68,Albany (NY),321.0,56,1,12
2022-12-20,@ Northern Illinois,0,0,0,0,Albany (NY) vs. Northern Illinois,Northern Illinois,310.0,78,Albany (NY),313.0,83,0,-5
2022-12-28,@ Virginia,0,0,0,0,Albany (NY) vs. Virginia,Virginia,14.0,66,Albany (NY),327.0,46,1,20
2022-12-31,@ Albany (NY),0,1,0,0,New Hampshire vs. Albany (NY),Albany (NY),281.0,51,New Hampshire,322.0,67,0,-16
2023-01-05,@ UMBC,0,1,0,0,Albany (NY) vs. UMBC,UMBC,257.0,92,Albany (NY),314.0,83,1,9
2023-01-11,@ Bryant,0,1,0,0,Albany (NY) vs. Bryant,Bryant,213.0,86,Albany (NY),303.0,69,1,17
2023-01-14,@ NJIT,0,1,0,0,Albany (NY) vs. NJIT,NJIT,317.0,74,Albany (NY),322.0,67,1,7
2023-01-19,@ Albany (NY),0,1,0,0,Binghamton vs. Albany (NY),Albany (NY),330.0,54,Binghamton,281.0,65,0,-11
2023-01-25,@ New Hampshire,0,1,0,0,Albany (NY) vs. New Hampshire,New Hampshire,287.0,84,Albany (NY),307.0,65,1,19
2023-01-28,@ Albany (NY),0,1,0,0,Maine vs. Albany (NY),Albany (NY),326.0,68,Maine,325.0,72,0,-4
2023-02-04,@ Albany (NY),0,1,0,0,Vermont vs. Albany (NY),Albany (NY),342.0,68,Vermont,125.0,87,0,-19
2023-02-08,@ Albany (NY),0,1,0,0,Bryant vs. Albany (NY),Albany (NY),352.0,62,Bryant,259.0,87,0,-25
2023-02-11,@ Binghamton,0,1,0,0,Albany (NY) vs. Binghamton,Binghamton,318.0,80,Albany (NY),356.0,66,1,14
2023-02-15,@ Albany (NY),0,1,0,0,UMBC vs. Albany (NY),Albany (NY),356.0,81,UMBC,300.0,74,1,7
2023-02-18,@ Maine,0,1,0,0,Albany (NY) vs. Maine,Maine,353.0,74,Albany (NY),355.0,72,1,2
2023-02-25,@ Albany (NY),0,1,0,0,NJIT vs. Albany (NY),Albany (NY),346.0,82,NJIT,315.0,68,1,14
2023-02-28,@ Vermont,0,1,0,0,Albany (NY) vs. Vermont,Vermont,143.0,79,Albany (NY),352.0,61,1,18
2022-11-12,@ Wichita State,0,0,0,0,Alcorn State vs. Wichita State,Wichita State,15.0,57,Alcorn State,123.0,66,0,-9
2022-11-15,@ Stephen F. Austin,0,0,0,0,Alcorn State vs. Stephen F. Austin,Stephen F. Austin,284.0,60,Alcorn State,79.0,69,0,-9
