Game Date,Location,Matchup,Home Team,Home Score,Away Team,Away Score,Home W,Home Pt Diff
2025-01-25,@ Arizona,Colorado vs. Arizona,Arizona,78,Colorado,63,1,15
2025-01-27,@ Arizona,Iowa State vs. Arizona,Arizona,86,Iowa State,75,1,11
2025-02-01,@ Arizona State,Arizona vs. Arizona State,Arizona State,72,Arizona,81,0,-9
2025-02-08,@ Arizona,Texas Tech vs. Arizona,Arizona,82,Texas Tech,73,1,9
2025-02-11,@ Kansas State,Arizona vs. Kansas State,Kansas State,73,Arizona,70,1,3
2025-02-15,@ Arizona,Houston vs. Arizona,Arizona,58,Houston,62,0,-4
2025-02-17,@ Baylor,Arizona vs. Baylor,Baylor,67,Arizona,74,0,-7
2025-02-26,@ Arizona,Utah vs. Arizona,Arizona,83,Utah,66,1,17
2025-03-01,@ Iowa State,Arizona vs. Iowa State,Iowa State,84,Arizona,67,1,17
2025-03-04,@ Arizona,Arizona State vs. Arizona,Arizona,113,Arizona State,100,1,13
2025-03-08,@ Kansas,Arizona vs. Kansas,Kansas,83,Arizona,76,1,7
2025-03-13,Neutral,Kansas vs. Arizona,Arizona,88,Kansas,77,1,11
2025-03-14,Neutral,Texas Tech vs. Arizona,Arizona,86,Texas Tech,80,1,6
2025-03-15,Neutral,Arizona vs. Houston,Houston,72,Arizona,64,1,8
2024-11-05,@ Arizona State,Idaho State vs. Arizona State,Arizona State,55,Idaho State,48,1,7
2024-11-08,Neutral,Santa Clara vs. Arizona State,Arizona State,81,Santa Clara,74,1,7
2024-11-10,@ Gonzaga,Arizona State vs. Gonzaga,Gonzaga,88,Arizona State,80,1,8
2024-11-14,Neutral,Grand Canyon vs. Arizona State,Arizona State,87,Grand Canyon,76,1,11
2024-11-17,@ Arizona State,St. Thomas vs. Arizona State,Arizona State,81,St. Thomas,66,1,15
2024-11-20,@ Arizona State,Cal Poly vs. Arizona State,Arizona State,93,Cal Poly,89,1,4
2024-11-28,Neutral,New Mexico vs. Arizona State,Arizona State,85,New Mexico,82,1,3
2024-12-03,@ Arizona State,San Diego vs. Arizona State,Arizona State,90,San Diego,53,1,37
2024-12-14,Neutral,Arizona State vs. Florida,Florida,83,Arizona State,66,1,17
2024-12-21,Neutral,Massachusetts vs. Arizona State,Arizona State,78,Massachusetts,62,1,16
2025-01-04,@ Arizona State,Colorado vs. Arizona State,Arizona State,81,Colorado,61,1,20
2025-01-08,@ Kansas,Arizona State vs. Kansas,Kansas,74,Arizona State,55,1,19
2025-01-11,@ Arizona State,Baylor vs. Arizona State,Arizona State,66,Baylor,72,0,-6
2025-01-14,@ Arizona State,UCF vs. Arizona State,Arizona State,89,UCF,95,0,-6
2025-01-18,@ Cincinnati,Arizona State vs. Cincinnati,Cincinnati,67,Arizona State,60,1,7
2025-01-21,@ West Virginia,Arizona State vs. West Virginia,West Virginia,57,Arizona State,65,0,-8
2025-01-25,@ Arizona State,Iowa State vs. Arizona State,Arizona State,61,Iowa State,76,0,-15
2025-01-28,@ Colorado,Arizona State vs. Colorado,Colorado,68,Arizona State,70,0,-2
2025-02-04,@ Arizona State,Kansas State vs. Arizona State,Arizona State,70,Kansas State,71,0,-1
2025-02-09,@ Oklahoma State,Arizona State vs. Oklahoma State,Oklahoma State,86,Arizona State,73,1,13
2025-02-12,@ Texas Tech,Arizona State vs. Texas Tech,Texas Tech,111,Arizona State,106,1,5
2025-02-15,@ Arizona State,TCU vs. Arizona State,Arizona State,70,TCU,74,0,-4
2025-02-18,@ Arizona State,Houston vs. Arizona State,Arizona State,65,Houston,80,0,-15
2025-02-23,@ Kansas State,Arizona State vs. Kansas State,Kansas State,54,Arizona State,66,0,-12
2025-03-01,@ Utah,Arizona State vs. Utah,Utah,99,Arizona State,73,1,26
2025-03-08,@ Arizona State,Texas Tech vs. Arizona State,Arizona State,57,Texas Tech,85,0,-28
2025-03-11,Neutral,Arizona State vs. Kansas State,Kansas State,71,Arizona State,66,1,5
2024-11-06,@ Arkansas,Lipscomb vs. Arkansas,Arkansas,76,Lipscomb,60,1,16
2024-11-09,Neutral,Arkansas vs. Baylor,Baylor,72,Arkansas,67,1,5
2024-11-13,@ Arkansas,Troy vs. Arkansas,Arkansas,65,Troy,49,1,16
2024-11-18,@ Arkansas,Pacific vs. Arkansas,Arkansas,91,Pacific,72,1,19
2024-11-22,@ Arkansas,Little Rock vs. Arkansas,Arkansas,79,Little Rock,67,1,12
2024-11-25,@ Arkansas,Maryland-Eastern Shore vs. Arkansas,Arkansas,109,Maryland-Eastern Shore,35,1,74
2024-11-28,Neutral,Arkansas vs. Illinois,Illinois,90,Arkansas,77,1,13
2024-12-03,@ Miami (FL),Arkansas vs. Miami (FL),Miami (FL),73,Arkansas,76,0,-3
2024-12-07,@ Arkansas,UTSA vs. Arkansas,Arkansas,75,UTSA,60,1,15
2024-12-10,Neutral,Michigan vs. Arkansas,Arkansas,89,Michigan,87,1,2
2024-12-14,@ Arkansas,Central Arkansas vs. Arkansas,Arkansas,82,Central Arkansas,57,1,25
2024-12-21,@ Arkansas,North Carolina A&T vs. Arkansas,Arkansas,95,North Carolina A&T,67,1,28
2024-12-30,@ Arkansas,Oakland vs. Arkansas,Arkansas,92,Oakland,62,1,30
2025-01-04,@ Tennessee,Arkansas vs. Tennessee,Tennessee,76,Arkansas,52,1,24
2025-01-08,@ Arkansas,Ole Miss vs. Arkansas,Arkansas,66,Ole Miss,73,0,-7
2025-01-11,@ Arkansas,Florida vs. Arkansas,Arkansas,63,Florida,71,0,-8
2025-01-14,@ LSU,Arkansas vs. LSU,LSU,78,Arkansas,74,1,4
2025-01-18,@ Missouri,Arkansas vs. Missouri,Missouri,83,Arkansas,65,1,18
2025-01-22,@ Arkansas,Georgia vs. Arkansas,Arkansas,68,Georgia,65,1,3
2025-01-25,@ Arkansas,Oklahoma vs. Arkansas,Arkansas,62,Oklahoma,65,0,-3
2025-02-01,@ Kentucky,Arkansas vs. Kentucky,Kentucky,79,Arkansas,89,0,-10
2025-02-05,@ Texas,Arkansas vs. Texas,Texas,70,Arkansas,78,0,-8
2025-02-12,@ Arkansas,LSU vs. Arkansas,Arkansas,70,LSU,58,1,12
2025-02-15,@ Texas A&M,Arkansas vs. Texas A&M,Texas A&M,69,Arkansas,61,1,8
2025-02-19,@ Auburn,Arkansas vs. Auburn,Auburn,67,Arkansas,60,1,7
2025-02-22,@ Arkansas,Missouri vs. Arkansas,Arkansas,92,Missouri,85,1,7
2025-02-26,@ Arkansas,Texas vs. Arkansas,Arkansas,86,Texas,81,1,5
2025-03-01,@ South Carolina,Arkansas vs. South Carolina,South Carolina,72,Arkansas,53,1,19
2025-03-04,@ Vanderbilt,Arkansas vs. Vanderbilt,Vanderbilt,77,Arkansas,90,0,-13
2025-03-08,@ Arkansas,Mississippi State vs. Arkansas,Arkansas,93,Mississippi State,92,1,1
2025-03-12,Neutral,South Carolina vs. Arkansas,Arkansas,72,South Carolina,68,1,4
2025-03-13,Neutral,Arkansas vs. Ole Miss,Ole Miss,83,Arkansas,80,1,3
2024-11-12,@ Arkansas State,Little Rock vs. Arkansas State,Arkansas State,80,Little Rock,63,1,17
2024-11-16,@ Arkansas State,Stephen F. Austin vs. Arkansas State,Arkansas State,59,Stephen F. Austin,49,1,10
2024-11-29,Neutral,Indiana State vs. Arkansas State,Arkansas State,86,Indiana State,81,1,5
2024-11-30,Neutral,Arkansas State vs. Rice,Rice,75,Arkansas State,67,1,8
2024-12-01,Neutral,Arkansas State vs. Hofstra,Hofstra,68,Arkansas State,66,1,2
2024-12-05,@ Arkansas State,Jackson State vs. Arkansas State,Arkansas State,66,Jackson State,64,1,2
2024-12-08,@ Memphis,Arkansas State vs. Memphis,Memphis,72,Arkansas State,85,0,-13
2024-12-12,@ Arkansas State,UT Arlington vs. Arkansas State,Arkansas State,83,UT Arlington,79,1,4
2024-12-15,@ UAB,Arkansas State vs. UAB,UAB,89,Arkansas State,98,0,-9
2024-12-21,@ Arkansas State,Coastal Carolina vs. Arkansas State,Arkansas State,97,Coastal Carolina,67,1,30
2025-01-02,@ Old Dominion,Arkansas State vs. Old Dominion,Old Dominion,59,Arkansas State,78,0,-19
2025-01-04,@ James Madison,Arkansas State vs. James Madison,James Madison,67,Arkansas State,62,1,5
2025-01-09,@ South Alabama,Arkansas State vs. South Alabama,South Alabama,76,Arkansas State,62,1,14
2025-01-11,@ Troy,Arkansas State vs. Troy,Troy,78,Arkansas State,84,0,-6
2025-01-16,@ Arkansas State,Louisiana vs. Arkansas State,Arkansas State,83,Louisiana,63,1,20
2025-01-18,@ Arkansas State,Georgia State vs. Arkansas State,Arkansas State,85,Georgia State,59,1,26
2025-01-25,@ Arkansas State,Texas State vs. Arkansas State,Arkansas State,80,Texas State,65,1,15
2025-01-29,@ Southern Mississippi,Arkansas State vs. Southern Mississippi,Southern Mississippi,68,Arkansas State,81,0,-13
2025-02-01,@ Texas State,Arkansas State vs. Texas State,Texas State,74,Arkansas State,85,0,-11
2025-02-05,@ Marshall,Arkansas State vs. Marshall,Marshall,77,Arkansas State,72,1,5
2025-02-08,@ Kent State,Arkansas State vs. Kent State,Kent State,76,Arkansas State,75,1,1
2025-02-12,@ Arkansas State,Southern Mississippi vs. Arkansas State,Arkansas State,101,Southern Mississippi,67,1,34
2025-02-15,@ Arkansas State,Troy vs. Arkansas State,Arkansas State,70,Troy,71,0,-1
2025-02-19,@ Arkansas State,South Alabama vs. Arkansas State,Arkansas State,56,South Alabama,60,0,-4
2025-02-26,@ Louisiana,Arkansas State vs. Louisiana,Louisiana,64,Arkansas State,83,0,-19
2025-03-08,Neutral,Marshall vs. Arkansas State,Arkansas State,77,Marshall,74,1,3
2025-03-09,Neutral,South Alabama vs. Arkansas State,Arkansas State,74,South Alabama,71,1,3
2025-03-10,Neutral,Arkansas State vs. Troy,Troy,94,Arkansas State,81,1,13
2024-11-04,@ Cincinnati,Arkansas-Pine Bluff vs. Cincinnati,Cincinnati,109,Arkansas-Pine Bluff,54,1,55
2024-11-09,@ Tulsa,Arkansas-Pine Bluff vs. Tulsa,Tulsa,103,Arkansas-Pine Bluff,80,1,23
2024-11-12,@ South Florida,Arkansas-Pine Bluff vs. South Florida,South Florida,85,Arkansas-Pine Bluff,69,1,16
2024-11-16,@ Incarnate Word,Arkansas-Pine Bluff vs. Incarnate Word,Incarnate Word,92,Arkansas-Pine Bluff,64,1,28
2024-11-18,@ Texas Tech,Arkansas-Pine Bluff vs. Texas Tech,Texas Tech,98,Arkansas-Pine Bluff,64,1,34
2024-11-24,@ Missouri,Arkansas-Pine Bluff vs. Missouri,Missouri,112,Arkansas-Pine Bluff,63,1,49
2024-11-27,@ Pacific,Arkansas-Pine Bluff vs. Pacific,Pacific,83,Arkansas-Pine Bluff,71,1,12
2024-12-01,@ Kansas State,Arkansas-Pine Bluff vs. Kansas State,Kansas State,120,Arkansas-Pine Bluff,73,1,47
2024-12-07,@ Arkansas-Pine Bluff,Central Arkansas vs. Arkansas-Pine Bluff,Arkansas-Pine Bluff,84,Central Arkansas,78,1,6
2024-12-15,@ Texas,Arkansas-Pine Bluff vs. Texas,Texas,121,Arkansas-Pine Bluff,57,1,64
2025-01-04,@ Alabama A&M,Arkansas-Pine Bluff vs. Alabama A&M,Alabama A&M,89,Arkansas-Pine Bluff,79,1,10
2025-01-06,@ Alabama State,Arkansas-Pine Bluff vs. Alabama State,Alabama State,93,Arkansas-Pine Bluff,91,1,2
2025-01-18,@ Florida A&M,Arkansas-Pine Bluff vs. Florida A&M,Florida A&M,86,Arkansas-Pine Bluff,76,1,10
2025-01-20,@ Bethune-Cookman,Arkansas-Pine Bluff vs. Bethune-Cookman,Bethune-Cookman,73,Arkansas-Pine Bluff,64,1,9
2025-01-25,@ Arkansas-Pine Bluff,Southern vs. Arkansas-Pine Bluff,Arkansas-Pine Bluff,67,Southern,83,0,-16
2025-02-01,@ Arkansas-Pine Bluff,Mississippi Valley State vs. Arkansas-Pine Bluff,Arkansas-Pine Bluff,76,Mississippi Valley State,79,0,-3
2025-02-04,@ Arkansas-Pine Bluff,Texas Southern vs. Arkansas-Pine Bluff,Arkansas-Pine Bluff,69,Texas Southern,68,1,1
2025-02-08,@ Alcorn State,Arkansas-Pine Bluff vs. Alcorn State,Alcorn State,79,Arkansas-Pine Bluff,60,1,19
2025-02-10,@ Jackson State,Arkansas-Pine Bluff vs. Jackson State,Jackson State,94,Arkansas-Pine Bluff,78,1,16
2025-02-15,@ Arkansas-Pine Bluff,Alabama State vs. Arkansas-Pine Bluff,Arkansas-Pine Bluff,63,Alabama State,75,0,-12
2025-02-17,@ Arkansas-Pine Bluff,Alabama A&M vs. Arkansas-Pine Bluff,Arkansas-Pine Bluff,61,Alabama A&M,75,0,-14
2025-02-24,@ Texas Southern,Arkansas-Pine Bluff vs. Texas Southern,Texas Southern,81,Arkansas-Pine Bluff,56,1,25
2025-03-01,@ Mississippi Valley State,Arkansas-Pine Bluff vs. Mississippi Valley State,Mississippi Valley State,58,Arkansas-Pine Bluff,83,0,-25
2025-03-06,@ Arkansas-Pine Bluff,Jackson State vs. Arkansas-Pine Bluff,Arkansas-Pine Bluff,69,Jackson State,76,0,-7
2025-03-08,@ Arkansas-Pine Bluff,Alcorn State vs. Arkansas-Pine Bluff,Arkansas-Pine Bluff,63,Alcorn State,65,0,-2
2024-11-08,@ Duke,Army vs. Duke,Duke,100,Army,58,1,42
2024-11-15,@ Marist,Army vs. Marist,Marist,91,Army,88,1,3
2024-11-20,@ Army,FDU vs. Army,Army,84,FDU,70,1,14
2024-11-22,@ Manhattan,Army vs. Manhattan,Manhattan,80,Army,79,1,1
2024-12-03,@ Le Moyne,Army vs. Le Moyne,Le Moyne,100,Army,103,0,-3
2024-12-08,@ Army,Cornell vs. Army,Army,84,Cornell,103,0,-19
2024-12-13,@ George Washington,Army vs. George Washington,George Washington,75,Army,60,1,15
2024-12-22,@ Army,Binghamton vs. Army,Army,68,Binghamton,78,0,-10
2024-12-29,@ Army,UTSA vs. Army,Army,78,UTSA,75,1,3
2025-01-02,@ Colgate,Army vs. Colgate,Colgate,71,Army,59,1,12
2025-01-05,@ Boston University,Army vs. Boston University,Boston University,71,Army,63,1,8
2025-01-08,@ Army,Loyola (MD) vs. Army,Army,74,Loyola (MD),72,1,2
2025-01-11,@ Lehigh,Army vs. Lehigh,Lehigh,69,Army,74,0,-5
2025-01-15,@ Army,Lafayette vs. Army,Army,70,Lafayette,68,1,2
2025-01-18,@ Army,Boston University vs. Army,Army,68,Boston University,62,1,6
2025-01-22,@ Holy Cross,Army vs. Holy Cross,Holy Cross,71,Army,76,0,-5
2025-01-26,@ Army,Navy vs. Army,Army,53,Navy,66,0,-13
2025-01-29,@ Army,Colgate vs. Army,Army,84,Colgate,72,1,12
2025-02-05,@ Army,Holy Cross vs. Army,Army,68,Holy Cross,65,1,3
2025-02-08,@ Army,Bucknell vs. Army,Army,116,Bucknell,110,1,6
2025-02-12,@ Loyola (MD),Army vs. Loyola (MD),Loyola (MD),60,Army,64,0,-4
2025-02-15,@ Navy,Army vs. Navy,Navy,61,Army,54,1,7
2025-02-23,@ Bucknell,Army vs. Bucknell,Bucknell,84,Army,53,1,31
2025-02-25,@ Lafayette,Army vs. Lafayette,Lafayette,81,Army,65,1,16
2025-03-01,@ Army,Lehigh vs. Army,Army,67,Lehigh,89,0,-22
2025-03-06,@ Colgate,Army vs. Colgate,Colgate,84,Army,55,1,29
2024-11-06,@ Auburn,Vermont vs. Auburn,Auburn,94,Vermont,43,1,51
2024-11-09,Neutral,Houston vs. Auburn,Auburn,74,Houston,69,1,5
2024-11-13,@ Auburn,Kent State vs. Auburn,Auburn,79,Kent State,56,1,23
2024-11-18,@ Auburn,North Alabama vs. Auburn,Auburn,102,North Alabama,69,1,33
2024-11-25,Neutral,Iowa State vs. Auburn,Auburn,83,Iowa State,81,1,2
2024-11-27,Neutral,Memphis vs. Auburn,Auburn,90,Memphis,76,1,14
2024-12-04,@ Duke,Auburn vs. Duke,Duke,84,Auburn,78,1,6
2024-12-08,@ Auburn,Richmond vs. Auburn,Auburn,98,Richmond,54,1,44
2024-12-14,Neutral,Ohio State vs. Auburn,Auburn,91,Ohio State,53,1,38
2024-12-17,@ Auburn,Georgia State vs. Auburn,Auburn,100,Georgia State,59,1,41
2024-12-21,Neutral,Purdue vs. Auburn,Auburn,87,Purdue,69,1,18
2024-12-30,@ Auburn,Monmouth vs. Auburn,Auburn,87,Monmouth,58,1,29
2025-01-04,@ Auburn,Missouri vs. Auburn,Auburn,84,Missouri,68,1,16
2025-01-07,@ Texas,Auburn vs. Texas,Texas,82,Auburn,87,0,-5
2025-01-11,@ South Carolina,Auburn vs. South Carolina,South Carolina,63,Auburn,66,0,-3
2025-01-14,@ Auburn,Mississippi State vs. Auburn,Auburn,88,Mississippi State,66,1,22
2025-01-18,@ Georgia,Auburn vs. Georgia,Georgia,68,Auburn,70,0,-2
2025-01-25,@ Auburn,Tennessee vs. Auburn,Auburn,53,Tennessee,51,1,2
2025-01-29,@ LSU,Auburn vs. LSU,LSU,74,Auburn,87,0,-13
2025-02-01,@ Ole Miss,Auburn vs. Ole Miss,Ole Miss,82,Auburn,92,0,-10
2025-02-04,@ Auburn,Oklahoma vs. Auburn,Auburn,98,Oklahoma,70,1,28
2025-02-08,@ Auburn,Florida vs. Auburn,Auburn,81,Florida,90,0,-9
2025-02-11,@ Vanderbilt,Auburn vs. Vanderbilt,Vanderbilt,68,Auburn,80,0,-12
2025-02-22,@ Auburn,Georgia vs. Auburn,Auburn,82,Georgia,70,1,12
2025-02-26,@ Auburn,Ole Miss vs. Auburn,Auburn,106,Ole Miss,76,1,30
2025-03-01,@ Kentucky,Auburn vs. Kentucky,Kentucky,78,Auburn,94,0,-16
2025-03-04,@ Texas A&M,Auburn vs. Texas A&M,Texas A&M,83,Auburn,72,1,11
2025-03-14,Neutral,Ole Miss vs. Auburn,Auburn,62,Ole Miss,57,1,5
2025-03-15,Neutral,Auburn vs. Tennessee,Tennessee,70,Auburn,65,1,5
2024-11-08,@ Butler,Austin Peay vs. Butler,Butler,66,Austin Peay,68,0,-2
2024-11-11,@ Austin Peay,Chattanooga vs. Austin Peay,Austin Peay,67,Chattanooga,61,1,6
2024-11-17,@ Tennessee,Austin Peay vs. Tennessee,Tennessee,103,Austin Peay,68,1,35
2024-11-20,@ Morehead State,Austin Peay vs. Morehead State,Morehead State,63,Austin Peay,58,1,5
2024-11-26,Neutral,Georgia State vs. Austin Peay,Austin Peay,62,Georgia State,50,1,12
2024-11-27,Neutral,Austin Peay vs. UT Arlington,UT Arlington,68,Austin Peay,58,1,10
2024-11-30,@ East Tennessee State,Austin Peay vs. East Tennessee State,East Tennessee State,79,Austin Peay,57,1,22
2024-12-08,@ Samford,Austin Peay vs. Samford,Samford,72,Austin Peay,47,1,25
2024-12-14,@ Austin Peay,Southern Illinois vs. Austin Peay,Austin Peay,60,Southern Illinois,65,0,-5
2024-12-18,@ Ohio,Austin Peay vs. Ohio,Ohio,78,Austin Peay,58,1,20
2024-12-21,@ Vanderbilt,Austin Peay vs. Vanderbilt,Vanderbilt,85,Austin Peay,55,1,30
2025-01-02,@ North Florida,Austin Peay vs. North Florida,North Florida,89,Austin Peay,97,0,-8
2025-01-04,@ Jacksonville,Austin Peay vs. Jacksonville,Jacksonville,68,Austin Peay,44,1,24
2025-01-09,@ Austin Peay,West Georgia vs. Austin Peay,Austin Peay,68,West Georgia,72,0,-4
2025-01-11,@ Austin Peay,Queens (NC) vs. Austin Peay,Austin Peay,60,Queens (NC),67,0,-7
2025-01-16,@ Austin Peay,Eastern Kentucky vs. Austin Peay,Austin Peay,97,Eastern Kentucky,90,1,7
2025-01-18,@ Lipscomb,Austin Peay vs. Lipscomb,Lipscomb,88,Austin Peay,60,1,28
2025-01-23,@ Central Arkansas,Austin Peay vs. Central Arkansas,Central Arkansas,71,Austin Peay,73,0,-2
2025-01-25,@ North Alabama,Austin Peay vs. North Alabama,North Alabama,88,Austin Peay,84,1,4
2025-01-30,@ Austin Peay,Bellarmine vs. Austin Peay,Austin Peay,86,Bellarmine,77,1,9
2025-02-01,@ Eastern Kentucky,Austin Peay vs. Eastern Kentucky,Eastern Kentucky,88,Austin Peay,82,1,6
2025-02-05,@ Austin Peay,North Alabama vs. Austin Peay,Austin Peay,64,North Alabama,74,0,-10
2025-02-08,@ Austin Peay,Central Arkansas vs. Austin Peay,Austin Peay,90,Central Arkansas,67,1,23
2025-02-13,@ Austin Peay,Florida Gulf Coast vs. Austin Peay,Austin Peay,73,Florida Gulf Coast,60,1,13
2025-02-15,@ Austin Peay,Stetson vs. Austin Peay,Austin Peay,76,Stetson,63,1,13
2025-02-18,@ Bellarmine,Austin Peay vs. Bellarmine,Bellarmine,94,Austin Peay,68,1,26
2025-02-20,@ Queens (NC),Austin Peay vs. Queens (NC),Queens (NC),78,Austin Peay,92,0,-14
2025-02-24,@ Austin Peay,Lipscomb vs. Austin Peay,Austin Peay,78,Lipscomb,95,0,-17
2025-02-26,@ West Georgia,Austin Peay vs. West Georgia,West Georgia,73,Austin Peay,70,1,3
2025-03-02,Neutral,North Florida vs. Austin Peay,Austin Peay,90,North Florida,69,1,21
2025-03-03,@ North Alabama,Austin Peay vs. North Alabama,North Alabama,90,Austin Peay,64,1,26
2024-11-04,@ Georgia State,Ball State vs. Georgia State,Georgia State,71,Ball State,66,1,5
2024-11-13,@ Dayton,Ball State vs. Dayton,Dayton,77,Ball State,69,1,8
2024-11-16,@ Ball State,Indiana State vs. Ball State,Ball State,84,Indiana State,94,0,-10
2024-11-20,@ Ball State,Detroit Mercy vs. Ball State,Ball State,59,Detroit Mercy,70,0,-11
2024-11-25,Neutral,Eastern Kentucky vs. Ball State,Ball State,63,Eastern Kentucky,61,1,2
2024-11-27,Neutral,Ball State vs. Richmond,Richmond,73,Ball State,60,1,13
2024-12-14,@ Bellarmine,Ball State vs. Bellarmine,Bellarmine,82,Ball State,86,0,-4
2024-12-21,@ Ball State,Evansville vs. Ball State,Ball State,80,Evansville,43,1,37
2025-01-04,@ Kent State,Ball State vs. Kent State,Kent State,67,Ball State,75,0,-8
2025-01-07,@ Ball State,Miami (OH) vs. Ball State,Ball State,72,Miami (OH),80,0,-8
2025-01-14,@ Ohio,Ball State vs. Ohio,Ohio,86,Ball State,71,1,15
2025-01-18,@ Ball State,Toledo vs. Ball State,Ball State,75,Toledo,93,0,-18
2025-01-21,@ Central Michigan,Ball State vs. Central Michigan,Central Michigan,80,Ball State,82,0,-2
2025-01-25,@ Northern Illinois,Ball State vs. Northern Illinois,Northern Illinois,76,Ball State,66,1,10
2025-01-28,@ Ball State,Western Michigan vs. Ball State,Ball State,71,Western Michigan,74,0,-3
2025-02-01,@ Buffalo,Ball State vs. Buffalo,Buffalo,76,Ball State,89,0,-13
2025-02-08,@ Ball State,Southern Mississippi vs. Ball State,Ball State,77,Southern Mississippi,76,1,1
2025-02-11,@ Ball State,Eastern Michigan vs. Ball State,Ball State,86,Eastern Michigan,84,1,2
2025-02-15,@ Ball State,Northern Illinois vs. Ball State,Ball State,89,Northern Illinois,83,1,6
2025-02-18,@ Toledo,Ball State vs. Toledo,Toledo,67,Ball State,66,1,1
2025-02-22,@ Ball State,Buffalo vs. Ball State,Ball State,80,Buffalo,66,1,14
2025-03-04,@ Ball State,Central Michigan vs. Ball State,Ball State,67,Central Michigan,69,0,-2
2025-03-07,@ Miami (OH),Ball State vs. Miami (OH),Miami (OH),79,Ball State,66,1,13
2024-11-04,@ Gonzaga,Baylor vs. Gonzaga,Gonzaga,101,Baylor,63,1,38
2024-11-17,@ Baylor,Tarleton State vs. Baylor,Baylor,104,Tarleton State,41,1,63
2024-11-21,Neutral,St. John's (NY) vs. Baylor,Baylor,99,St. John's (NY),98,1,1
2024-11-22,Neutral,Baylor vs. Tennessee,Tennessee,77,Baylor,62,1,15
2024-11-27,@ Baylor,New Orleans vs. Baylor,Baylor,91,New Orleans,60,1,31
2024-12-04,@ Connecticut,Baylor vs. Connecticut,Connecticut,76,Baylor,72,1,4
2024-12-11,@ Baylor,Norfolk State vs. Baylor,Baylor,94,Norfolk State,69,1,25
2024-12-31,@ Baylor,Utah vs. Baylor,Baylor,81,Utah,56,1,25
2025-01-04,@ Iowa State,Baylor vs. Iowa State,Iowa State,74,Baylor,55,1,19
2025-01-07,@ Baylor,Cincinnati vs. Baylor,Baylor,68,Cincinnati,48,1,20
2025-01-19,@ Baylor,TCU vs. Baylor,Baylor,71,TCU,74,0,-3
2025-01-22,@ Baylor,Kansas State vs. Baylor,Baylor,70,Kansas State,62,1,8
2025-01-25,@ Utah,Baylor vs. Utah,Utah,61,Baylor,76,0,-15
2025-02-01,@ Baylor,Kansas vs. Baylor,Baylor,81,Kansas,70,1,11
2025-02-04,@ Texas Tech,Baylor vs. Texas Tech,Texas Tech,73,Baylor,59,1,14
2025-02-08,@ Baylor,UCF vs. Baylor,Baylor,91,UCF,76,1,15
2025-02-10,@ Houston,Baylor vs. Houston,Houston,76,Baylor,65,1,11
