G,Date,Location,Opp,Game Type,W/L,Tm Score,Opp Score,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,Opp FG,Opp FGA,Opp FG%,Opp 3P,Opp 3PA,Opp 3P%,Opp 2P,Opp 2PA,Opp 2P%,Opp eFG%,Opp FT,Opp FTA,Opp FT%,Opp ORB,Opp DRB,Opp TRB,Opp AST,Opp STL,Opp BLK,Opp TOV,Opp PF,Tm
9,2021-12-04,,Wake Forest,REG (Conf),L,61,80,23,56,0.411,8,27,0.296,15,29,0.517,0.482,7,8,0.875,10,14,24,14,3,2,12,13,33,52,0.635,7,16,0.438,26,36,0.722,0.702,7,12,0.583,6,19,25,17,5,2,10,11,Virginia Tech
10,2021-12-08,,Cornell,REG (Non-Conf),W,93,60,34,63,0.54,12,23,0.522,22,40,0.55,0.635,13,17,0.765,11,28,39,16,4,6,11,14,20,52,0.385,8,26,0.308,12,26,0.462,0.462,12,16,0.75,4,16,20,16,7,2,16,14,Virginia Tech
11,2021-12-12,@,Dayton,REG (Non-Conf),L,57,62,21,55,0.382,6,22,0.273,15,33,0.455,0.436,9,14,0.643,8,22,30,11,5,2,13,17,21,50,0.42,7,18,0.389,14,32,0.438,0.49,13,21,0.619,9,26,35,15,9,0,14,18,Virginia Tech
12,2021-12-17,N,St. Bonaventure,REG (Non-Conf),W,86,49,28,51,0.549,13,28,0.464,15,23,0.652,0.676,17,23,0.739,9,22,31,14,8,5,13,13,18,54,0.333,6,23,0.261,12,31,0.387,0.389,7,13,0.538,8,15,23,8,7,5,19,17,Virginia Tech
13,2021-12-22,@,Duke,REG (Conf),L,65,76,26,61,0.426,5,19,0.263,21,42,0.5,0.467,8,9,0.889,10,19,29,16,4,1,10,18,29,54,0.537,5,15,0.333,24,39,0.615,0.583,13,16,0.813,8,23,31,10,8,6,10,15,Virginia Tech
14,2022-01-04,,NC State,REG (Conf),L,63,68,23,53,0.434,8,23,0.348,15,30,0.5,0.509,9,11,0.818,6,18,24,14,3,3,10,13,26,59,0.441,9,24,0.375,17,35,0.486,0.517,7,9,0.778,13,19,32,11,6,3,9,16,Virginia Tech
15,2022-01-12,@,Virginia,REG (Conf),L,52,54,21,50,0.42,7,20,0.35,14,30,0.467,0.49,3,3,1.0,5,22,27,13,5,6,10,16,20,50,0.4,3,13,0.231,17,37,0.459,0.43,11,16,0.688,9,21,30,12,6,3,7,10,Virginia Tech
16,2022-01-15,,Notre Dame,REG (Conf),W,79,73,29,49,0.592,10,20,0.5,19,29,0.655,0.694,11,15,0.733,4,22,26,13,1,4,10,18,26,57,0.456,8,20,0.4,18,37,0.486,0.526,13,18,0.722,7,18,25,12,4,0,2,13,Virginia Tech
17,2022-01-19,@,NC State,REG (Conf),W,62,59,26,53,0.491,7,24,0.292,19,29,0.655,0.557,3,4,0.75,11,25,36,13,5,5,15,17,23,56,0.411,8,26,0.308,15,30,0.5,0.482,5,9,0.556,8,14,22,10,11,1,8,11,Virginia Tech
18,2022-01-22,@,Boston College,REG (Conf),L,63,68,23,53,0.434,7,17,0.412,16,36,0.444,0.5,10,11,0.909,8,14,22,13,7,3,6,18,25,52,0.481,4,12,0.333,21,40,0.525,0.519,14,19,0.737,13,21,34,15,3,5,10,14,Virginia Tech
19,2022-01-24,@,North Carolina,REG (Conf),L,68,78,27,58,0.466,7,18,0.389,20,40,0.5,0.526,7,11,0.636,3,27,30,13,2,2,9,21,23,63,0.365,10,25,0.4,13,38,0.342,0.444,22,26,0.846,15,27,42,13,6,4,7,15,Virginia Tech
20,2022-01-26,,Miami (FL),REG (Conf),L,75,78,25,50,0.5,13,26,0.5,12,24,0.5,0.63,12,15,0.8,8,19,27,20,2,6,14,9,29,53,0.547,11,18,0.611,18,35,0.514,0.651,9,10,0.9,4,17,21,14,10,4,10,13,Virginia Tech
21,2022-01-29,@,Florida State,REG (Conf),W,85,72,32,52,0.615,18,25,0.72,14,27,0.519,0.788,3,5,0.6,3,13,16,16,6,2,10,16,26,52,0.5,5,13,0.385,21,39,0.538,0.548,15,17,0.882,8,14,22,16,7,3,14,9,Virginia Tech
22,2022-02-02,,Georgia Tech,REG (Conf),W,81,66,28,53,0.528,8,20,0.4,20,33,0.606,0.604,17,22,0.773,9,23,32,16,4,3,13,11,24,60,0.4,10,25,0.4,14,35,0.4,0.483,8,8,1.0,7,18,25,8,7,2,12,23,Virginia Tech
23,2022-02-05,@,Pittsburgh,REG (Conf),W,76,71,26,45,0.578,14,26,0.538,12,19,0.632,0.733,10,16,0.625,6,17,23,15,12,1,16,13,25,44,0.568,9,18,0.5,16,26,0.615,0.67,12,14,0.857,2,16,18,11,11,1,15,14,Virginia Tech
24,2022-02-07,,Pittsburgh,REG (Conf),W,74,47,29,55,0.527,13,27,0.481,16,28,0.571,0.645,3,6,0.5,9,26,35,20,6,1,8,12,15,40,0.375,10,20,0.5,5,20,0.25,0.5,7,9,0.778,0,18,18,11,3,6,11,14,Virginia Tech
25,2022-02-12,,Syracuse,REG (Conf),W,71,59,23,60,0.383,8,27,0.296,15,33,0.455,0.45,17,21,0.81,8,30,38,20,6,5,4,9,24,64,0.375,10,27,0.37,14,37,0.378,0.453,1,4,0.25,9,29,38,9,2,3,10,18,Virginia Tech
26,2022-02-14,,Virginia,REG (Conf),W,62,53,20,46,0.435,5,20,0.25,15,26,0.577,0.489,17,21,0.81,4,22,26,12,4,6,6,14,22,55,0.4,0,9,0.0,22,46,0.478,0.4,9,12,0.75,8,22,30,9,4,2,9,18,Virginia Tech
27,2022-02-19,,North Carolina,REG (Conf),L,57,65,24,64,0.375,5,26,0.192,19,38,0.5,0.414,4,6,0.667,6,21,27,11,6,1,9,16,22,49,0.449,8,22,0.364,14,27,0.519,0.531,13,15,0.867,4,32,36,13,4,6,14,11,Virginia Tech
28,2022-02-23,@,Georgia Tech,REG (Conf),W,62,58,23,59,0.39,6,24,0.25,17,35,0.486,0.441,10,14,0.714,11,23,34,13,8,2,13,13,23,53,0.434,4,13,0.308,19,40,0.475,0.472,8,11,0.727,6,20,26,10,7,4,11,14,Virginia Tech
29,2022-02-26,@,Miami (FL),REG (Conf),W,71,70,29,50,0.58,7,23,0.304,22,27,0.815,0.65,6,6,1.0,8,22,30,21,4,4,19,15,28,56,0.5,6,16,0.375,22,40,0.55,0.554,8,13,0.615,7,13,20,16,16,1,9,12,Virginia Tech
30,2022-03-01,,Louisville,REG (Conf),W,75,43,28,60,0.467,12,28,0.429,16,32,0.5,0.567,7,12,0.583,12,24,36,14,10,5,6,12,17,47,0.362,6,19,0.316,11,28,0.393,0.426,3,7,0.429,6,20,26,11,5,4,17,13,Virginia Tech
31,2022-03-05,@,Clemson,REG (Conf),L,59,63,19,51,0.373,9,30,0.3,10,21,0.476,0.461,12,13,0.923,8,21,29,9,5,4,13,16,21,48,0.438,8,20,0.4,13,28,0.464,0.521,13,16,0.813,4,21,25,13,8,1,12,16,Virginia Tech
32,2022-03-09,N,Clemson,CTOURN,W,76,75,26,55,0.473,12,28,0.429,14,27,0.519,0.582,12,20,0.6,8,27,35,14,3,5,14,19,28,60,0.467,8,23,0.348,20,37,0.541,0.533,11,16,0.688,5,21,26,16,7,2,5,16,Virginia Tech
33,2022-03-10,N,Notre Dame,CTOURN,W,87,80,31,54,0.574,7,19,0.368,24,35,0.686,0.639,18,24,0.75,2,18,20,11,8,3,6,18,27,51,0.529,7,19,0.368,20,32,0.625,0.598,19,22,0.864,4,22,26,15,3,1,11,17,Virginia Tech
34,2022-03-11,N,North Carolina,CTOURN,W,72,59,25,57,0.439,9,20,0.45,16,37,0.432,0.518,13,14,0.929,5,27,32,14,5,3,6,15,22,60,0.367,3,26,0.115,19,34,0.559,0.392,12,14,0.857,10,25,35,14,4,2,11,15,Virginia Tech
35,2022-03-12,N,Duke,CTOURN,W,82,67,32,64,0.5,10,22,0.455,22,42,0.524,0.578,8,12,0.667,11,23,34,18,7,0,8,18,24,49,0.49,4,20,0.2,20,29,0.69,0.531,15,23,0.652,3,19,22,9,5,6,10,15,Virginia Tech
36,2022-03-18,N,Texas,ROUND-64,L,73,81,23,47,0.489,4,12,0.333,19,35,0.543,0.532,23,26,0.885,4,21,25,11,4,2,13,19,27,57,0.474,10,19,0.526,17,38,0.447,0.561,17,22,0.773,8,17,25,17,9,3,7,22,Virginia Tech
1,2021-11-09,,Hartford,REG (Non-Conf),W,77,59,32,58,0.552,7,18,0.389,25,40,0.625,0.612,6,9,0.667,8,26,34,17,12,3,14,23,17,47,0.362,7,26,0.269,10,21,0.476,0.436,18,25,0.72,8,16,24,8,10,2,18,12,Wagner
2,2021-11-13,@,VCU,REG (Non-Conf),W,58,44,21,57,0.368,3,17,0.176,18,40,0.45,0.395,13,15,0.867,14,24,38,11,6,1,13,19,17,42,0.405,3,11,0.273,14,31,0.452,0.44,7,15,0.467,3,19,22,12,5,3,15,18,Wagner
3,2021-12-01,@,Seton Hall,REG (Non-Conf),L,63,85,26,64,0.406,5,20,0.25,21,44,0.477,0.445,6,7,0.857,8,21,29,13,7,1,17,15,34,65,0.523,7,24,0.292,27,41,0.659,0.577,10,17,0.588,13,28,41,14,9,6,16,7,Wagner
4,2021-12-04,@,Stony Brook,REG (Non-Conf),W,78,49,33,62,0.532,7,19,0.368,26,43,0.605,0.589,5,6,0.833,8,27,35,20,11,2,13,20,17,55,0.309,7,25,0.28,10,30,0.333,0.373,8,17,0.471,6,13,19,10,10,1,14,10,Wagner
5,2021-12-08,@,Penn State,REG (Non-Conf),L,54,74,24,56,0.429,2,14,0.143,22,42,0.524,0.446,4,6,0.667,7,17,24,14,10,1,14,20,24,50,0.48,10,28,0.357,14,22,0.636,0.58,16,21,0.762,8,21,29,18,9,1,16,12,Wagner
6,2021-12-16,,,REG (Non-Conf),W,104,46,40,64,0.625,5,18,0.278,35,46,0.761,0.664,19,23,0.826,12,29,41,25,13,6,13,20,13,49,0.265,5,20,0.25,8,29,0.276,0.316,15,20,0.75,4,10,14,8,5,0,16,21,Wagner
7,2021-12-20,,Delaware State,REG (Non-Conf),W,93,51,26,57,0.456,12,28,0.429,14,29,0.483,0.561,29,38,0.763,9,30,39,22,8,2,15,24,15,43,0.349,2,15,0.133,13,28,0.464,0.372,19,30,0.633,2,17,19,7,5,3,19,28,Wagner
8,2021-12-23,@,Fairfield,REG (Non-Conf),W,63,50,19,47,0.404,1,7,0.143,18,40,0.45,0.415,24,31,0.774,7,26,33,7,6,1,9,22,16,48,0.333,6,21,0.286,10,27,0.37,0.396,12,21,0.571,8,20,28,6,3,1,10,21,Wagner
9,2021-12-29,@,Saint Francis (PA),REG (Conf),W,72,64,29,51,0.569,2,12,0.167,27,39,0.692,0.588,12,18,0.667,5,20,25,12,9,2,14,21,23,52,0.442,8,17,0.471,15,35,0.429,0.519,10,17,0.588,8,18,26,15,5,2,15,16,Wagner
11,2022-01-06,,Bryant,REG (Conf),W,84,81,31,76,0.408,3,19,0.158,28,57,0.491,0.428,19,32,0.594,15,29,44,21,12,6,6,25,24,62,0.387,8,29,0.276,16,33,0.485,0.452,25,29,0.862,9,35,44,9,2,3,18,25,Wagner
13,2022-01-15,,St. Francis Brooklyn,REG (Conf),W,81,76,33,58,0.569,0,8,0.0,33,50,0.66,0.569,15,17,0.882,12,19,31,14,3,3,12,21,27,55,0.491,6,21,0.286,21,34,0.618,0.545,16,22,0.727,7,13,20,14,6,1,9,19,Wagner
14,2022-01-17,,Fairleigh Dickinson,REG (Conf),W,95,64,39,68,0.574,5,17,0.294,34,51,0.667,0.61,12,16,0.75,9,20,29,23,11,2,12,23,20,49,0.408,2,15,0.133,18,34,0.529,0.429,22,30,0.733,4,18,22,4,7,2,18,13,Wagner
15,2022-01-21,@,LIU,REG (Conf),W,92,85,30,67,0.448,4,19,0.211,26,48,0.542,0.478,28,41,0.683,12,32,44,4,14,4,17,23,28,73,0.384,14,34,0.412,14,39,0.359,0.479,15,27,0.556,16,30,46,16,10,12,22,29,Wagner
16,2022-01-23,@,Merrimack,REG (Conf),W,71,57,25,48,0.521,5,10,0.5,20,38,0.526,0.573,16,18,0.889,8,17,25,13,10,3,14,16,23,50,0.46,7,15,0.467,16,35,0.457,0.53,4,11,0.364,9,14,23,10,7,2,16,16,Wagner
17,2022-01-27,,Saint Francis (PA),REG (Conf),W,69,54,28,62,0.452,5,20,0.25,23,42,0.548,0.492,8,10,0.8,14,30,44,17,7,6,14,19,22,53,0.415,6,20,0.3,16,33,0.485,0.472,4,14,0.286,6,19,25,12,6,3,13,12,Wagner
18,2022-01-30,@,St. Francis Brooklyn,REG (Conf),W,72,69,25,59,0.424,6,16,0.375,19,43,0.442,0.475,16,24,0.667,11,23,34,11,4,2,9,20,22,53,0.415,5,21,0.238,17,32,0.531,0.462,20,23,0.87,5,25,30,13,5,0,11,17,Wagner
19,2022-02-03,@,Central Connecticut State,REG (Conf),W,54,52,18,48,0.375,6,18,0.333,12,30,0.4,0.438,12,16,0.75,9,22,31,9,3,5,9,16,18,60,0.3,6,26,0.231,12,34,0.353,0.35,10,15,0.667,19,23,42,10,4,2,9,15,Wagner
20,2022-02-05,,LIU,REG (Conf),W,79,64,28,58,0.483,5,16,0.313,23,42,0.548,0.526,18,28,0.643,8,30,38,14,7,2,9,17,23,54,0.426,5,19,0.263,18,35,0.514,0.472,13,20,0.65,4,23,27,12,5,2,14,20,Wagner
21,2022-02-10,,Mount St. Mary's,REG (Conf),W,69,57,25,52,0.481,8,18,0.444,17,34,0.5,0.558,11,15,0.733,6,24,30,12,5,7,7,18,20,53,0.377,6,17,0.353,14,36,0.389,0.434,11,19,0.579,9,19,28,12,4,4,12,17,Wagner
22,2022-02-12,,Merrimack,REG (Conf),L,65,80,23,65,0.354,1,20,0.05,22,45,0.489,0.362,18,23,0.783,16,19,35,11,9,0,18,23,27,48,0.563,5,15,0.333,22,33,0.667,0.615,21,30,0.7,0,23,23,16,12,3,18,19,Wagner
23,2022-02-17,@,Sacred Heart,REG (Conf),W,76,67,29,68,0.426,5,20,0.25,24,48,0.5,0.463,13,23,0.565,14,20,34,11,11,1,7,15,26,53,0.491,5,18,0.278,21,35,0.6,0.538,10,12,0.833,8,24,32,12,3,4,20,23,Wagner
24,2022-02-19,,Central Connecticut State,REG (Conf),W,78,68,24,48,0.5,4,18,0.222,20,30,0.667,0.542,26,31,0.839,8,16,24,18,10,3,10,21,18,43,0.419,8,22,0.364,10,21,0.476,0.512,24,26,0.923,7,15,22,14,3,1,15,22,Wagner
25,2022-02-24,@,Fairleigh Dickinson,REG (Conf),L,86,88,34,71,0.479,7,23,0.304,27,48,0.563,0.528,11,19,0.579,19,22,41,19,4,1,13,22,29,58,0.5,8,24,0.333,21,34,0.618,0.569,22,25,0.88,8,19,27,16,6,5,10,20,Wagner
26,2022-02-26,@,Bryant,REG (Conf),L,70,78,27,68,0.397,6,22,0.273,21,46,0.457,0.441,10,16,0.625,8,23,31,12,7,2,9,18,28,63,0.444,8,29,0.276,20,34,0.588,0.508,14,18,0.778,13,26,39,15,4,2,12,20,Wagner
27,2022-03-02,,Saint Francis (PA),CTOURN,W,82,53,32,64,0.5,13,24,0.542,19,40,0.475,0.602,5,10,0.5,13,32,45,22,8,4,11,15,21,52,0.404,4,18,0.222,17,34,0.5,0.442,7,19,0.368,7,21,28,7,7,3,12,14,Wagner
28,2022-03-05,,LIU,CTOURN,W,82,62,29,59,0.492,8,22,0.364,21,37,0.568,0.559,16,19,0.842,5,29,34,12,10,2,9,24,22,53,0.415,3,19,0.158,19,34,0.559,0.443,15,28,0.536,9,23,32,11,5,3,11,18,Wagner
29,2022-03-08,@,Bryant,CTOURN,L,43,70,17,58,0.293,3,21,0.143,14,37,0.378,0.319,6,10,0.6,11,15,26,9,9,4,14,15,26,55,0.473,7,19,0.368,19,36,0.528,0.536,11,15,0.733,13,28,41,11,11,9,14,13,Wagner
1,2021-11-10,,William & Mary,REG (Non-Conf),W,77,59,31,60,0.517,7,23,0.304,24,37,0.649,0.575,8,14,0.571,10,25,35,13,14,8,17,16,22,57,0.386,6,19,0.316,16,38,0.421,0.439,9,14,0.643,10,22,32,17,10,2,21,17,Wake Forest
2,2021-11-12,,Western Carolina,REG (Non-Conf),W,87,75,31,60,0.517,6,18,0.333,25,42,0.595,0.567,19,28,0.679,9,24,33,9,12,2,14,19,26,57,0.456,12,33,0.364,14,24,0.583,0.561,11,17,0.647,5,25,30,12,6,0,19,23,Wake Forest
3,2021-11-17,,Charleston Southern,REG (Non-Conf),W,95,59,35,65,0.538,10,21,0.476,25,44,0.568,0.615,15,20,0.75,4,34,38,20,12,4,11,12,25,66,0.379,5,19,0.263,20,47,0.426,0.417,4,8,0.5,10,26,36,4,7,2,22,17,Wake Forest
4,2021-11-20,,North Carolina A&T,REG (Non-Conf),W,87,63,29,55,0.527,16,35,0.457,13,20,0.65,0.673,13,21,0.619,8,23,31,19,8,3,11,14,23,59,0.39,10,25,0.4,13,34,0.382,0.475,7,14,0.5,7,22,29,12,5,2,14,17,Wake Forest
5,2021-11-23,,Kennesaw State,REG (Non-Conf),W,92,61,32,57,0.561,10,25,0.4,22,32,0.688,0.649,18,24,0.75,7,31,38,19,9,5,15,16,23,61,0.377,7,23,0.304,16,38,0.421,0.434,8,15,0.533,6,17,23,12,8,3,13,21,Wake Forest
6,2021-11-26,N,Oregon State,REG (Non-Conf),W,80,77,28,62,0.452,6,23,0.261,22,39,0.564,0.5,18,25,0.72,7,21,28,11,7,2,12,19,27,58,0.466,2,14,0.143,25,44,0.568,0.483,21,26,0.808,5,24,29,7,6,5,12,22,Wake Forest
7,2021-11-27,N,LSU,REG (Non-Conf),L,61,75,18,58,0.31,6,25,0.24,12,33,0.364,0.362,19,23,0.826,16,18,34,12,5,3,21,13,27,59,0.458,5,18,0.278,22,41,0.537,0.5,16,17,0.941,11,22,33,12,14,2,15,20,Wake Forest
8,2021-11-30,,Northwestern,REG (Non-Conf),W,77,73,27,59,0.458,10,25,0.4,17,34,0.5,0.542,13,18,0.722,3,31,34,14,6,2,10,16,26,69,0.377,7,21,0.333,19,48,0.396,0.428,14,18,0.778,13,25,38,16,8,5,10,17,Wake Forest
9,2021-12-04,@,Virginia Tech,REG (Conf),W,80,61,33,52,0.635,7,16,0.438,26,36,0.722,0.702,7,12,0.583,6,19,25,17,5,2,10,11,23,56,0.411,8,27,0.296,15,29,0.517,0.482,7,8,0.875,10,14,24,14,3,2,12,13,Wake Forest
10,2021-12-11,,USC Upstate,REG (Non-Conf),W,79,53,28,62,0.452,9,30,0.3,19,32,0.594,0.524,14,18,0.778,9,36,45,18,8,6,15,9,20,61,0.328,6,25,0.24,14,36,0.389,0.377,7,11,0.636,5,26,31,8,9,2,14,14,Wake Forest
11,2021-12-14,,VMI,REG (Non-Conf),W,77,70,21,58,0.362,7,28,0.25,14,30,0.467,0.422,28,31,0.903,9,33,42,6,5,4,9,13,26,66,0.394,13,40,0.325,13,26,0.5,0.492,5,6,0.833,6,27,33,17,2,1,10,25,Wake Forest
12,2021-12-17,N,Charlotte,REG (Non-Conf),W,82,79,34,65,0.523,7,23,0.304,27,42,0.643,0.577,7,9,0.778,6,22,28,17,4,3,6,13,32,60,0.533,7,22,0.318,25,38,0.658,0.592,8,15,0.533,7,24,31,10,2,4,10,12,Wake Forest
13,2021-12-29,@,Louisville,REG (Conf),L,69,73,24,63,0.381,7,27,0.259,17,36,0.472,0.437,14,18,0.778,10,25,35,12,2,3,7,24,19,48,0.396,10,22,0.455,9,26,0.346,0.5,25,34,0.735,8,32,40,12,2,3,11,18,Wake Forest
14,2022-01-01,@,Miami (FL),REG (Conf),L,84,92,35,64,0.547,10,30,0.333,25,34,0.735,0.625,4,8,0.5,8,21,29,23,5,1,13,20,32,52,0.615,9,18,0.5,23,34,0.676,0.702,19,27,0.704,3,20,23,19,9,2,9,16,Wake Forest
15,2022-01-04,,Florida State,REG (Conf),W,76,54,25,55,0.455,5,19,0.263,20,36,0.556,0.5,21,27,0.778,8,40,48,15,4,4,20,18,15,62,0.242,4,25,0.16,11,37,0.297,0.274,20,25,0.8,6,23,29,6,16,5,10,22,Wake Forest
16,2022-01-08,,Syracuse,REG (Conf),W,77,74,25,58,0.431,11,37,0.297,14,21,0.667,0.526,16,25,0.64,6,30,36,19,4,6,13,11,27,75,0.36,8,29,0.276,19,46,0.413,0.413,12,14,0.857,12,30,42,16,6,1,8,21,Wake Forest
17,2022-01-12,,Duke,REG (Conf),L,64,76,24,54,0.444,2,16,0.125,22,38,0.579,0.463,14,20,0.7,9,25,34,7,3,3,15,14,31,61,0.508,7,15,0.467,24,46,0.522,0.566,7,13,0.538,4,22,26,13,7,5,7,18,Wake Forest
18,2022-01-15,@,Virginia,REG (Conf),W,63,55,23,51,0.451,6,18,0.333,17,33,0.515,0.51,11,14,0.786,12,22,34,7,6,4,13,12,21,58,0.362,5,13,0.385,16,45,0.356,0.405,8,12,0.667,11,15,26,17,10,5,10,14,Wake Forest
19,2022-01-19,@,Georgia Tech,REG (Conf),W,80,64,33,58,0.569,8,26,0.308,25,32,0.781,0.638,6,7,0.857,4,28,32,23,9,8,18,12,25,65,0.385,5,22,0.227,20,43,0.465,0.423,9,15,0.6,9,19,28,14,11,2,15,10,Wake Forest
20,2022-01-22,,North Carolina,REG (Conf),W,98,76,32,59,0.542,10,26,0.385,22,33,0.667,0.627,24,32,0.75,3,35,38,11,7,6,8,15,27,81,0.333,6,28,0.214,21,53,0.396,0.37,16,23,0.696,20,24,44,9,6,2,11,25,Wake Forest
21,2022-01-24,,Boston College,REG (Conf),W,87,57,29,54,0.537,8,20,0.4,21,34,0.618,0.611,21,23,0.913,7,32,39,19,6,11,14,18,18,71,0.254,6,25,0.24,12,46,0.261,0.296,15,20,0.75,16,17,33,7,8,3,11,16,Wake Forest
22,2022-01-29,@,Syracuse,REG (Conf),L,72,94,27,56,0.482,11,27,0.407,16,29,0.552,0.58,7,10,0.7,9,17,26,16,4,2,16,17,36,63,0.571,10,19,0.526,26,44,0.591,0.651,12,17,0.706,11,18,29,18,10,1,5,15,Wake Forest
23,2022-02-02,,Pittsburgh,REG (Conf),W,91,75,28,51,0.549,15,29,0.517,13,22,0.591,0.696,20,26,0.769,7,22,29,20,5,3,13,16,29,60,0.483,7,16,0.438,22,44,0.5,0.542,10,15,0.667,10,19,29,13,12,2,13,22,Wake Forest
24,2022-02-05,@,Florida State,REG (Conf),W,68,60,26,57,0.456,8,22,0.364,18,35,0.514,0.526,8,15,0.533,13,31,44,15,6,2,26,15,22,67,0.328,4,19,0.211,18,48,0.375,0.358,12,18,0.667,13,20,33,12,15,5,16,17,Wake Forest
25,2022-02-09,@,NC State,REG (Conf),W,69,51,27,50,0.54,9,21,0.429,18,29,0.621,0.63,6,13,0.462,3,30,33,18,8,4,10,16,19,59,0.322,3,22,0.136,16,37,0.432,0.347,10,15,0.667,9,23,32,12,3,2,12,14,Wake Forest
26,2022-02-12,,Miami (FL),REG (Conf),L,72,76,28,51,0.549,9,21,0.429,19,30,0.633,0.637,7,12,0.583,4,26,30,13,5,4,17,14,30,58,0.517,7,18,0.389,23,40,0.575,0.578,9,14,0.643,4,23,27,12,11,2,7,17,Wake Forest
27,2022-02-15,@,Duke,REG (Conf),L,74,76,27,65,0.415,12,31,0.387,15,34,0.441,0.508,8,10,0.8,9,27,36,20,6,3,11,16,26,61,0.426,8,23,0.348,18,38,0.474,0.492,16,19,0.842,10,27,37,17,7,5,10,13,Wake Forest
28,2022-02-19,,Notre Dame,REG (Conf),W,79,74,29,70,0.414,6,17,0.353,23,53,0.434,0.457,15,16,0.938,15,26,41,9,7,1,11,16,24,51,0.471,14,31,0.452,10,20,0.5,0.608,12,14,0.857,2,23,25,13,4,1,15,17,Wake Forest
29,2022-02-23,@,Clemson,REG (Conf),L,69,80,25,61,0.41,9,32,0.281,16,29,0.552,0.484,10,14,0.714,11,21,32,13,4,3,12,18,29,54,0.537,8,18,0.444,21,36,0.583,0.611,14,19,0.737,3,23,26,18,7,1,10,16,Wake Forest
30,2022-02-26,,Louisville,REG (Conf),W,99,77,32,55,0.582,13,27,0.481,19,28,0.679,0.7,22,27,0.815,6,22,28,15,5,3,10,19,31,61,0.508,3,18,0.167,28,43,0.651,0.533,12,21,0.571,8,20,28,6,6,1,13,22,Wake Forest
31,2022-03-02,,NC State,REG (Conf),W,101,76,39,64,0.609,10,27,0.37,29,37,0.784,0.688,13,15,0.867,8,32,40,20,3,4,10,18,25,62,0.403,12,25,0.48,13,37,0.351,0.5,14,21,0.667,9,17,26,9,6,2,8,19,Wake Forest
32,2022-03-09,N,Boston College,CTOURN,L,77,82,29,64,0.453,6,22,0.273,23,42,0.548,0.5,13,24,0.542,9,20,29,14,10,5,16,26,26,52,0.5,6,14,0.429,20,38,0.526,0.558,24,34,0.706,6,27,33,14,8,2,16,18,Wake Forest
33,2022-03-16,,Towson,NIT,W,74,64,24,49,0.49,7,21,0.333,17,28,0.607,0.561,19,29,0.655,7,32,39,14,5,6,17,12,23,66,0.348,8,28,0.286,15,38,0.395,0.409,10,16,0.625,9,21,30,13,11,3,12,20,Wake Forest
34,2022-03-19,,VCU,NIT,W,80,74,22,51,0.431,7,25,0.28,15,26,0.577,0.5,29,37,0.784,6,22,28,14,12,3,14,22,21,52,0.404,9,25,0.36,12,27,0.444,0.49,23,27,0.852,9,23,32,11,9,4,19,26,Wake Forest
35,2022-03-23,@,Texas A&M,NIT,L,52,67,18,53,0.34,6,27,0.222,12,26,0.462,0.396,10,16,0.625,6,29,35,15,6,3,21,19,24,61,0.393,5,23,0.217,19,38,0.5,0.434,14,24,0.583,9,28,37,8,14,2,11,16,Wake Forest
1,2021-11-09,,Northern Illinois,REG (Non-Conf),L,64,71,20,75,0.267,3,18,0.167,17,57,0.298,0.287,21,36,0.583,24,24,48,5,12,6,12,21,21,48,0.438,12,23,0.522,9,25,0.36,0.563,17,25,0.68,3,31,34,12,4,14,17,30,Washington
2,2021-11-11,,Northern Arizona,REG (Non-Conf),W,73,62,22,60,0.367,5,13,0.385,17,47,0.362,0.408,24,35,0.686,12,24,36,5,10,7,13,16,20,54,0.37,4,12,0.333,16,42,0.381,0.407,18,24,0.75,8,29,37,10,8,8,21,28,Washington
3,2021-11-15,,Texas Southern,REG (Non-Conf),W,72,65,23,57,0.404,6,22,0.273,17,35,0.486,0.456,20,28,0.714,9,18,27,9,8,7,12,17,26,72,0.361,2,18,0.111,24,54,0.444,0.375,11,15,0.733,24,21,45,8,5,6,19,26,Washington
4,2021-11-18,,Wyoming,REG (Non-Conf),L,72,77,26,81,0.321,5,26,0.192,21,55,0.382,0.352,15,23,0.652,13,28,41,6,5,4,7,29,27,59,0.458,3,16,0.188,24,43,0.558,0.483,20,32,0.625,6,36,42,3,1,3,15,21,Washington
5,2021-11-22,N,George Mason,REG (Non-Conf),W,77,74,25,52,0.481,6,20,0.3,19,32,0.594,0.538,21,28,0.75,8,19,27,15,10,4,11,18,22,54,0.407,9,23,0.391,13,31,0.419,0.491,21,26,0.808,10,23,33,11,3,1,14,23,Washington
6,2021-11-23,N,South Dakota State,REG (Non-Conf),W,87,76,35,60,0.583,10,22,0.455,25,38,0.658,0.667,7,11,0.636,6,23,29,13,7,3,15,14,29,63,0.46,6,17,0.353,23,46,0.5,0.508,12,17,0.706,12,19,31,9,8,1,15,15,Washington
7,2021-11-24,N,Nevada,REG (Non-Conf),L,62,81,22,59,0.373,9,25,0.36,13,34,0.382,0.449,9,17,0.529,6,16,22,12,3,4,14,24,24,53,0.453,8,26,0.308,16,27,0.593,0.528,25,33,0.758,11,32,43,9,4,3,16,21,Washington
