G,Date,Location,Opp,W/L,Tm Score,Opp Score,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF, ,Opp FG,Opp FGA,Opp FG%,Opp 3P,Opp 3PA,Opp 3P%,Opp FT,Opp FTA,Opp FT%,Opp ORB,Opp TRB,Opp AST,Opp STL,Opp BLK,Opp TOV,Opp PF,Tm
10,2022-12-10,,Drexel,L (1 OT),58,65,23,65,0.354,5,19,0.263,7,9,0.778,7,38,7,5,3,9,15,,25,73,0.342,4,23,0.174,11,15,0.733,12,42,15,5,5,6,9,La Salle
11,2022-12-17,@,Cincinnati,L,60,78,25,62,0.403,4,17,0.235,6,9,0.667,7,33,12,7,1,23,23,,25,60,0.417,8,23,0.348,20,28,0.714,7,28,15,10,8,11,10,La Salle
12,2022-12-21,,Lafayette,L,65,90,23,56,0.411,6,18,0.333,13,19,0.684,6,19,11,8,0,6,13,,32,52,0.615,15,26,0.577,11,14,0.786,7,33,24,6,7,12,16,La Salle
13,2022-12-29,@,Howard,W,80,76,24,44,0.545,9,18,0.5,23,30,0.767,6,25,11,9,3,19,22,,27,51,0.529,2,12,0.167,20,27,0.741,7,24,11,9,4,16,22,La Salle
14,2022-12-31,@,VCU,L,67,80,26,64,0.406,5,18,0.278,10,12,0.833,12,35,9,11,6,18,17,,31,64,0.484,8,19,0.421,10,15,0.667,9,34,16,11,3,15,12,La Salle
15,2023-01-07,,Rhode Island,W (1 OT),77,75,28,75,0.373,5,17,0.294,16,22,0.727,18,40,14,7,9,7,18,,26,66,0.394,4,16,0.25,19,26,0.731,15,44,10,5,11,12,17,La Salle
16,2023-01-11,@,UMass,W,78,77,32,61,0.525,10,26,0.385,4,7,0.571,8,26,17,7,5,13,16,,29,61,0.475,8,19,0.421,11,17,0.647,17,37,18,4,3,15,13,La Salle
17,2023-01-14,,Fordham,L,64,66,23,49,0.469,5,12,0.417,13,19,0.684,6,29,9,5,8,17,13,,27,69,0.391,7,21,0.333,5,5,1.0,14,33,13,10,6,11,20,La Salle
18,2023-01-16,,St. Joseph's,L,59,71,18,61,0.295,6,27,0.222,17,25,0.68,10,30,7,13,3,9,15,,26,51,0.51,11,22,0.5,8,12,0.667,8,40,16,5,6,20,24,La Salle
19,2023-01-21,@,Saint Louis,L,71,84,25,70,0.357,7,23,0.304,14,19,0.737,15,38,15,6,4,8,22,,31,64,0.484,7,17,0.412,15,24,0.625,13,44,14,6,9,9,15,La Salle
20,2023-01-24,,Davidson,L,57,64,19,56,0.339,5,18,0.278,14,16,0.875,13,35,9,9,1,14,18,,23,55,0.418,9,22,0.409,9,12,0.75,8,29,16,6,5,11,15,La Salle
21,2023-01-28,@,Rhode Island,L,70,72,23,57,0.404,11,27,0.407,13,18,0.722,7,30,13,5,5,12,19,,27,61,0.443,7,17,0.412,11,21,0.524,11,38,12,4,3,14,14,La Salle
22,2023-02-01,,George Washington,W,75,64,26,53,0.491,5,15,0.333,18,25,0.72,10,34,14,7,2,15,19,,21,56,0.375,6,20,0.3,16,22,0.727,11,32,9,7,4,16,22,La Salle
23,2023-02-05,@,St. Joseph's,W,73,65,27,62,0.435,10,23,0.435,9,13,0.692,15,41,13,2,0,13,16,,27,62,0.435,6,25,0.24,5,13,0.385,9,31,9,5,2,7,14,La Salle
24,2023-02-08,@,St. Bonaventure,W,76,70,28,54,0.519,10,25,0.4,10,15,0.667,9,34,16,7,2,14,17,,27,57,0.474,7,21,0.333,9,13,0.692,6,25,15,5,2,13,16,La Salle
25,2023-02-11,,UMass,W,86,72,32,60,0.533,11,24,0.458,11,15,0.733,7,27,18,8,6,9,16,,25,61,0.41,5,18,0.278,17,19,0.895,13,32,7,4,4,14,17,La Salle
26,2023-02-15,,Richmond,W,68,62,26,56,0.464,4,16,0.25,12,17,0.706,7,37,11,3,1,8,14,,25,57,0.439,4,22,0.182,8,12,0.667,4,24,14,3,2,5,19,La Salle
27,2023-02-18,@,George Mason,L,66,70,27,64,0.422,7,21,0.333,5,13,0.385,9,37,10,4,3,8,29,,22,56,0.393,5,21,0.238,21,34,0.618,10,34,12,4,7,7,15,La Salle
28,2023-02-22,,Duquesne,L,74,91,22,54,0.407,9,23,0.391,21,28,0.75,10,29,10,6,0,12,18,,35,63,0.556,8,23,0.348,13,18,0.722,9,31,22,9,1,10,24,La Salle
29,2023-02-25,@,George Washington,L,85,92,32,80,0.4,13,35,0.371,8,14,0.571,19,36,10,7,2,9,22,,34,58,0.586,6,14,0.429,18,27,0.667,9,37,14,4,6,12,14,La Salle
30,2023-02-28,@,Dayton,L,53,77,18,57,0.316,7,24,0.292,10,15,0.667,15,34,8,3,3,11,14,,29,53,0.547,12,23,0.522,7,12,0.583,7,30,18,5,2,8,13,La Salle
31,2023-03-04,,Loyola (IL),L,73,76,28,50,0.56,10,20,0.5,7,10,0.7,3,16,13,6,7,13,15,,30,55,0.545,5,14,0.357,11,13,0.846,7,25,14,9,0,13,13,La Salle
32,2023-03-07,N,Rhode Island,W,73,56,31,62,0.5,4,16,0.25,7,11,0.636,12,48,8,4,3,12,19,,17,58,0.293,5,22,0.227,17,28,0.607,10,31,8,7,2,9,18,La Salle
33,2023-03-08,N,Duquesne,W,81,70,26,51,0.51,5,12,0.417,24,32,0.75,7,35,12,8,4,14,17,,24,68,0.353,10,33,0.303,12,20,0.6,18,35,12,9,5,12,22,La Salle
34,2023-03-09,N,Fordham,L,61,69,24,64,0.375,5,20,0.25,8,12,0.667,7,34,15,5,3,11,22,,26,56,0.464,6,21,0.286,11,24,0.458,8,40,11,3,10,12,13,La Salle
1,2022-11-07,,FDU,W (1 OT),88,82,31,67,0.463,8,36,0.222,18,26,0.692,13,42,21,7,5,18,23,,30,75,0.4,7,28,0.25,15,23,0.652,18,40,11,9,2,14,25,Loyola (IL)
2,2022-11-11,@,UIC,W,70,63,27,49,0.551,2,14,0.143,14,19,0.737,8,35,14,11,3,25,26,,20,50,0.4,2,16,0.125,21,31,0.677,7,21,7,12,4,16,19,Loyola (IL)
3,2022-11-17,N,Tulsa,L,66,85,24,53,0.453,6,22,0.273,12,15,0.8,5,25,12,6,3,21,25,,26,54,0.481,11,24,0.458,22,26,0.846,8,30,15,10,0,13,19,Loyola (IL)
4,2022-11-18,N,Boise State,L,48,70,17,53,0.321,6,22,0.273,8,11,0.727,5,21,6,7,1,14,21,,24,52,0.462,8,20,0.4,14,20,0.7,9,38,11,7,7,13,13,Loyola (IL)
5,2022-11-20,N,Texas A&M,L,51,67,15,36,0.417,8,21,0.381,13,24,0.542,10,30,8,7,3,26,24,,22,49,0.449,4,17,0.235,19,27,0.704,11,27,11,16,3,11,21,Loyola (IL)
6,2022-11-25,@,Harvard,L,55,61,22,51,0.431,5,20,0.25,6,10,0.6,6,30,10,3,3,17,18,,23,50,0.46,4,16,0.25,11,18,0.611,4,27,11,12,3,11,13,Loyola (IL)
7,2022-11-30,,Central Arkansas,W,85,70,30,55,0.545,12,23,0.522,13,17,0.765,7,32,21,7,2,10,15,,24,56,0.429,13,29,0.448,9,13,0.692,7,24,12,5,4,12,16,Loyola (IL)
8,2022-12-03,,DePaul,L (1 OT),72,78,28,53,0.528,8,20,0.4,8,13,0.615,7,32,15,8,1,16,18,,25,55,0.455,11,24,0.458,17,19,0.895,2,18,15,9,2,9,12,Loyola (IL)
9,2022-12-06,,Green Bay,W,70,46,28,54,0.519,7,19,0.368,7,10,0.7,9,35,15,0,3,10,15,,16,59,0.271,4,25,0.16,10,13,0.769,10,26,9,5,3,9,13,Loyola (IL)
10,2022-12-10,N,Clemson,W,76,58,27,48,0.563,12,24,0.5,10,12,0.833,1,22,18,6,4,18,19,,21,54,0.389,3,21,0.143,13,16,0.813,4,25,6,9,2,14,17,Loyola (IL)
11,2022-12-18,,Albany (NY),W,68,56,24,48,0.5,6,16,0.375,14,20,0.7,7,33,14,4,7,12,16,,19,54,0.352,5,18,0.278,13,18,0.722,9,24,10,5,1,11,18,Loyola (IL)
12,2022-12-22,N,Stanford,L,62,75,24,58,0.414,7,23,0.304,7,9,0.778,7,29,9,5,2,12,21,,28,56,0.5,5,13,0.385,14,18,0.778,6,34,13,5,1,12,18,Loyola (IL)
13,2022-12-31,,George Washington,L,87,97,35,68,0.515,9,25,0.36,8,11,0.727,12,22,16,7,0,9,18,,32,50,0.64,10,17,0.588,23,25,0.92,8,30,16,3,4,16,15,Loyola (IL)
14,2023-01-04,@,Davidson,L,57,80,22,51,0.431,5,18,0.278,8,13,0.615,8,24,9,3,3,19,21,,29,51,0.569,3,11,0.273,19,22,0.864,6,27,12,9,0,13,18,Loyola (IL)
15,2023-01-07,@,George Mason,L,75,86,27,59,0.458,8,24,0.333,13,18,0.722,7,34,12,3,4,11,25,,32,62,0.516,6,18,0.333,16,25,0.64,9,35,12,5,4,7,19,Loyola (IL)
16,2023-01-10,,VCU,L,64,78,23,45,0.511,6,14,0.429,12,17,0.706,5,22,16,9,3,18,23,,24,42,0.571,4,8,0.5,26,36,0.722,6,21,14,11,3,12,18,Loyola (IL)
17,2023-01-14,@,St. Joseph's,L,55,86,19,48,0.396,4,16,0.25,13,23,0.565,6,27,12,6,5,19,16,,27,60,0.45,14,30,0.467,18,22,0.818,8,32,16,11,3,13,21,Loyola (IL)
18,2023-01-18,,Saint Louis,L,59,76,19,48,0.396,8,18,0.444,13,20,0.65,3,20,12,5,0,8,14,,30,52,0.577,9,19,0.474,7,12,0.583,6,35,20,6,3,11,19,Loyola (IL)
19,2023-01-21,,St. Bonaventure,W,67,55,23,45,0.511,5,19,0.263,16,22,0.727,4,30,11,3,6,12,15,,19,61,0.311,4,22,0.182,13,18,0.722,14,35,9,8,2,10,22,Loyola (IL)
20,2023-01-25,@,Duquesne,L,58,72,23,51,0.451,8,25,0.32,4,8,0.5,3,22,19,5,2,18,19,,25,58,0.431,9,27,0.333,13,14,0.929,8,26,13,9,4,11,18,Loyola (IL)
21,2023-01-31,@,Dayton,L (1 OT),81,85,29,59,0.492,13,25,0.52,10,12,0.833,8,28,15,2,3,14,26,,26,54,0.481,10,28,0.357,23,31,0.742,6,28,18,7,5,7,12,Loyola (IL)
22,2023-02-04,,George Mason,W,69,61,23,54,0.426,6,19,0.316,17,24,0.708,5,29,16,5,1,6,22,,16,50,0.32,4,14,0.286,25,32,0.781,10,37,8,3,4,9,18,Loyola (IL)
23,2023-02-08,,St. Joseph's,L,71,83,25,52,0.481,9,23,0.391,12,18,0.667,7,31,16,2,5,14,18,,28,68,0.412,13,32,0.406,14,20,0.7,14,33,14,9,2,8,18,Loyola (IL)
24,2023-02-11,@,Richmond,L,71,74,27,52,0.519,10,26,0.385,7,11,0.636,4,24,15,7,2,15,21,,26,48,0.542,6,19,0.316,16,19,0.842,4,25,14,9,1,16,13,Loyola (IL)
25,2023-02-14,@,UMass,W,64,62,21,51,0.412,8,23,0.348,14,22,0.636,5,29,11,10,4,17,20,,24,57,0.421,7,20,0.35,7,11,0.636,8,30,12,8,3,17,19,Loyola (IL)
26,2023-02-17,,Dayton,L,49,65,18,59,0.305,5,24,0.208,8,10,0.8,6,24,8,7,1,10,13,,25,52,0.481,4,18,0.222,11,14,0.786,7,37,16,6,1,13,10,Loyola (IL)
27,2023-02-22,,Fordham,L,69,71,23,53,0.434,4,17,0.235,19,29,0.655,6,28,13,7,2,11,26,,21,52,0.404,8,24,0.333,21,29,0.724,9,33,8,6,6,14,23,Loyola (IL)
28,2023-02-25,@,Saint Louis,L,62,81,23,53,0.434,6,22,0.273,10,14,0.714,2,24,16,3,2,12,17,,30,61,0.492,8,21,0.381,13,17,0.765,9,35,19,10,4,9,13,Loyola (IL)
29,2023-03-01,,Rhode Island,L,77,79,27,55,0.491,7,21,0.333,16,22,0.727,6,26,18,5,8,7,15,,27,60,0.45,7,20,0.35,18,21,0.857,8,31,14,7,4,7,17,Loyola (IL)
30,2023-03-04,@,La Salle,W,76,73,30,55,0.545,5,14,0.357,11,13,0.846,7,25,14,9,0,13,13,,28,50,0.56,10,20,0.5,7,10,0.7,3,16,13,6,7,13,15,Loyola (IL)
31,2023-03-07,N,St. Joseph's,L,67,72,23,55,0.418,7,25,0.28,14,16,0.875,8,34,16,6,6,15,18,,22,53,0.415,10,30,0.333,18,20,0.9,4,28,15,12,5,12,14,Loyola (IL)
1,2022-11-07,,Central Connecticut,W,94,67,38,71,0.535,9,19,0.474,9,12,0.75,14,45,24,8,5,13,8,,27,66,0.409,9,29,0.31,4,6,0.667,6,24,15,8,4,13,10,Massachusetts
2,2022-11-10,,Towson,L,55,67,20,58,0.345,3,14,0.214,12,22,0.545,12,27,11,7,1,10,17,,25,47,0.532,7,16,0.438,10,21,0.476,8,35,17,5,5,16,24,Massachusetts
3,2022-11-17,N,Colorado,W,66,63,25,53,0.472,3,11,0.273,13,22,0.591,8,38,9,6,8,18,16,,25,73,0.342,6,25,0.24,7,13,0.538,12,34,16,7,3,12,17,Massachusetts
4,2022-11-18,N,Murray State,W,71,69,24,74,0.324,11,26,0.423,12,19,0.632,15,43,15,3,2,7,17,,26,57,0.456,5,24,0.208,12,17,0.706,5,33,15,3,4,10,23,Massachusetts
5,2022-11-20,N,Charlotte,W,60,54,23,51,0.451,7,13,0.538,7,8,0.875,9,34,17,4,3,14,16,,18,49,0.367,5,21,0.238,13,18,0.722,4,19,12,9,1,10,13,Massachusetts
6,2022-11-29,@,South Florida,W,73,67,27,57,0.474,9,21,0.429,10,15,0.667,7,32,20,8,8,20,18,,25,61,0.41,4,16,0.25,13,20,0.65,10,35,13,11,3,17,19,Massachusetts
7,2022-12-02,@,Harvard,W,71,68,27,63,0.429,6,18,0.333,11,16,0.688,10,28,8,7,1,11,23,,22,45,0.489,3,13,0.231,21,28,0.75,8,35,14,6,5,17,22,Massachusetts
8,2022-12-05,,Albany (NY),W,87,73,33,62,0.532,3,15,0.2,18,26,0.692,5,32,19,12,6,12,19,,25,63,0.397,11,33,0.333,12,20,0.6,10,34,14,4,3,18,23,Massachusetts
9,2022-12-08,,UMass-Lowell,L,80,85,26,63,0.413,5,15,0.333,23,28,0.821,14,32,13,12,4,21,19,,31,55,0.564,11,21,0.524,12,18,0.667,6,26,18,10,4,19,23,Massachusetts
10,2022-12-11,N,Hofstra,W,71,56,30,66,0.455,5,14,0.357,6,14,0.429,12,41,14,10,4,12,13,,21,61,0.344,9,31,0.29,5,6,0.833,7,28,16,8,5,16,15,Massachusetts
11,2022-12-17,N,North Texas,L,44,62,12,50,0.24,0,10,0.0,20,27,0.741,12,38,8,6,1,18,27,,16,52,0.308,4,24,0.167,26,34,0.765,10,34,8,12,3,9,22,Massachusetts
12,2022-12-20,,Dartmouth,W,68,57,21,60,0.35,7,26,0.269,19,28,0.679,15,43,17,6,5,11,20,,17,54,0.315,7,20,0.35,16,27,0.593,10,30,8,7,2,16,25,Massachusetts
13,2022-12-31,@,St. Bonaventure,L,64,83,19,49,0.388,5,20,0.25,21,31,0.677,11,34,8,5,1,16,12,,30,61,0.492,13,31,0.419,10,11,0.909,7,25,17,11,4,11,22,Massachusetts
14,2023-01-04,,Saint Louis,W,90,81,30,65,0.462,10,21,0.476,20,27,0.741,9,33,17,5,6,9,19,,31,60,0.517,8,25,0.32,11,21,0.524,6,34,18,4,3,14,21,Massachusetts
15,2023-01-07,@,George Washington,L,73,81,29,66,0.439,9,22,0.409,6,9,0.667,9,31,19,9,5,16,18,,27,57,0.474,7,23,0.304,20,25,0.8,9,35,13,9,4,14,13,Massachusetts
16,2023-01-11,,La Salle,L,77,78,29,61,0.475,8,19,0.421,11,17,0.647,17,37,18,4,3,15,13,,32,61,0.525,10,26,0.385,4,7,0.571,8,26,17,7,5,13,16,Massachusetts
17,2023-01-14,,Rhode Island,W,75,65,23,63,0.365,6,18,0.333,23,30,0.767,14,45,11,7,5,14,19,,22,59,0.373,4,19,0.211,17,23,0.739,7,30,12,4,3,15,22,Massachusetts
18,2023-01-17,@,VCU,L,55,83,19,65,0.292,4,25,0.16,13,20,0.65,11,31,14,8,3,15,14,,31,59,0.525,8,16,0.5,13,17,0.765,9,39,19,9,4,13,13,Massachusetts
19,2023-01-21,@,St. Joseph's,L,68,74,27,59,0.458,8,17,0.471,6,10,0.6,12,28,12,10,4,17,17,,25,57,0.439,9,30,0.3,15,22,0.682,11,32,10,8,3,14,14,Massachusetts
20,2023-01-25,,Richmond,W,85,76,25,58,0.431,11,23,0.478,24,28,0.857,8,36,18,3,4,7,20,,22,57,0.386,11,30,0.367,21,25,0.84,7,30,15,5,0,7,20,Massachusetts
21,2023-01-28,,Duquesne,W,87,79,25,64,0.391,7,21,0.333,30,39,0.769,14,43,16,5,2,15,20,,29,70,0.414,7,26,0.269,14,21,0.667,10,33,17,8,7,13,29,Massachusetts
22,2023-02-01,@,George Mason,L,59,70,24,65,0.369,6,26,0.231,5,9,0.556,12,33,12,11,4,14,23,,25,52,0.481,7,20,0.35,13,17,0.765,6,31,14,6,1,14,17,Massachusetts
23,2023-02-04,,Davidson,L,78,93,31,59,0.525,4,11,0.364,12,14,0.857,5,22,20,3,2,8,16,,33,59,0.559,14,26,0.538,13,15,0.867,6,29,25,5,1,10,18,Massachusetts
24,2023-02-08,@,Fordham,L,67,77,25,51,0.49,5,14,0.357,12,18,0.667,5,25,8,5,4,14,24,,23,57,0.404,4,20,0.2,27,34,0.794,14,36,13,9,1,9,21,Massachusetts
25,2023-02-11,@,La Salle,L,72,86,25,61,0.41,5,18,0.278,17,19,0.895,13,32,7,4,4,14,17,,32,60,0.533,11,24,0.458,11,15,0.733,7,27,18,8,6,9,16,Massachusetts
26,2023-02-14,,Loyola (IL),L,62,64,24,57,0.421,7,20,0.35,7,11,0.636,8,30,12,8,3,17,19,,21,51,0.412,8,23,0.348,14,22,0.636,5,29,11,10,4,17,20,Massachusetts
27,2023-02-18,@,Rhode Island,W,69,45,30,60,0.5,5,16,0.313,4,7,0.571,8,42,12,5,7,13,16,,16,65,0.246,4,25,0.16,9,16,0.563,10,27,7,9,4,11,13,Massachusetts
28,2023-02-22,,Dayton,L,54,72,18,52,0.346,3,12,0.25,15,18,0.833,7,31,10,4,2,8,11,,27,53,0.509,8,19,0.421,10,13,0.769,4,30,19,6,4,7,13,Massachusetts
29,2023-03-01,@,Duquesne,L,79,88,30,64,0.469,5,16,0.313,14,19,0.737,17,41,14,7,3,21,17,,28,60,0.467,12,28,0.429,20,24,0.833,9,28,22,12,4,12,18,Massachusetts
30,2023-03-04,,St. Bonaventure,W,71,60,21,58,0.362,5,18,0.278,24,29,0.828,13,34,14,12,5,16,16,,20,55,0.364,8,25,0.32,12,14,0.857,9,26,12,9,3,18,22,Massachusetts
31,2023-03-07,N,Richmond,L,38,71,15,63,0.238,1,16,0.063,7,10,0.7,15,41,6,7,4,18,17,,27,58,0.466,8,22,0.364,9,11,0.818,3,34,16,11,5,12,15,Massachusetts
1,2022-11-07,,Quinnipiac,L,62,67,22,60,0.367,2,17,0.118,16,29,0.552,15,40,12,10,5,19,21,,26,62,0.419,6,20,0.3,9,25,0.36,15,40,8,11,5,15,22,Rhode Island
2,2022-11-12,,Texas State,L,66,70,18,44,0.409,1,5,0.2,29,35,0.829,10,32,11,5,3,21,22,,28,54,0.519,2,10,0.2,12,19,0.632,7,24,11,10,5,16,26,Rhode Island
3,2022-11-15,,Stony Brook,W,74,64,25,57,0.439,9,30,0.3,15,19,0.789,8,34,18,6,1,10,16,,20,54,0.37,5,29,0.172,19,23,0.826,5,26,10,6,1,7,17,Rhode Island
