G,Date,Location,Opp,W/L,Tm Score,Opp Score,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF, ,Opp FG,Opp FGA,Opp FG%,Opp 3P,Opp 3PA,Opp 3P%,Opp FT,Opp FTA,Opp FT%,Opp ORB,Opp TRB,Opp AST,Opp STL,Opp BLK,Opp TOV,Opp PF,Tm
24,2023-02-08,@,Seton Hall,W,75,62,27,44,0.614,12,20,0.6,9,13,0.692,5,31,17,3,2,17,15,,24,56,0.429,6,11,0.545,8,14,0.571,5,15,7,12,6,5,15,Creighton
25,2023-02-11,,UConn,W,56,53,19,48,0.396,5,16,0.313,13,17,0.765,8,32,8,9,1,11,10,,21,65,0.323,7,27,0.259,4,4,1.0,18,38,10,5,2,13,14,Creighton
26,2023-02-14,@,Providence,L (2 OT),86,94,33,69,0.478,7,24,0.292,13,15,0.867,2,32,12,1,5,14,19,,34,76,0.447,8,19,0.421,18,21,0.857,6,36,14,7,4,6,16,Creighton
27,2023-02-18,@,St. John's (NY),W,77,67,24,62,0.387,13,33,0.394,16,16,1.0,11,33,20,9,4,14,12,,25,56,0.446,4,10,0.4,13,16,0.813,5,31,13,9,5,15,16,Creighton
28,2023-02-21,,Marquette,L,71,73,26,54,0.481,10,28,0.357,9,12,0.75,6,34,16,4,2,15,16,,28,58,0.483,5,18,0.278,12,20,0.6,7,31,13,10,0,8,18,Creighton
29,2023-02-25,@,Villanova,L,67,79,23,59,0.39,5,26,0.192,16,20,0.8,10,29,13,1,3,6,10,,27,54,0.5,9,22,0.409,16,20,0.8,5,31,14,5,2,3,17,Creighton
30,2023-03-01,,Georgetown,W,99,59,33,61,0.541,19,34,0.559,14,19,0.737,8,40,27,4,3,10,16,,21,66,0.318,5,25,0.2,12,15,0.8,10,28,9,8,2,7,14,Creighton
31,2023-03-04,@,DePaul,W,84,70,31,61,0.508,8,21,0.381,14,17,0.824,12,41,11,8,2,16,16,,27,67,0.403,6,17,0.353,10,15,0.667,9,27,15,9,7,9,17,Creighton
32,2023-03-09,N,Villanova,W,87,74,28,56,0.5,12,25,0.48,19,22,0.864,3,35,22,2,3,7,13,,26,62,0.419,13,30,0.433,9,12,0.75,4,27,14,4,2,7,19,Creighton
33,2023-03-10,N,Xavier,L,60,82,21,56,0.375,7,23,0.304,11,12,0.917,6,26,12,7,4,13,14,,33,70,0.471,7,17,0.412,9,11,0.818,11,39,11,8,1,10,9,Creighton
34,2023-03-17,N,NC State,W,72,63,26,56,0.464,3,20,0.15,17,19,0.895,2,32,15,3,6,8,14,,24,64,0.375,3,14,0.214,12,15,0.8,8,34,3,4,1,6,18,Creighton
35,2023-03-19,N,Baylor,W,85,76,26,55,0.473,11,24,0.458,22,22,1.0,10,33,14,4,2,13,16,,29,63,0.46,5,22,0.227,13,19,0.684,8,25,5,5,5,10,21,Creighton
36,2023-03-24,N,Princeton,W,86,75,32,55,0.582,9,24,0.375,13,16,0.813,5,36,18,2,4,12,11,,30,65,0.462,9,21,0.429,6,10,0.6,4,24,13,3,0,5,17,Creighton
37,2023-03-26,N,San Diego State,L,56,57,22,55,0.4,2,17,0.118,10,11,0.909,8,32,9,3,2,9,11,,25,66,0.379,3,13,0.231,4,6,0.667,12,35,6,1,3,7,11,Creighton
1,2022-11-07,,Loyola (MD),W,72,66,25,58,0.431,8,27,0.296,14,18,0.778,12,37,11,10,4,13,16,,24,60,0.4,10,24,0.417,8,17,0.471,12,34,10,6,1,14,19,DePaul
2,2022-11-11,,Western Illinois,W,86,74,33,56,0.589,9,19,0.474,11,13,0.846,5,31,14,6,8,13,19,,23,61,0.377,6,26,0.231,22,26,0.846,9,24,11,6,4,7,9,DePaul
3,2022-11-14,@,Minnesota,W,69,53,28,64,0.438,7,19,0.368,6,8,0.75,17,43,15,6,6,13,18,,18,54,0.333,4,16,0.25,13,23,0.565,9,26,12,8,4,12,14,DePaul
4,2022-11-18,N,Santa Clara,L,61,69,21,61,0.344,6,31,0.194,13,20,0.65,8,31,10,7,4,12,19,,26,61,0.426,4,20,0.2,13,21,0.619,13,47,12,6,5,18,19,DePaul
5,2022-11-20,N,Oklahoma State,L,78,82,22,57,0.386,7,23,0.304,27,33,0.818,9,23,11,5,3,13,23,,29,58,0.5,3,14,0.214,21,28,0.75,13,37,13,6,3,17,22,DePaul
6,2022-11-25,,Texas A&M,L,66,82,19,56,0.339,7,25,0.28,21,27,0.778,10,29,13,8,3,15,23,,25,55,0.455,7,21,0.333,25,31,0.806,8,31,18,9,4,12,24,DePaul
7,2022-11-30,,Samford,W (1 OT),103,98,32,61,0.525,18,34,0.529,21,27,0.778,6,33,24,6,6,19,21,,34,75,0.453,10,27,0.37,20,29,0.69,11,35,14,8,1,10,24,DePaul
8,2022-12-03,@,Loyola (IL),W (1 OT),78,72,25,55,0.455,11,24,0.458,17,19,0.895,2,18,15,9,2,9,12,,28,53,0.528,8,20,0.4,8,13,0.615,7,32,15,8,1,16,18,DePaul
9,2022-12-07,@,St. John's (NY),L,67,86,27,69,0.391,7,30,0.233,6,11,0.545,15,33,11,6,0,14,15,,33,65,0.508,5,18,0.278,15,19,0.789,14,41,17,10,3,12,18,DePaul
10,2022-12-10,,UTEP,W,91,70,30,61,0.492,14,27,0.519,17,19,0.895,8,32,17,7,2,14,19,,26,54,0.481,5,13,0.385,13,22,0.591,5,30,17,9,3,12,14,DePaul
11,2022-12-14,@,Duquesne,L,55,66,17,55,0.309,8,21,0.381,13,14,0.929,6,26,9,3,6,10,12,,27,68,0.397,6,21,0.286,6,9,0.667,16,45,13,5,4,10,14,DePaul
12,2022-12-17,@,Northwestern,L,45,83,16,52,0.308,6,21,0.286,7,9,0.778,3,30,9,6,3,22,14,,29,67,0.433,13,33,0.394,12,14,0.857,9,38,15,14,5,12,13,DePaul
13,2022-12-25,@,Creighton,L,65,80,25,73,0.342,8,27,0.296,7,9,0.778,11,34,10,9,1,10,17,,27,50,0.54,16,29,0.552,10,16,0.625,4,38,17,3,2,16,10,DePaul
14,2022-12-29,,Georgetown,W,83,76,28,62,0.452,11,22,0.5,16,20,0.8,6,25,18,10,3,7,18,,29,60,0.483,7,14,0.5,11,17,0.647,12,39,11,5,3,18,18,DePaul
15,2023-01-01,,Providence,L,59,74,20,57,0.351,4,19,0.211,15,20,0.75,9,31,10,9,4,19,24,,24,50,0.48,7,14,0.5,19,29,0.655,8,35,11,9,5,19,20,DePaul
16,2023-01-04,@,Butler,L,70,78,27,60,0.45,6,24,0.25,10,13,0.769,6,27,19,3,8,10,20,,24,53,0.453,7,15,0.467,23,30,0.767,6,31,10,4,2,8,15,DePaul
17,2023-01-10,,Villanova,W,75,65,25,55,0.455,9,23,0.391,16,20,0.8,6,29,14,7,5,9,14,,23,56,0.411,7,25,0.28,12,15,0.8,11,34,12,4,0,14,17,DePaul
18,2023-01-14,,Seton Hall,L,67,71,22,49,0.449,9,26,0.346,14,16,0.875,7,27,18,7,4,14,16,,26,56,0.464,4,11,0.364,15,23,0.652,12,33,11,8,3,13,19,DePaul
19,2023-01-18,,Xavier,W,73,72,26,61,0.426,9,20,0.45,12,16,0.75,5,30,9,6,4,10,17,,27,71,0.38,4,20,0.2,14,15,0.933,11,42,13,8,2,9,15,DePaul
20,2023-01-21,@,Providence,L,64,75,27,61,0.443,7,21,0.333,3,8,0.375,8,28,12,7,4,9,15,,28,61,0.459,10,23,0.435,9,12,0.75,10,37,15,4,7,11,12,DePaul
21,2023-01-24,@,Georgetown,L,76,81,29,59,0.492,7,15,0.467,11,19,0.579,9,32,13,5,2,12,30,,25,56,0.446,4,15,0.267,27,41,0.659,11,33,13,7,5,7,18,DePaul
22,2023-01-28,,Marquette,L,69,89,25,56,0.446,9,23,0.391,10,13,0.769,4,23,17,3,5,11,15,,34,63,0.54,15,36,0.417,6,12,0.5,12,36,22,7,4,10,15,DePaul
23,2023-01-31,,UConn,L,76,90,25,56,0.446,9,20,0.45,17,28,0.607,10,22,15,7,5,11,22,,28,55,0.509,4,16,0.25,30,34,0.882,10,36,15,5,6,11,25,DePaul
24,2023-02-05,@,Seton Hall,L,64,69,26,65,0.4,5,21,0.238,7,15,0.467,10,33,12,6,4,12,29,,18,52,0.346,3,14,0.214,30,45,0.667,11,40,12,10,5,11,20,DePaul
25,2023-02-08,@,Villanova,L,65,81,25,57,0.439,7,25,0.28,8,10,0.8,3,24,12,2,4,7,16,,31,60,0.517,11,32,0.344,8,11,0.727,6,31,12,4,3,6,15,DePaul
26,2023-02-14,,St. John's (NY),L (2 OT),83,92,30,76,0.395,11,26,0.423,12,17,0.706,11,38,19,9,13,15,19,,32,86,0.372,7,23,0.304,21,26,0.808,21,58,18,9,4,14,13,DePaul
27,2023-02-18,@,Xavier,L,68,82,24,57,0.421,9,20,0.45,11,14,0.786,3,30,18,5,6,15,18,,31,69,0.449,8,25,0.32,12,22,0.545,13,40,19,9,1,8,15,DePaul
28,2023-02-22,,Butler,L,58,59,22,57,0.386,9,27,0.333,5,11,0.455,8,37,14,3,8,11,13,,23,57,0.404,3,17,0.176,10,14,0.714,5,33,13,7,3,9,15,DePaul
29,2023-02-25,@,Marquette,L,84,90,31,60,0.517,7,14,0.5,15,22,0.682,10,33,21,6,6,17,21,,30,62,0.484,12,28,0.429,18,23,0.783,9,25,22,10,4,9,17,DePaul
30,2023-03-01,@,UConn,L,59,88,21,60,0.35,5,15,0.333,12,16,0.75,8,24,5,8,4,13,13,,35,64,0.547,10,23,0.435,8,10,0.8,9,35,24,9,6,13,13,DePaul
31,2023-03-04,,Creighton,L,70,84,27,67,0.403,6,17,0.353,10,15,0.667,9,27,15,9,7,9,17,,31,61,0.508,8,21,0.381,14,17,0.824,12,41,11,8,2,16,16,DePaul
32,2023-03-08,N,Seton Hall,W,66,65,23,51,0.451,10,20,0.5,10,14,0.714,5,20,14,6,6,14,18,,25,50,0.5,4,15,0.267,11,18,0.611,4,27,8,8,4,14,16,DePaul
33,2023-03-09,N,Xavier,L,84,89,35,57,0.614,8,16,0.5,6,7,0.857,5,23,13,5,6,14,21,,30,61,0.492,9,20,0.45,20,27,0.741,10,26,13,6,1,8,14,DePaul
1,2022-11-08,,Coppin State,W (1 OT),99,89,34,71,0.479,7,18,0.389,24,32,0.75,16,48,14,6,9,17,21,,28,72,0.389,13,38,0.342,20,24,0.833,9,33,14,11,5,16,24,Georgetown
2,2022-11-12,,Green Bay,W,92,58,38,62,0.613,8,14,0.571,8,15,0.533,11,37,19,3,6,9,13,,21,54,0.389,9,24,0.375,7,9,0.778,6,22,12,6,1,11,14,Georgetown
3,2022-11-15,,Northwestern,L,63,75,24,57,0.421,7,22,0.318,8,10,0.8,5,29,11,9,8,13,16,,27,67,0.403,14,33,0.424,7,12,0.583,15,42,18,6,4,14,16,Georgetown
4,2022-11-18,N,Loyola Marymount,L,66,84,22,58,0.379,3,16,0.188,19,20,0.95,5,29,7,2,4,11,17,,32,67,0.478,12,35,0.343,8,11,0.727,9,36,18,7,1,11,18,Georgetown
5,2022-11-20,N,La Salle,W,69,62,25,59,0.424,3,12,0.25,16,20,0.8,8,42,9,6,6,12,18,,25,65,0.385,5,25,0.2,7,16,0.438,12,37,7,9,2,13,20,Georgetown
6,2022-11-23,,American,L,70,74,24,63,0.381,6,19,0.316,16,24,0.667,20,38,12,14,5,16,12,,29,56,0.518,7,23,0.304,9,11,0.818,9,29,22,14,1,18,14,Georgetown
7,2022-11-26,,UMBC,W,79,70,28,68,0.412,11,22,0.5,12,15,0.8,11,41,15,4,5,6,13,,23,68,0.338,10,31,0.323,14,18,0.778,14,45,11,6,0,8,12,Georgetown
8,2022-11-30,@,Texas Tech,L,65,79,25,56,0.446,9,26,0.346,6,9,0.667,6,22,11,6,4,18,17,,29,57,0.509,8,19,0.421,13,16,0.813,8,35,11,13,1,17,10,Georgetown
9,2022-12-03,,South Carolina,L (1 OT),71,74,28,65,0.431,3,18,0.167,12,19,0.632,14,35,10,13,2,8,14,,28,62,0.452,10,31,0.323,8,13,0.615,14,37,18,3,0,14,19,Georgetown
10,2022-12-07,,Siena,W,75,68,30,61,0.492,5,16,0.313,10,16,0.625,12,39,14,8,5,9,14,,22,63,0.349,9,27,0.333,15,18,0.833,14,35,14,6,5,10,16,Georgetown
11,2022-12-10,@,Syracuse,L,64,83,22,59,0.373,6,25,0.24,14,16,0.875,10,28,12,4,2,15,19,,30,60,0.5,3,14,0.214,20,21,0.952,8,31,20,10,8,7,15,Georgetown
12,2022-12-16,,Xavier,L,89,102,32,62,0.516,6,17,0.353,19,32,0.594,5,27,13,6,3,6,10,,41,68,0.603,14,26,0.538,6,12,0.5,7,37,27,6,3,9,22,Georgetown
13,2022-12-20,@,UConn,L,73,84,27,59,0.458,3,11,0.273,16,23,0.696,9,35,6,2,2,14,16,,30,61,0.492,11,30,0.367,13,15,0.867,5,26,24,9,3,7,16,Georgetown
14,2022-12-29,@,DePaul,L,76,83,29,60,0.483,7,14,0.5,11,17,0.647,12,39,11,5,3,18,18,,28,62,0.452,11,22,0.5,16,20,0.8,6,25,18,10,3,7,18,Georgetown
15,2023-01-01,,Butler,L,51,80,19,66,0.288,5,23,0.217,8,12,0.667,12,37,14,3,5,7,9,,31,62,0.5,12,26,0.462,6,12,0.5,4,36,19,6,3,5,11,Georgetown
16,2023-01-04,,Villanova,L,57,73,21,59,0.356,4,20,0.2,11,16,0.688,10,31,12,5,5,11,14,,23,54,0.426,9,27,0.333,18,18,1.0,5,32,8,9,1,9,15,Georgetown
17,2023-01-07,@,Marquette,L,73,95,27,52,0.519,7,14,0.5,12,21,0.571,7,29,17,4,4,19,7,,39,71,0.549,12,29,0.414,5,6,0.833,7,26,29,15,3,9,16,Georgetown
18,2023-01-10,,Seton Hall,L,51,66,20,64,0.313,4,24,0.167,7,9,0.778,13,35,8,4,4,12,7,,24,63,0.381,9,24,0.375,9,10,0.9,12,40,13,11,5,8,10,Georgetown
19,2023-01-16,@,Villanova,L,73,77,28,52,0.538,5,14,0.357,12,16,0.75,5,31,8,3,3,12,24,,23,47,0.489,8,16,0.5,23,31,0.742,0,17,9,9,2,7,16,Georgetown
20,2023-01-21,@,Xavier,L,82,95,31,62,0.5,7,22,0.318,13,18,0.722,8,25,19,6,8,13,15,,39,71,0.549,8,14,0.571,9,17,0.529,11,35,31,7,3,9,17,Georgetown
21,2023-01-24,,DePaul,W,81,76,25,56,0.446,4,15,0.267,27,41,0.659,11,33,13,7,5,7,18,,29,59,0.492,7,15,0.467,11,19,0.579,9,32,13,5,2,12,30,Georgetown
22,2023-01-29,@,St. John's (NY),L,73,75,28,64,0.438,7,24,0.292,10,15,0.667,11,34,6,11,7,13,13,,29,70,0.414,7,17,0.412,10,17,0.588,16,39,19,6,2,12,12,Georgetown
23,2023-02-01,,Creighton,L,53,63,23,65,0.354,3,11,0.273,4,6,0.667,5,33,9,7,1,5,15,,23,60,0.383,8,29,0.276,9,13,0.692,7,42,12,4,4,10,6,Georgetown
24,2023-02-04,,UConn,L,62,68,23,53,0.434,7,16,0.438,9,14,0.643,8,26,10,7,7,9,12,,27,64,0.422,12,24,0.5,2,5,0.4,17,36,20,5,5,10,14,Georgetown
25,2023-02-08,@,Providence,L,62,74,22,55,0.4,3,15,0.2,15,18,0.833,7,31,13,1,5,10,14,,28,64,0.438,8,21,0.381,10,13,0.769,10,34,21,5,3,8,15,Georgetown
26,2023-02-11,,Marquette,L,75,89,26,58,0.448,6,16,0.375,17,23,0.739,11,32,18,9,7,14,10,,35,67,0.522,15,31,0.484,4,7,0.571,9,32,24,9,1,14,16,Georgetown
27,2023-02-14,@,Seton Hall,L,68,76,23,63,0.365,6,25,0.24,16,18,0.889,6,36,12,7,5,16,25,,22,53,0.415,4,12,0.333,28,37,0.757,5,33,9,12,5,14,17,Georgetown
28,2023-02-19,@,Butler,W,68,62,23,59,0.39,5,15,0.333,17,22,0.773,13,42,10,7,0,9,11,,25,60,0.417,7,26,0.269,5,6,0.833,4,26,11,8,6,8,19,Georgetown
29,2023-02-22,,St. John's (NY),L,70,79,26,61,0.426,9,22,0.409,9,13,0.692,8,33,17,9,4,19,14,,32,64,0.5,2,14,0.143,13,20,0.65,11,37,16,14,3,14,11,Georgetown
30,2023-02-26,,Providence,L,68,88,25,63,0.397,11,28,0.393,7,11,0.636,8,31,12,7,7,14,11,,35,69,0.507,10,19,0.526,8,12,0.667,13,40,23,10,7,8,10,Georgetown
31,2023-03-01,@,Creighton,L,59,99,21,66,0.318,5,25,0.2,12,15,0.8,10,28,9,8,2,7,14,,33,61,0.541,19,34,0.559,14,19,0.737,8,40,27,4,3,10,16,Georgetown
32,2023-03-08,N,Villanova,L,48,80,19,56,0.339,3,20,0.15,7,7,1.0,3,22,9,4,3,7,11,,28,60,0.467,15,35,0.429,9,11,0.818,9,42,14,4,1,6,6,Georgetown
1,2022-11-07,,Radford,W,79,69,27,59,0.458,5,19,0.263,20,25,0.8,8,38,18,9,3,18,20,,26,63,0.413,5,25,0.2,12,20,0.6,7,31,11,8,3,14,20,Marquette
2,2022-11-10,,Central Michigan,W,97,73,35,66,0.53,13,38,0.342,14,27,0.519,7,31,27,13,1,13,19,,26,58,0.448,7,23,0.304,14,21,0.667,8,34,17,7,0,21,20,Marquette
3,2022-11-15,@,Purdue,L,70,75,27,72,0.375,11,35,0.314,5,7,0.714,12,35,17,4,1,8,19,,27,56,0.482,9,27,0.333,12,18,0.667,5,33,12,3,5,6,10,Marquette
4,2022-11-17,,LIU,W,95,58,34,68,0.5,11,35,0.314,16,20,0.8,8,37,29,12,6,12,18,,20,63,0.317,7,23,0.304,11,20,0.55,12,35,13,7,3,21,13,Marquette
5,2022-11-21,N,Mississippi State,L,55,58,21,51,0.412,8,28,0.286,5,8,0.625,4,26,9,7,2,16,19,,20,55,0.364,7,16,0.438,11,21,0.524,13,40,13,11,1,15,10,Marquette
6,2022-11-23,N,Georgia Tech,W,84,60,29,61,0.475,9,23,0.391,17,22,0.773,8,35,14,7,6,10,15,,22,65,0.338,7,23,0.304,9,10,0.9,10,33,7,4,5,12,17,Marquette
7,2022-11-26,,Chicago State,W,82,68,29,57,0.509,6,20,0.3,18,30,0.6,9,30,20,12,6,12,19,,23,53,0.434,5,19,0.263,17,20,0.85,4,30,14,7,2,17,19,Marquette
8,2022-11-29,,Baylor,W,96,70,35,60,0.583,12,25,0.48,14,15,0.933,6,22,23,12,4,9,12,,27,56,0.482,9,24,0.375,7,10,0.7,10,28,12,5,0,18,16,Marquette
9,2022-12-03,,Wisconsin,L (1 OT),77,80,27,53,0.509,9,20,0.45,14,20,0.7,7,25,14,10,1,12,16,,30,59,0.508,12,27,0.444,8,13,0.615,8,30,21,9,1,13,20,Marquette
10,2022-12-06,,North Carolina Central,W,90,78,36,57,0.632,9,23,0.391,9,16,0.563,6,26,25,7,7,15,12,,29,63,0.46,9,20,0.45,11,12,0.917,10,30,20,9,2,16,19,Marquette
11,2022-12-11,@,Notre Dame,W,79,64,32,67,0.478,6,23,0.261,9,13,0.692,12,36,13,3,3,3,12,,23,55,0.418,10,25,0.4,8,12,0.667,8,28,13,1,4,8,16,Marquette
12,2022-12-16,,Creighton,W,69,58,27,60,0.45,6,21,0.286,9,14,0.643,3,28,13,10,3,10,9,,25,54,0.463,4,20,0.2,4,5,0.8,3,34,15,6,6,16,14,Marquette
13,2022-12-20,@,Providence,L (2 OT),98,103,39,75,0.52,7,21,0.333,13,19,0.684,7,26,9,11,4,12,30,,30,65,0.462,8,23,0.348,35,49,0.714,15,43,16,9,4,14,17,Marquette
14,2022-12-27,,Seton Hall,W,83,69,33,61,0.541,9,25,0.36,8,11,0.727,8,29,21,11,4,7,16,,25,54,0.463,7,23,0.304,12,22,0.545,13,34,15,5,6,12,12,Marquette
15,2022-12-31,@,Villanova,W,68,66,27,57,0.474,10,26,0.385,4,7,0.571,3,24,16,7,3,8,11,,24,57,0.421,12,33,0.364,6,7,0.857,7,33,16,3,4,11,11,Marquette
16,2023-01-03,@,St. John's (NY),W,96,85,33,62,0.532,10,23,0.435,20,26,0.769,9,28,18,12,2,13,15,,34,66,0.515,8,17,0.471,9,14,0.643,12,31,18,9,4,16,20,Marquette
17,2023-01-07,,Georgetown,W,95,73,39,71,0.549,12,29,0.414,5,6,0.833,7,26,29,15,3,9,16,,27,52,0.519,7,14,0.5,12,21,0.571,7,29,17,4,4,19,7,Marquette
18,2023-01-11,,UConn,W,82,76,30,59,0.508,6,16,0.375,16,19,0.842,5,21,16,8,3,11,15,,29,60,0.483,6,22,0.273,12,15,0.8,14,34,16,5,11,13,14,Marquette
19,2023-01-15,@,Xavier,L,76,80,31,65,0.477,6,24,0.25,8,11,0.727,8,29,21,8,6,7,17,,31,69,0.449,5,18,0.278,13,17,0.765,16,43,20,4,5,10,13,Marquette
20,2023-01-18,,Providence,W,83,75,29,55,0.527,8,19,0.421,17,20,0.85,8,25,15,9,5,9,16,,29,61,0.475,4,18,0.222,13,19,0.684,15,32,13,2,1,13,14,Marquette
21,2023-01-21,@,Seton Hall,W,74,53,29,54,0.537,9,27,0.333,7,9,0.778,6,21,16,13,4,17,19,,17,37,0.459,5,12,0.417,14,20,0.7,6,26,14,11,3,22,13,Marquette
22,2023-01-28,@,DePaul,W,89,69,34,63,0.54,15,36,0.417,6,12,0.5,12,36,22,7,4,10,15,,25,56,0.446,9,23,0.391,10,13,0.769,4,23,17,3,5,11,15,Marquette
23,2023-02-01,,Villanova,W,73,64,22,52,0.423,10,27,0.37,19,25,0.76,5,26,15,9,2,6,12,,21,44,0.477,11,27,0.407,11,13,0.846,1,28,13,2,0,18,20,Marquette
24,2023-02-04,,Butler,W,60,52,22,48,0.458,7,21,0.333,9,15,0.6,1,25,14,11,4,13,11,,19,50,0.38,8,25,0.32,6,7,0.857,6,30,13,7,2,17,14,Marquette
25,2023-02-07,@,UConn,L,72,87,26,59,0.441,5,21,0.238,15,20,0.75,5,18,7,11,2,8,19,,31,62,0.5,12,23,0.522,13,22,0.591,17,40,20,6,4,16,19,Marquette
26,2023-02-11,@,Georgetown,W,89,75,35,67,0.522,15,31,0.484,4,7,0.571,9,32,24,9,1,14,16,,26,58,0.448,6,16,0.375,17,23,0.739,11,32,18,9,7,14,10,Marquette
27,2023-02-15,,Xavier,W,69,68,26,68,0.382,5,22,0.227,12,17,0.706,14,34,13,10,1,7,11,,27,51,0.529,7,19,0.368,7,9,0.778,2,29,16,5,1,17,15,Marquette
28,2023-02-21,@,Creighton,W,73,71,28,58,0.483,5,18,0.278,12,20,0.6,7,31,13,10,0,8,18,,26,54,0.481,10,28,0.357,9,12,0.75,6,34,16,4,2,15,16,Marquette
29,2023-02-25,,DePaul,W,90,84,30,62,0.484,12,28,0.429,18,23,0.783,9,25,22,10,4,9,17,,31,60,0.517,7,14,0.5,15,22,0.682,10,33,21,6,6,17,21,Marquette
30,2023-02-28,@,Butler,W,72,56,30,54,0.556,7,20,0.35,5,5,1.0,6,27,20,8,3,13,14,,20,51,0.392,6,19,0.316,10,14,0.714,7,23,10,6,2,12,6,Marquette
31,2023-03-04,,St. John's (NY),W,96,94,32,64,0.5,11,31,0.355,21,28,0.75,8,25,24,13,1,8,22,,34,64,0.531,10,20,0.5,16,18,0.889,10,36,19,2,1,19,21,Marquette
32,2023-03-09,@,St. John's (NY),W (1 OT),72,70,27,69,0.391,9,34,0.265,9,12,0.75,11,35,18,13,3,19,21,,21,69,0.304,8,24,0.333,20,24,0.833,15,41,9,9,7,20,17,Marquette
33,2023-03-10,N,UConn,W,70,68,24,51,0.471,11,29,0.379,11,14,0.786,4,21,12,3,1,8,17,,26,59,0.441,7,25,0.28,9,15,0.6,14,34,13,2,2,9,14,Marquette
34,2023-03-11,N,Xavier,W,65,51,22,61,0.361,7,27,0.259,14,16,0.875,8,33,11,6,4,4,15,,21,61,0.344,5,20,0.25,4,11,0.364,11,39,13,2,2,13,14,Marquette
35,2023-03-17,N,Vermont,W,78,61,29,56,0.518,10,20,0.5,10,15,0.667,5,29,15,7,1,5,11,,23,53,0.434,8,25,0.32,7,10,0.7,4,24,15,3,1,10,14,Marquette
36,2023-03-19,N,Michigan State,L,60,69,20,52,0.385,11,27,0.407,9,14,0.643,7,29,11,3,0,16,18,,24,54,0.444,2,16,0.125,19,23,0.826,10,36,8,9,3,10,19,Marquette
1,2022-11-08,,Rider,W,66,65,18,50,0.36,4,19,0.211,26,43,0.605,13,36,10,10,8,8,15,,24,58,0.414,9,14,0.643,8,10,0.8,7,32,14,5,2,13,29,Providence
2,2022-11-12,,Northeastern,W,89,65,34,58,0.586,7,13,0.538,14,19,0.737,8,30,18,11,6,9,12,,23,59,0.39,9,24,0.375,10,14,0.714,8,23,13,2,7,14,17,Providence
3,2022-11-15,,Stonehill,W,100,76,36,67,0.537,10,19,0.526,18,21,0.857,16,38,16,7,4,12,12,,31,58,0.534,10,21,0.476,4,7,0.571,2,17,16,6,4,13,17,Providence
4,2022-11-19,N,Miami (FL),L,64,74,21,50,0.42,5,21,0.238,17,22,0.773,3,24,7,4,4,14,16,,27,63,0.429,4,13,0.308,16,18,0.889,11,33,7,6,3,9,18,Providence
5,2022-11-20,N,Saint Louis,L,73,76,23,64,0.359,7,20,0.35,20,20,1.0,14,36,11,6,3,10,15,,29,61,0.475,3,16,0.188,15,17,0.882,9,32,11,7,4,9,16,Providence
6,2022-11-23,,Merrimack,W,71,57,29,60,0.483,3,11,0.273,10,14,0.714,13,39,18,7,6,14,12,,20,52,0.385,10,23,0.435,7,8,0.875,3,18,10,12,2,14,14,Providence
7,2022-11-26,,Columbia,W,78,64,30,68,0.441,10,28,0.357,8,11,0.727,11,37,21,8,5,12,14,,24,62,0.387,6,18,0.333,10,13,0.769,10,34,8,8,1,14,14,Providence
8,2022-11-30,@,TCU,L,62,75,22,53,0.415,4,18,0.222,14,24,0.583,12,31,12,6,6,14,17,,28,56,0.5,6,12,0.5,13,16,0.813,9,32,12,5,1,12,20,Providence
9,2022-12-03,@,Rhode Island,W,88,74,34,63,0.54,6,20,0.3,14,20,0.7,11,36,17,6,5,9,14,,30,63,0.476,4,12,0.333,10,11,0.909,7,24,14,6,2,11,19,Providence
10,2022-12-07,,Manhattan,W,99,59,37,65,0.569,7,17,0.412,18,25,0.72,10,46,24,13,6,16,11,,21,61,0.344,10,27,0.37,7,11,0.636,4,20,12,8,5,18,18,Providence
11,2022-12-10,,Albany (NY),W,93,55,34,62,0.548,4,19,0.211,21,26,0.808,12,46,17,7,3,12,12,,19,67,0.284,6,30,0.2,11,13,0.846,12,28,8,8,4,13,22,Providence
12,2022-12-17,@,Seton Hall,W,71,67,23,53,0.434,5,13,0.385,20,28,0.714,9,34,15,10,7,14,19,,24,57,0.421,5,22,0.227,14,21,0.667,6,30,10,4,6,14,22,Providence
13,2022-12-20,,Marquette,W (2 OT),103,98,30,65,0.462,8,23,0.348,35,49,0.714,15,43,16,9,4,14,17,,39,75,0.52,7,21,0.333,13,19,0.684,7,26,9,11,4,12,30,Providence
14,2022-12-29,@,Butler,W,72,52,27,60,0.45,4,13,0.308,14,17,0.824,13,40,13,8,4,14,16,,20,57,0.351,2,16,0.125,10,16,0.625,10,27,9,7,7,11,15,Providence
15,2023-01-01,@,DePaul,W,74,59,24,50,0.48,7,14,0.5,19,29,0.655,8,35,11,9,5,19,20,,20,57,0.351,4,19,0.211,15,20,0.75,9,31,10,9,4,19,24,Providence
16,2023-01-04,,UConn,W,73,61,18,49,0.367,8,18,0.444,29,35,0.829,11,37,8,5,4,8,20,,23,63,0.365,5,22,0.227,10,19,0.526,17,37,13,6,5,8,27,Providence
