Aw_Tm,Aw_W,Aw_Wpct,Aw_Poss,Aw_OppPoss,Aw_OffEff,Aw_ShootEff,Aw_DefEff,Aw_OppShootEff,Aw_TmLuckW,Aw_Pts,Aw_OppPts,Aw_FGpct,Aw_3Ppct,Aw_FTpct,Aw_ORB,Aw_TRB,Aw_AST,Aw_STL,Aw_BLK,Aw_TOV,Aw_PF,Aw_OppFGpct,Aw_Opp3Ppct,Aw_OppFTpct,Aw_OppORB,Aw_OppTRB,Aw_OppAST,Aw_OppSTL,Aw_OppBLK,Aw_OppTOV,Aw_OppPF,Aw_TmLuck,Game Date,Hm_Tm,Hm_W,Hm_Wpct,Hm_Poss,Hm_OppPoss,Hm_OffEff,Hm_ShootEff,Hm_DefEff,Hm_OppShootEff,Hm_TmLuckW,Hm_Pts,Hm_OppPts,Hm_FGpct,Hm_3Ppct,Hm_FTpct,Hm_ORB,Hm_TRB,Hm_AST,Hm_STL,Hm_BLK,Hm_TOV,Hm_PF,Hm_OppFGpct,Hm_Opp3Ppct,Hm_OppFTpct,Hm_OppORB,Hm_OppTRB,Hm_OppAST,Hm_OppSTL,Hm_OppBLK,Hm_OppTOV,Hm_OppPF,Hm_TmLuck,Matchup,Home Team,Away Team,Home W,Home Pt Diff
Middle Tennessee,15.0,0.6,64.9775,66.38,106.0187741579238,0.5241935483870968,101.61642702125961,0.5084745762711864,14.41648144368525,72.0,71.0,0.466,0.333,0.667,8.0,28.0,11.0,8.0,4.0,14.0,19.0,0.466,0.333,0.667,8.0,28.0,11.0,8.0,4.0,14.0,19.0,0.5835185563147505,2023-02-11,UAB,17.0,0.68,72.09444444444445,71.71722222222223,114.08898941174117,0.5175438596491229,98.87760555852485,0.48333333333333334,17.247324372923927,80.0,70.0,0.45,0.375,0.737,11.0,38.0,14.0,7.0,4.0,11.0,18.0,0.45,0.375,0.737,11.0,38.0,14.0,7.0,4.0,11.0,18.0,-0.24732437292392717,Middle Tennessee vs. UAB,UAB,Middle Tennessee,1,23
Middle Tennessee,18.0,0.6206896551724138,64.9775,66.38,105.45817300840814,0.5072463768115942,100.63637709042474,0.5084745762711864,16.899150113828835,71.0,70.0,0.453,0.333,0.667,8.0,29.0,11.0,8.0,4.0,13.0,19.0,0.453,0.333,0.667,8.0,29.0,11.0,8.0,4.0,13.0,19.0,1.100849886171165,2023-03-02,North Texas,23.0,0.7931034482758621,57.286,57.984782608695646,112.26917792151212,0.5192307692307693,99.29452283079658,0.4673913043478261,20.087128674408767,63.0,55.0,0.442,0.348,0.765,9.0,31.0,11.0,6.0,3.0,10.0,16.0,0.442,0.348,0.765,9.0,31.0,11.0,6.0,3.0,10.0,16.0,2.912871325591233,Middle Tennessee vs. North Texas,North Texas,Middle Tennessee,1,14
Middle Tennessee,18.0,0.6,64.87843750000002,65.864,105.08630239669604,0.5070954106280193,101.12640205584218,0.5042372881355932,16.96880318153025,70.0,69.0,0.4525,0.333,0.6795,8.0,28.5,11.0,7.5,4.0,13.0,19.0,0.4525,0.333,0.6795,8.0,28.5,11.0,7.5,4.0,13.0,19.0,1.0311968184697484,2023-03-04,UTEP,13.0,0.43333333333333335,69.9848275862069,68.361,98.56658659125739,0.48275349390425215,96.2748265380302,0.5145360030804775,13.992754943502698,69.0,67.0,0.4435,0.2995,0.615,10.0,31.0,12.5,8.0,3.0,15.0,17.0,0.4435,0.2995,0.615,10.0,31.0,12.5,8.0,3.0,15.0,17.0,-0.9927549435026979,Middle Tennessee vs. UTEP,UTEP,Middle Tennessee,1,12
St. Thomas,4.0,0.6666666666666666,65.35833333333333,62.86875844594594,121.04378307679403,0.6443272224143894,110.7345455304523,0.4772727272727273,3.5569578593309528,75.0,66.5,0.5255000000000001,0.429,0.7455,5.5,30.0,14.5,4.0,2.0,12.5,15.5,0.5255000000000001,0.429,0.7455,5.5,30.0,14.5,4.0,2.0,12.5,15.5,0.44304214066904724,2022-11-23,Milwaukee,2.0,0.5,73.74528421052632,68.82822301729277,109.5884014735476,0.530579885231048,83.14085318241963,0.42550881953867026,2.075701784939485,77.5,57.0,0.4635,0.32899999999999996,0.667,8.5,36.0,15.0,10.5,4.0,14.5,17.0,0.4635,0.32899999999999996,0.667,8.5,36.0,15.0,10.5,4.0,14.5,17.0,-0.07570178493948498,St. Thomas vs. Milwaukee,Milwaukee,St. Thomas,0,-4
Southeast Missouri State,5.0,0.7142857142857143,67.10647058823528,70.05818181818182,98.0572841005182,0.4661016949152542,87.07048686805771,0.39473684210526316,4.770168847153654,67.0,61.0,0.407,0.368,0.75,9.0,36.0,12.0,6.0,4.0,12.0,21.0,0.407,0.368,0.75,9.0,36.0,12.0,6.0,4.0,12.0,21.0,0.22983115284634614,2022-11-28,Milwaukee,4.0,0.5714285714285714,69.45032258064515,69.25179487179487,105.80697558994723,0.5491803278688525,98.19240082641568,0.43283582089552236,3.9792977528808757,72.0,68.0,0.475,0.35,0.667,11.0,35.0,13.0,8.0,5.0,17.0,18.0,0.475,0.35,0.667,11.0,35.0,13.0,8.0,5.0,17.0,18.0,0.020702247119124273,Southeast Missouri State vs. Milwaukee,Milwaukee,Southeast Missouri State,1,16
Milwaukee,8.0,0.6666666666666666,68.98676129032258,69.07275457875457,112.10993425607542,0.5600358422939069,96.5754629835372,0.43704018109790604,7.803191597665358,78.5,67.5,0.4755,0.378,0.7615000000000001,9.5,35.0,13.0,7.5,6.0,13.5,18.5,0.4755,0.378,0.7615000000000001,9.5,35.0,13.0,7.5,6.0,13.5,18.5,0.19680840233464192,2022-12-29,Oakland,2.0,0.15384615384615385,69.52275,71.10444444444445,98.69076419524691,0.4701492537313433,119.0849263553745,0.5447761194029851,3.082204091415108,67.0,80.0,0.403,0.29,0.708,7.0,28.0,11.0,6.0,3.0,10.0,13.0,0.403,0.29,0.708,7.0,28.0,11.0,6.0,3.0,10.0,13.0,-1.0822040914151079,Milwaukee vs. Oakland,Oakland,Milwaukee,1,22
Milwaukee,10.0,0.625,68.82833333333333,69.25179487179487,109.57967467971785,0.5555555555555556,98.19240082641568,0.43859649122807015,9.089407229805156,76.0,68.0,0.475,0.375,0.773,11.0,35.0,13.0,7.0,5.0,14.0,19.0,0.475,0.375,0.773,11.0,35.0,13.0,7.0,5.0,14.0,19.0,0.9105927701948442,2023-01-07,Purdue Fort Wayne,11.0,0.6875,72.09121212121212,70.51144736842105,104.06390907610214,0.5198506289308176,98.22212380326764,0.4806103411513859,9.946075589082628,77.5,68.5,0.4485,0.362,0.707,9.5,35.0,14.0,8.0,2.0,13.0,13.5,0.4485,0.362,0.707,9.5,35.0,14.0,8.0,2.0,13.0,13.5,1.0539244109173715,Milwaukee vs. Purdue Fort Wayne,Purdue Fort Wayne,Milwaukee,0,-4
Northern Kentucky,10.0,0.5882352941176471,63.815999999999995,64.22266666666667,101.41428078647809,0.4811320754716981,102.09290454313427,0.5172413793103449,9.071025404980267,64.0,64.0,0.434,0.333,0.667,10.0,32.0,13.0,9.0,2.0,12.0,15.0,0.434,0.333,0.667,10.0,32.0,13.0,9.0,2.0,12.0,15.0,0.9289745950197332,2023-01-12,Milwaukee,11.0,0.6470588235294118,68.92130952380953,69.99741258741258,109.1418312048896,0.552367941712204,98.5710389239081,0.44846491228070173,9.73127578048482,75.0,68.0,0.4755,0.366,0.7795000000000001,9.5,34.0,13.0,7.0,5.5,13.5,19.0,0.4755,0.366,0.7795000000000001,9.5,34.0,13.0,7.0,5.5,13.5,19.0,1.26872421951518,Northern Kentucky vs. Milwaukee,Milwaukee,Northern Kentucky,1,5
Wright State,10.0,0.5555555555555556,70.60973684210526,70.44050595238096,106.57261409828462,0.5151549942594719,100.12208315090359,0.5226091476091477,10.331989164369867,78.5,70.5,0.485,0.378,0.7264999999999999,8.0,32.5,15.5,7.0,2.5,12.0,15.0,0.485,0.378,0.7264999999999999,8.0,32.5,15.5,7.0,2.5,12.0,15.0,-0.33198916436986714,2023-01-14,Milwaukee,12.0,0.6666666666666666,69.01428571428572,70.7430303030303,109.42655016386627,0.5555555555555556,98.19240082641568,0.43859649122807015,10.394490779441028,76.0,68.0,0.476,0.375,0.773,8.0,35.0,13.0,7.0,6.0,14.0,19.0,0.476,0.375,0.773,8.0,35.0,13.0,7.0,6.0,14.0,19.0,1.6055092205589716,Wright State vs. Milwaukee,Milwaukee,Wright State,0,-4
Wright State,10.0,0.5555555555555556,70.60973684210526,70.44050595238096,106.57261409828462,0.5151549942594719,100.12208315090359,0.5226091476091477,10.331989164369867,78.5,70.5,0.485,0.378,0.7264999999999999,8.0,32.5,15.5,7.0,2.5,12.0,15.0,0.485,0.378,0.7264999999999999,8.0,32.5,15.5,7.0,2.5,12.0,15.0,-0.33198916436986714,2023-01-14,Milwaukee,12.0,0.6666666666666666,69.01428571428572,70.7430303030303,109.42655016386627,0.5555555555555556,98.19240082641568,0.43859649122807015,10.394490779441028,76.0,68.0,0.476,0.375,0.773,8.0,35.0,13.0,7.0,6.0,14.0,19.0,0.476,0.375,0.773,8.0,35.0,13.0,7.0,6.0,14.0,19.0,1.6055092205589716,Wright State vs. Milwaukee,Milwaukee,Wright State,1,17
Robert Morris,8.0,0.42105263157894735,65.13541666666666,66.05375000000001,100.43850490707871,0.5089285714285714,100.34343736001195,0.47368421052631576,8.948871081696934,68.0,66.0,0.448,0.357,0.714,9.0,31.0,13.0,7.0,3.0,13.0,16.0,0.448,0.357,0.714,9.0,31.0,13.0,7.0,3.0,13.0,16.0,-0.9488710816969341,2023-01-19,Milwaukee,12.0,0.631578947368421,69.23230414746544,71.38541759053953,109.0652689469638,0.552367941712204,97.5615398058357,0.44846491228070173,10.759715269814976,75.0,69.0,0.4755,0.366,0.7615000000000001,9.5,35.0,13.0,7.0,5.5,14.0,18.5,0.4755,0.366,0.7615000000000001,9.5,35.0,13.0,7.0,5.5,14.0,18.5,1.2402847301850244,Robert Morris vs. Milwaukee,Milwaukee,Robert Morris,1,8
Youngstown State,15.0,0.75,69.86114285714285,69.44744047619048,120.85941201676852,0.5828787878787879,103.28385769805598,0.5153606965174129,14.688192289991743,85.0,73.0,0.524,0.4165,0.7915000000000001,8.5,30.0,14.0,7.5,2.0,9.5,15.0,0.524,0.4165,0.7915000000000001,8.5,30.0,14.0,7.5,2.0,9.5,15.0,0.3118077100082566,2023-01-21,Milwaukee,13.0,0.65,69.25892857142857,70.7430303030303,109.42655016386627,0.5491803278688525,98.19240082641568,0.43859649122807015,11.519561860001005,76.0,69.0,0.475,0.375,0.773,8.0,35.0,13.0,7.0,6.0,14.0,18.0,0.475,0.375,0.773,8.0,35.0,13.0,7.0,6.0,14.0,18.0,1.480438139998995,Youngstown State vs. Milwaukee,Milwaukee,Youngstown State,1,13
Milwaukee,14.0,0.6666666666666666,69.13660714285714,69.99741258741258,109.50311242179205,0.552367941712204,98.5710389239081,0.4415204678362573,12.36225591436681,76.5,69.5,0.4755,0.378,0.7615000000000001,9.5,35.0,13.0,6.5,6.5,13.5,18.0,0.4755,0.378,0.7615000000000001,9.5,35.0,13.0,6.5,6.5,13.5,18.0,1.6377440856331908,2023-01-26,Wright State,11.0,0.5238095238095238,71.7351724137931,70.70476190476191,105.58945693242059,0.5153846153846153,100.21474588403723,0.5384615384615384,11.497116320543556,78.0,72.0,0.477,0.375,0.731,8.0,33.0,14.0,7.0,2.0,13.0,15.0,0.477,0.375,0.731,8.0,33.0,14.0,7.0,2.0,13.0,15.0,-0.49711632054355626,Milwaukee vs. Wright State,Wright State,Milwaukee,1,7
Milwaukee,14.0,0.6363636363636364,69.25892857142857,70.7430303030303,109.42655016386627,0.5491803278688525,98.94967702140055,0.4444444444444444,12.66766984731502,77.0,70.0,0.475,0.375,0.75,10.0,35.0,13.0,7.0,7.0,14.0,18.0,0.475,0.375,0.75,10.0,35.0,13.0,7.0,7.0,14.0,18.0,1.33233015268498,2023-01-28,Northern Kentucky,14.0,0.6363636363636364,62.42404761904762,63.17527777777778,101.48474918487913,0.5007074136955292,96.58366653137988,0.5213325540619521,12.851567695013042,66.0,62.5,0.435,0.33899999999999997,0.667,10.0,31.5,13.0,10.0,2.0,11.5,15.0,0.435,0.33899999999999997,0.667,10.0,31.5,13.0,10.0,2.0,11.5,15.0,1.148432304986958,Milwaukee vs. Northern Kentucky,Northern Kentucky,Milwaukee,0,-1
Oakland,11.0,0.4230769230769231,67.47213399503721,67.38214285714285,101.42161442400906,0.4916666666666667,109.8090912576169,0.5183322517845554,10.698360563330368,71.5,77.0,0.4215,0.314,0.7444999999999999,7.0,29.5,12.0,7.0,3.0,10.0,13.5,0.4215,0.314,0.7444999999999999,7.0,29.5,12.0,7.0,3.0,10.0,13.5,0.3016394366696318,2023-02-11,Milwaukee,17.0,0.6538461538461539,70.24575,70.7430303030303,108.70398773006133,0.5431034482758621,101.91732260954088,0.4583333333333333,14.919437548495244,77.0,74.0,0.463,0.357,0.75,10.0,35.0,13.0,7.0,6.0,14.0,18.0,0.463,0.357,0.75,10.0,35.0,13.0,7.0,6.0,14.0,18.0,2.080562451504756,Oakland vs. Milwaukee,Milwaukee,Oakland,1,3
Milwaukee,18.0,0.6666666666666666,69.84803629032257,69.99741258741258,109.0652689469638,0.5461418880723573,102.00469825035671,0.459005376344086,15.5184429682861,78.0,74.5,0.469,0.3535,0.7615000000000001,10.5,35.0,13.0,6.5,6.0,14.0,18.0,0.469,0.3535,0.7615000000000001,10.5,35.0,13.0,6.5,6.0,14.0,18.0,2.4815570317138995,2023-02-16,Youngstown State,20.0,0.7407407407407407,68.37666666666667,68.5874193548387,119.80231852422311,0.5754716981132075,102.74590751942685,0.5083333333333333,18.99086234285481,81.0,73.0,0.519,0.409,0.783,8.0,31.0,14.0,7.0,2.0,9.0,15.0,0.519,0.409,0.783,8.0,31.0,14.0,7.0,2.0,9.0,15.0,1.0091376571451889,Milwaukee vs. Youngstown State,Youngstown State,Milwaukee,1,29
Milwaukee,18.0,0.6428571428571429,70.06838709677419,69.25179487179487,108.70398773006133,0.5431034482758621,102.09207389117255,0.4596774193548387,15.532404581502039,77.0,75.0,0.463,0.35,0.75,10.0,35.0,13.0,6.0,6.0,14.0,18.0,0.463,0.35,0.75,10.0,35.0,13.0,6.0,6.0,14.0,18.0,2.467595418497961,2023-02-18,Robert Morris,13.0,0.4642857142857143,65.4496438172043,65.886875,102.73617312229908,0.4877296211251435,99.21311638399885,0.4745470232959448,13.890557442942173,68.5,65.5,0.445,0.3255,0.7435,9.5,33.0,13.0,7.0,3.0,13.0,16.0,0.445,0.3255,0.7435,9.5,33.0,13.0,7.0,3.0,13.0,16.0,-0.890557442942173,Milwaukee vs. Robert Morris,Robert Morris,Milwaukee,1,20
Purdue Fort Wayne,16.0,0.5517241379310345,70.7309090909091,69.24387096774194,103.11322625421377,0.5,101.081216997737,0.5234375,15.056429564426102,74.0,72.0,0.429,0.345,0.708,8.0,32.0,12.0,7.0,2.0,11.0,14.0,0.429,0.345,0.708,8.0,32.0,12.0,7.0,2.0,11.0,14.0,0.9435704355738981,2023-02-23,Milwaukee,18.0,0.6206896551724138,70.15706854838709,69.07275457875457,107.96408245952455,0.5413929939792008,102.54369840443789,0.468969144460028,15.578905705552453,76.5,75.0,0.458,0.3535,0.732,9.5,35.0,13.0,6.5,6.0,14.0,18.0,0.458,0.3535,0.732,9.5,35.0,13.0,6.5,6.0,14.0,18.0,2.4210942944475473,Purdue Fort Wayne vs. Milwaukee,Milwaukee,Purdue Fort Wayne,1,2
Wright State,18.0,0.5625,71.08713684210527,70.61091753774681,106.54701187687445,0.5303754664179104,100.19868628182923,0.49211822660098525,18.992039124214326,79.0,71.5,0.487,0.387,0.734,7.5,33.0,14.0,5.0,2.5,12.0,15.5,0.487,0.387,0.734,7.5,33.0,14.0,5.0,2.5,12.0,15.5,-0.992039124214326,2023-03-02,Milwaukee,20.0,0.6451612903225806,70.72120833333334,69.99741258741258,107.96408245952455,0.5413929939792008,102.54369840443789,0.468969144460028,16.908939835012205,78.0,75.0,0.458,0.357,0.732,10.5,35.0,13.0,7.0,6.0,14.0,18.0,0.458,0.357,0.732,10.5,35.0,13.0,7.0,6.0,14.0,18.0,3.0910601649877947,Wright State vs. Milwaukee,Milwaukee,Wright State,0,-4
Wright State,18.0,0.5625,71.08713684210527,70.61091753774681,106.54701187687445,0.5303754664179104,100.19868628182923,0.49211822660098525,18.992039124214326,79.0,71.5,0.487,0.387,0.734,7.5,33.0,14.0,5.0,2.5,12.0,15.5,0.487,0.387,0.734,7.5,33.0,14.0,5.0,2.5,12.0,15.5,-0.992039124214326,2023-03-02,Milwaukee,20.0,0.6451612903225806,70.72120833333334,69.99741258741258,107.96408245952455,0.5413929939792008,102.54369840443789,0.468969144460028,16.908939835012205,78.0,75.0,0.458,0.357,0.732,10.5,35.0,13.0,7.0,6.0,14.0,18.0,0.458,0.357,0.732,10.5,35.0,13.0,7.0,6.0,14.0,18.0,3.0910601649877947,Wright State vs. Milwaukee,Milwaukee,Wright State,1,17
Stetson,17.0,0.5666666666666667,66.56687500000001,65.59517857142856,116.7714019635394,0.5459063342318059,113.39317363925866,0.5196296296296297,16.26356385103216,77.0,73.5,0.46799999999999997,0.377,0.7915000000000001,8.0,31.0,13.5,5.0,3.0,10.0,15.5,0.46799999999999997,0.377,0.7915000000000001,8.0,31.0,13.5,5.0,3.0,10.0,15.5,0.7364361489678402,2023-03-19,Milwaukee,21.0,0.6363636363636364,70.72120833333334,70.84593375616632,107.96408245952455,0.5413929939792008,102.54369840443789,0.468969144460028,17.987037060180626,79.5,75.0,0.458,0.357,0.7575000000000001,11.0,35.0,13.0,7.0,6.0,14.0,18.0,0.458,0.357,0.7575000000000001,11.0,35.0,13.0,7.0,6.0,14.0,18.0,3.0129629398193742,Stetson vs. Milwaukee,Milwaukee,Stetson,1,4
St. Francis (NY),1.0,1.0,72.3475,74.18823529411765,129.9284702304848,0.5821917808219178,75.48366634950841,0.37735849056603776,0.9956723883191925,94.0,56.0,0.507,0.324,0.692,14.0,40.0,27.0,14.0,8.0,11.0,17.0,0.507,0.324,0.692,14.0,40.0,27.0,14.0,8.0,11.0,17.0,0.0043276116808075304,2022-11-11,Minnesota,1.0,1.0,64.33558823529413,66.28513513513514,94.81532954498698,0.5098039215686274,90.51803225214573,0.4057971014492754,0.5432808290755688,61.0,60.0,0.431,0.444,0.391,13.0,39.0,16.0,4.0,5.0,16.0,10.0,0.431,0.444,0.391,13.0,39.0,16.0,4.0,5.0,16.0,10.0,0.45671917092443115,St. Francis (NY) vs. Minnesota,Minnesota,St. Francis (NY),1,18
Minnesota,4.0,0.6666666666666666,66.51591341991343,67.20093966059082,93.17292433264595,0.4867201426024955,90.49735515298316,0.4467611336032389,3.080697621920118,62.0,60.5,0.4245,0.3115,0.5605,8.5,34.5,13.5,4.5,2.5,14.0,15.5,0.4245,0.3115,0.5605,8.5,34.5,13.5,4.5,2.5,14.0,15.5,0.9193023780798821,2022-11-28,Virginia Tech,6.0,0.8571428571428571,64.95538461538462,64.824,115.17199017199016,0.5454545454545454,100.78951789013941,0.5,5.217562686254121,75.0,64.0,0.5,0.286,0.714,6.0,31.0,14.0,4.0,4.0,7.0,12.0,0.5,0.286,0.714,6.0,31.0,14.0,4.0,4.0,7.0,12.0,0.7824373137458789,Minnesota vs. Virginia Tech,Virginia Tech,Minnesota,1,10
Minnesota,4.0,0.5714285714285714,66.79142857142857,66.28513513513514,91.53051912030492,0.4636363636363636,90.51803225214573,0.4473684210526316,3.23552446283071,62.0,61.0,0.418,0.29,0.556,8.0,33.0,12.0,5.0,4.0,12.0,14.0,0.418,0.29,0.556,8.0,33.0,12.0,5.0,4.0,12.0,14.0,0.76447553716929,2022-12-04,Purdue,7.0,1.0,65.57,68.84210526315789,121.71372930866605,0.5208333333333334,94.94564705711949,0.4318181818181818,6.176925606504417,79.0,66.0,0.475,0.353,0.765,9.0,41.0,15.0,3.0,3.0,11.0,15.0,0.475,0.353,0.765,9.0,41.0,15.0,3.0,3.0,11.0,15.0,0.8230743934955829,Minnesota vs. Purdue,Purdue,Minnesota,1,19
Mississippi State,8.0,1.0,63.511,64.30688940092166,115.72807169953379,0.502724358974359,80.37186363704141,0.38137755102040816,7.1753376003440925,73.5,50.5,0.4495,0.29200000000000004,0.589,14.5,40.0,16.5,12.0,6.0,10.0,11.5,0.4495,0.29200000000000004,0.589,14.5,40.0,16.5,12.0,6.0,10.0,11.5,0.8246623996559075,2022-12-11,Minnesota,4.0,0.4444444444444444,66.99000000000001,66.28513513513514,94.81532954498698,0.5098039215686274,104.23281507125249,0.4830508474576271,3.438380330484478,62.0,67.0,0.431,0.333,0.565,8.0,33.0,14.0,5.0,5.0,12.0,17.0,0.431,0.333,0.565,8.0,33.0,14.0,5.0,5.0,12.0,17.0,0.561619669515522,Mississippi State vs. Minnesota,Minnesota,Mississippi State,0,-18
Minnesota,6.0,0.5,66.04314285714287,66.15795218295219,95.20839487289442,0.4959733893557423,100.18548717298145,0.4693032015065913,5.0477650155073945,62.0,64.0,0.4385,0.3255,0.572,8.0,33.0,14.5,5.0,5.0,12.0,15.0,0.4385,0.3255,0.572,8.0,33.0,14.5,5.0,5.0,12.0,15.0,0.9522349844926055,2023-01-03,Wisconsin,10.0,0.7692307692307693,65.5595,65.27561904761905,102.91627516674893,0.5357142857142857,92.70221200754153,0.47464488636363633,8.568846439135386,71.5,59.0,0.4375,0.419,0.6275,6.0,31.0,14.0,7.5,1.0,9.5,18.0,0.4375,0.419,0.6275,6.0,31.0,14.0,7.5,1.0,9.5,18.0,1.4311535608646135,Minnesota vs. Wisconsin,Wisconsin,Minnesota,1,3
Nebraska,8.0,0.5333333333333333,67.35967741935484,65.99516129032259,101.06544116225258,0.5,100.0073319158296,0.48333333333333334,8.106311636696208,65.0,66.0,0.431,0.261,0.667,10.0,35.0,12.0,6.0,2.0,12.0,13.0,0.431,0.261,0.667,10.0,35.0,12.0,6.0,2.0,12.0,13.0,-0.10631163669620847,2023-01-07,Minnesota,6.0,0.42857142857142855,66.79142857142857,66.03076923076924,94.81532954498698,0.48214285714285715,97.84330575774204,0.4830508474576271,5.422420289894738,62.0,63.0,0.436,0.333,0.579,8.0,33.0,14.0,5.0,5.0,12.0,14.0,0.436,0.333,0.579,8.0,33.0,14.0,5.0,5.0,12.0,14.0,0.5775797101052618,Nebraska vs. Minnesota,Minnesota,Nebraska,0,-2
Nebraska,8.0,0.5333333333333333,67.35967741935484,65.99516129032259,101.06544116225258,0.5,100.0073319158296,0.48333333333333334,8.106311636696208,65.0,66.0,0.431,0.261,0.667,10.0,35.0,12.0,6.0,2.0,12.0,13.0,0.431,0.261,0.667,10.0,35.0,12.0,6.0,2.0,12.0,13.0,-0.10631163669620847,2023-01-07,Minnesota,6.0,0.42857142857142855,66.79142857142857,66.03076923076924,94.81532954498698,0.48214285714285715,97.84330575774204,0.4830508474576271,5.422420289894738,62.0,63.0,0.436,0.333,0.579,8.0,33.0,14.0,5.0,5.0,12.0,14.0,0.436,0.333,0.579,8.0,33.0,14.0,5.0,5.0,12.0,14.0,0.5775797101052618,Nebraska vs. Minnesota,Minnesota,Nebraska,1,3
Minnesota,6.0,0.4,66.8907142857143,66.15795218295219,95.20839487289442,0.4959733893557423,101.03806041449727,0.4876191737288136,5.857166182257069,62.0,65.0,0.441,0.3395,0.602,8.0,33.0,14.5,5.0,5.0,12.0,15.0,0.441,0.3395,0.602,8.0,33.0,14.5,5.0,5.0,12.0,15.0,0.1428338177429307,2023-01-12,Ohio State,10.0,0.6666666666666666,67.56393939393939,67.5741935483871,118.61784424961321,0.5357142857142857,89.37605396290051,0.4576271186440678,10.597984811482073,80.0,61.0,0.473,0.4,0.722,10.0,37.0,14.0,5.0,4.0,12.0,13.0,0.473,0.4,0.722,10.0,37.0,14.0,5.0,4.0,12.0,13.0,-0.5979848114820729,Minnesota vs. Ohio State,Ohio State,Minnesota,0,-3
Purdue,17.0,0.9444444444444444,62.614999999999995,65.8408064516129,121.86037235602586,0.5427381648158971,97.04292267365662,0.4612651030561479,14.813691992591103,75.0,63.0,0.46950000000000003,0.366,0.7785,11.0,37.5,15.0,4.5,3.5,10.5,13.0,0.46950000000000003,0.366,0.7785,11.0,37.5,15.0,4.5,3.5,10.5,13.0,2.186308007408897,2023-01-19,Minnesota,7.0,0.4117647058823529,66.8907142857143,67.01098862019914,95.20839487289442,0.4959733893557423,101.5725069917257,0.4876191737288136,6.52997791077444,62.0,67.0,0.441,0.3255,0.5894999999999999,7.5,32.5,13.5,5.0,5.0,12.0,14.0,0.441,0.3255,0.5894999999999999,7.5,32.5,13.5,5.0,5.0,12.0,14.0,0.47002208922556044,Purdue vs. Minnesota,Minnesota,Purdue,0,-22
Minnesota,7.0,0.35,66.79142857142857,66.28513513513514,91.53051912030492,0.4818181818181818,98.27719539439767,0.4830508474576271,7.194566067039924,61.0,63.0,0.431,0.318,0.579,7.0,33.0,13.0,5.0,4.0,12.0,14.0,0.431,0.318,0.579,7.0,33.0,13.0,5.0,4.0,12.0,14.0,-0.19456606703992385,2023-01-28,Northwestern,14.0,0.7,67.19542857142858,67.36774193548388,108.16507654759265,0.49019607843137253,88.30893465364402,0.4772727272727273,13.009139111296049,66.0,60.0,0.414,0.333,0.75,9.0,33.0,15.0,8.0,4.0,9.0,16.0,0.414,0.333,0.75,9.0,33.0,15.0,8.0,4.0,9.0,16.0,0.990860888703951,Minnesota vs. Northwestern,Northwestern,Minnesota,1,20
Minnesota,7.0,0.3333333333333333,66.04314285714287,66.15795218295219,93.17292433264595,0.48198051948051945,98.59469715329828,0.4876191737288136,7.243016958920233,61.0,65.0,0.4335,0.304,0.5894999999999999,7.0,32.5,13.0,5.0,4.0,12.0,14.0,0.4335,0.304,0.5894999999999999,7.0,32.5,13.0,5.0,4.0,12.0,14.0,-0.2430169589202329,2023-02-01,Rutgers,14.0,0.6666666666666666,66.65942857142856,65.95862068965518,105.26315789473686,0.49137931034482757,86.41781681304893,0.453125,14.243321598312976,66.0,57.0,0.431,0.316,0.773,10.0,36.0,14.0,9.0,4.0,11.0,15.0,0.431,0.316,0.773,10.0,36.0,14.0,9.0,4.0,11.0,15.0,-0.24332159831297595,Minnesota vs. Rutgers,Rutgers,Minnesota,1,35
Penn State,15.0,0.5769230769230769,64.11500000000001,63.94128571428571,110.23011878348657,0.5466101694915254,102.54048115506384,0.50390625,15.407636828253912,71.5,67.0,0.458,0.3955,0.7575000000000001,5.0,30.0,13.5,5.0,2.0,8.5,15.0,0.458,0.3955,0.7575000000000001,5.0,30.0,13.5,5.0,2.0,8.5,15.0,-0.4076368282539118,2023-02-18,Minnesota,7.0,0.28,65.29485714285715,66.03076923076924,90.16870273414777,0.4818181818181818,104.23281507125249,0.4921875,7.366491789658785,60.0,67.0,0.431,0.29,0.6,7.0,32.0,13.0,5.0,4.0,13.0,14.0,0.431,0.29,0.6,7.0,32.0,13.0,5.0,4.0,13.0,14.0,-0.36649178965878537,Penn State vs. Minnesota,Minnesota,Penn State,0,-7
Minnesota,7.0,0.25,65.21601173020528,65.40950854700856,93.17292433264595,0.4959733893557423,105.2742539832301,0.5088557993730407,7.931838622788001,61.0,68.5,0.441,0.318,0.6,7.0,32.0,14.0,5.0,4.0,12.0,14.0,0.441,0.318,0.6,7.0,32.0,14.0,5.0,4.0,12.0,14.0,-0.9318386227880007,2023-02-25,Nebraska,14.0,0.5,67.8869696969697,66.98954166666667,99.29321004562303,0.5125942684766214,103.78758427706191,0.5172619047619048,12.87886257313,65.0,69.5,0.4565,0.3255,0.653,7.0,33.5,12.0,5.5,2.0,12.5,13.0,0.4565,0.3255,0.653,7.0,33.5,12.0,5.5,2.0,12.5,13.0,1.1211374268699998,Minnesota vs. Nebraska,Nebraska,Minnesota,1,11
